#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"104,366,557","+87,393","1,483,966",+409,"98,074,054","+101,408","4,808,537","8,391",,,,,,North America,,,,,,
,Asia,"160,210,723","+139,536","1,437,378",+237,"154,473,259","+144,840","4,300,086","10,488",,,,,,Asia,,,,,,
,South America,"59,067,077","+80,477","1,302,886",+187,"56,075,808","+51,980","1,688,383","10,371",,,,,,South America,,,,,,
,Europe,"201,087,532","+340,274","1,851,748",+462,"192,860,625","+169,460","6,375,159","5,903",,,,,,Europe,,,,,,
,Oceania,"9,497,962","+38,916","13,590",+80,"9,175,141","+36,884","309,231",152,,,,,,Australia/Oceania,,,,,,
,Africa,"12,270,770","+6,047","255,690",+69,"11,460,999","+3,378","554,081","1,023",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"546,501,342","+692,643","6,345,273","+1,444","522,120,592","+507,950","18,035,477","36,328","70,111",814.0,,,,All,,,,,,
1,USA,"88,380,814","+63,512","1,039,510",+329,"84,131,486","+91,009","3,209,818","3,037","263,962","3,105","1,044,278,257","3,118,887","334,824,063",North America,4,322,0,190,1.0,"9,587"
2,India,"43,347,597","+12,940","524,903",,"42,725,055",,"97,639",698,"30,815",373,"858,836,977","610,526","1,406,717,605",Asia,32,"2,680",2,9,,69
3,Brazil,"31,894,505","+70,285","669,612",+176,"30,532,868","+40,692","692,025","8,318","147,979","3,107","63,776,166","295,898","215,534,261",South America,7,322,3,326,0.8,"3,211"
4,France,"30,354,599","+77,967","149,228",+66,"29,421,600","+25,309","783,771",869,"463,020","2,276","271,490,188","4,141,231","65,557,848",Europe,2,439,0,"1,189",1,"11,955"
5,Germany,"27,454,225","+119,762","140,462",+105,"26,306,700","+53,300","1,007,063",795,"325,629","1,666","122,332,384","1,450,960","84,311,352",Europe,3,600,1,"1,420",1,"11,945"
6,UK,"22,558,085","+32,727","179,783",+77,"22,097,994","+2,837","280,308",146,"328,892","2,621","522,526,476","7,618,327","68,588,088",Europe,3,382,0,477,1,"4,087"
