#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"28,519,873","+206,702","598,766","+5,878","17,712,258","+201,844","10,208,849","36,001",,,,,,North America,,,
,Asia,"22,277,157","+81,157","360,082","+1,195","20,695,444","+81,862","1,221,631","24,225",,,,,,Asia,,,
,South America,"14,923,350","+109,502","394,211","+2,180","13,205,147","+82,604","1,323,992","19,292",,,,,,South America,,,
,Europe,"28,142,832","+230,760","645,167","+6,692","15,391,924","+157,710","12,105,741","30,192",,,,,,Europe,,,
,Africa,"3,352,660","+28,309","81,860",+922,"2,784,258","+28,776","486,542","2,608",,,,,,Africa,,,
,Oceania,"49,667",+16,"1,072",,"33,856",+62,"14,739",21,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"97,266,260","+656,446","2,081,173","+16,867","69,823,593","+552,858","25,361,494","112,339","12,478",267.0,,,,All,,,
1,USA,"24,987,212","+177,191","415,530","+4,010","14,963,780","+176,894","9,607,902","28,198","75,244","1,251","291,525,786","877,873","332,082,117",North America,13,799,1
2,India,"10,611,719","+15,277","152,906",+152,"10,265,163","+20,071","193,650","8,944","7,648",110,"188,566,947","135,901","1,387,530,727",Asia,131,"9,074",7
3,Brazil,"8,639,868","+64,126","212,893","+1,382","7,564,622","+45,776","862,353","8,318","40,487",998,"28,600,000","134,021","213,399,066",South America,25,"1,002",7
4,Russia,"3,633,952","+21,152","67,220",+597,"3,027,316","+25,290","539,416","2,300","24,895",461,"97,600,000","668,633","145,969,379",Europe,40,"2,172",1
5,UK,"3,505,754","+38,905","93,290","+1,820","1,571,519","+13,016","1,840,945","3,947","51,491","1,370","65,875,546","967,557","68,084,411",Europe,19,730,1
6,France,"2,965,117","+26,784","71,652",+310,"213,242","+1,426","2,680,223","2,852","45,370","1,096","40,484,097","619,458","65,354,019",Europe,22,912,2
7,Italy,"2,414,166","+13,571","83,681",+524,"1,806,932","+25,015","523,553","2,461","39,962","1,385","29,899,198","494,920","60,412,161",Europe,25,722,2
8,Spain,"2,412,318","+41,576","54,637",+464,N/A,N/A,N/A,"3,583","51,584","1,168","30,165,217","645,040","46,764,883",Europe,19,856,2
9,Turkey,"2,406,216","+6,435","24,487",+159,"2,283,919","+5,932","97,810","2,102","28,361",289,"27,867,450","328,462","84,842,191",Asia,35,"3,465",3
10,Germany,"2,090,161","+18,525","50,296","+1,052","1,741,800","+25,600","298,065","5,074","24,903",599,"36,353,196","433,121","83,933,180",Europe,40,"1,669",2
11,Colombia,"1,956,979","+17,908","49,792",+390,"1,786,170","+16,235","121,017","3,482","38,235",973,"9,340,985","182,500","51,183,579",South America,26,"1,028",5
12,Argentina,"1,831,681","+12,112","46,216",+150,"1,613,773","+9,400","171,692","3,605","40,322","1,017","5,697,210","125,418","45,425,933",South America,25,983,8
13,Mexico,"1,668,396","+18,894","142,832","+1,584","1,251,782","+14,461","273,782","5,652","12,865","1,101","4,190,185","32,311","129,683,865",North America,78,908,31
14,Poland,"1,450,747","+6,919","34,141",+443,"1,207,359","+10,325","209,247","1,569","38,356",903,"8,191,847","216,581","37,823,461",Europe,26,"1,108",5
15,South Africa,"1,369,426","+12,710","38,854",+566,"1,160,412","+15,555","170,160",546,"22,930",651,"7,762,073","129,968","59,722,734",Africa,44,"1,537",8
16,Iran,"1,348,316","+6,182","57,057",+84,"1,137,812","+5,929","153,447","4,214","15,940",675,"8,634,553","102,078","84,588,146",Asia,63,"1,483",10
17,Ukraine,"1,172,038","+4,383","21,258",+212,"900,749","+14,501","250,031",177,"26,890",488,"6,009,914","137,884","43,586,604",Europe,37,"2,050",7
18,Peru,"1,078,675","+5,461","39,157",+113,"993,509","+4,142","46,009","1,711","32,465","1,179","5,958,860","179,344","33,225,946",South America,31,849,6
19,Indonesia,"939,948","+12,568","26,857",+267,"763,703","+9,755","149,388",,"3,416",98,"8,492,766","30,868","275,127,290",Asia,293,"10,244",32
