#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"61,258,467","+135,715","1,219,446","+1,130","49,020,317","+61,348","11,018,704","21,419",,,,,,North America,,,,,,
,Asia,"83,427,922","+72,371","1,236,868",+861,"80,649,188","+72,360","1,541,866","30,346",,,,,,Asia,,,,,,
,South America,"39,267,597","+15,194","1,187,883",+306,"37,312,667","+7,980","767,047","12,776",,,,,,South America,,,,,,
,Europe,"79,648,580","+422,469","1,477,351","+3,897","69,618,054","+320,234","8,553,175","23,189",,,,,,Europe,,,,,,
,Africa,"9,174,206","+39,201","225,990",+126,"8,311,403","+9,287","636,813","1,401",,,,,,Africa,,,,,,
,Oceania,"400,030","+3,502","4,382",+10,"358,674",+26,"36,974",176,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"273,177,523","+688,452","5,351,935","+6,330","245,271,009","+471,235","22,554,579","89,307","35,046",686.6,,,,All,,,,,,
1,USA,"51,416,539","+124,248","824,281",+874,"40,397,375","+53,814","10,194,883","15,596","154,021","2,469","782,965,396","2,345,409","333,828,917",North America,6,405,0,372,3,"30,539"
2,India,"34,721,174","+2,505","476,478",,"34,154,879","+7,948","89,817","8,944","24,805",340,"660,247,762","471,688","1,399,754,028",Asia,40,"2,938",2,2,,64
3,Brazil,"22,204,941","+3,720","617,521",+173,"21,414,318",,"173,102","8,318","103,395","2,875","63,776,166","296,966","214,759,325",South America,10,348,3,17,0.8,806
4,UK,"11,097,851","+88,376","146,937",+146,"9,658,375","+40,434","1,292,539",886,"162,237","2,148","382,575,086","5,592,771","68,405,286",Europe,6,466,0,"1,292",2,"18,895"
5,Russia,"10,131,646","+28,486","294,024","+1,133","8,876,788","+37,155","960,834","2,300","69,383","2,014","233,300,000","1,597,665","146,025,608",Europe,14,497,1,195,8,"6,580"
6,Turkey,"9,118,424","+18,100","79,863",+167,"8,712,929","+25,664","325,632","1,128","106,449",932,"113,329,305","1,323,013","85,659,998",Asia,9,"1,073",1,211,2,"3,801"
7,France,"8,460,712","+60,866","121,171",+188,"7,430,199","+34,285","909,342","2,832","129,203","1,850","175,073,861","2,673,542","65,483,872",Europe,8,540,0,929,3,"13,887"
