#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"19,518,421","+198,697","453,353","+1,885","11,806,637","+131,523","7,258,431","32,726",,,,,,North America,,,
,Asia,"19,179,355","+94,894","313,635","+1,399","17,376,458","+110,553","1,489,262","27,422",,,,,,Asia,,,
,South America,"12,010,486","+44,364","341,046","+1,014","10,643,173","+47,351","1,026,267","16,542",,,,,,South America,,,
,Europe,"19,999,256","+156,863","461,343","+3,651","9,383,011","+117,371","10,154,902","26,964",,,,,,Europe,,,
,Africa,"2,404,019","+10,958","56,737",+309,"2,033,806","+9,974","313,476","2,624",,,,,,Africa,,,
,Oceania,"46,716",+141,"1,039",+5,"33,228",+12,"12,449",26,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"73,158,974","+505,917","1,627,168","+8,263","51,277,019","+416,784","20,254,787","106,304","9,386",208.8,,,,All,,,
1,USA,"16,922,438","+178,263","307,924","+1,439","9,838,835","+114,135","6,775,679","27,667","50,989",928,"222,925,427","671,703","331,880,970",North America,20,"1,078",1
2,India,"9,906,484","+21,768","143,746",+353,"9,421,795","+34,187","340,943","8,944","7,147",104,"154,566,990","111,510","1,386,123,196",Asia,140,"9,643",9
3,Brazil,"6,929,409","+27,419","181,945",+526,"6,016,085","+33,132","731,379","8,318","32,495",853,"25,700,000","120,520","213,242,430",South America,31,"1,172",8
4,Russia,"2,681,256","+27,328","47,391",+450,"2,124,797","+18,562","509,068","2,300","18,369",325,"83,102,948","569,343","145,962,904",Europe,54,"3,080",2
5,France,"2,379,915","+3,063","58,282",+371,"177,647",+652,"2,143,986","2,906","36,424",892,"29,186,274","446,689","65,339,066",Europe,27,"1,121",2
6,UK,"1,869,666","+20,263","64,402",+232,N/A,N/A,N/A,"1,275","27,476",946,"48,209,087","708,463","68,047,462",Europe,36,"1,057",1
7,Turkey,"1,866,345","+29,617","16,646",+229,"1,631,944","+28,164","217,755","5,980","22,022",196,"21,284,005","251,145","84,748,019",Asia,45,"5,091",4
8,Italy,"1,855,737","+12,030","65,011",+491,"1,115,617","+22,456","675,109","3,095","30,713","1,076","24,319,310","402,495","60,421,355",Europe,33,929,2
9,Spain,"1,762,036","+7,967","48,013",+129,N/A,N/A,N/A,"2,068","37,680","1,027","24,918,644","532,871","46,763,009",Europe,27,974,2
10,Argentina,"1,503,222","+5,062","41,041",+275,"1,340,120","+4,803","122,061","3,478","33,123",904,"4,302,194","94,798","45,382,916",South America,30,"1,106",11
11,Colombia,"1,434,516","+8,742","39,195",+142,"1,321,469","+6,633","73,852","2,376","28,058",767,"7,122,577","139,311","51,127,304",South America,36,"1,304",7
12,Germany,"1,357,141","+18,658","22,887",+481,"984,200","+16,300","350,054","4,670","16,175",273,"30,494,036","363,433","83,905,438",Europe,62,"3,666",3
13,Mexico,"1,250,044","+8,608","113,953",+249,"918,681","+6,716","217,410","3,550","9,650",880,"3,194,264","24,658","129,543,309",North America,104,"1,137",41
14,Poland,"1,140,572","+4,896","22,960",+96,"869,155","+10,260","248,457","1,807","30,152",607,"6,695,762","177,007","37,827,748",Europe,33,"1,648",6
15,Iran,"1,115,770","+7,501","52,447",+251,"823,231","+10,961","240,092","5,711","13,208",621,"6,750,359","79,908","84,476,530",Asia,76,"1,611",13
16,Peru,"984,973",,"36,677",,"918,352",,"29,944","1,057","29,687","1,105","5,264,455","158,672","33,178,246",South America,34,905,6
17,Ukraine,"900,666","+6,451","15,247",+93,"506,718","+5,154","378,701",177,"20,651",350,"5,052,686","115,851","43,613,740",Europe,48,"2,860",9
18,South Africa,"866,127","+5,163","23,451",+175,"762,746","+1,735","79,930",546,"14,521",393,"5,884,227","98,654","59,645,103",Africa,69,"2,543",10
19,Indonesia,"623,309","+5,489","18,956",+137,"510,957","+5,121","93,396",,"2,268",69,"6,424,385","23,376","274,827,175",Asia,441,"14,498",43
20,Netherlands,"621,944","+8,457","10,082",+34,N/A,N/A,N/A,515,"36,261",588,"5,253,381","306,282","17,152,080",Europe,28,"1,701",3
21,Belgium,"608,137","+2,171","17,951",+49,"41,661",+72,"548,525",617,"52,369","1,546","6,336,972","545,704","11,612,476",Europe,19,647,2
22,Czechia,"581,079","+1,999","9,609",+45,"505,922",+106,"65,548",506,"54,215",897,"3,350,315","312,588","10,718,001",Europe,18,"1,115",3
23,Iraq,"575,972","+1,338","12,603",+24,"509,474","+2,028","53,895",197,"14,178",310,"3,933,815","96,833","40,624,922",Asia,71,"3,223",10
24,Chile,"573,830","+1,911","15,931",+45,"546,538","+1,716","11,361",628,"29,902",830,"5,822,181","303,392","19,190,284",South America,33,"1,205",3
25,Romania,"559,587","+3,252","13,494",+109,"460,780","+3,420","85,313","1,289","29,177",704,"4,436,130","231,301","19,179,039",Europe,34,"1,421",4
26,Bangladesh,"492,332","+1,799","7,089",+37,"423,845","+2,949","61,398",,"2,976",43,"2,986,458","18,053","165,429,258",Asia,336,"23,336",55
27,Canada,"468,862","+8,119","13,553",+122,"379,467","+6,214","75,842",596,"12,374",358,"12,559,324","331,455","37,891,529",North America,81,"2,796",3
28,Philippines,"450,733","+1,339","8,757",+24,"418,723",+41,"23,253",708,"4,089",79,"6,264,737","56,830","110,236,832",Asia,245,"12,588",18
29,Pakistan,"440,787","+2,362","8,832",+36,"384,719","+1,719","47,236","2,456","1,978",40,"6,064,220","27,217","222,810,091",Asia,505,"25,228",37
30,Morocco,"400,826","+1,217","6,659",+35,"359,065","+3,042","35,102","1,039","10,802",179,"4,204,412","113,304","37,107,516",Africa,93,"5,573",9
31,Switzerland,"384,557","+10,726","6,154",+169,"308,300","+16,800","70,103",465,"44,287",709,"3,095,612","356,505","8,683,227",Europe,23,"1,411",3
32,Saudi Arabia,"360,013",+125,"6,059",+11,"350,792",+243,"3,162",493,"10,269",173,"10,409,634","296,933","35,057,143",Asia,97,"5,786",3
33,Israel,"359,506","+2,330","3,004",+5,"338,418","+1,232","18,084",375,"39,087",327,"6,631,970","721,055","9,197,590",Asia,26,"3,062",1
34,Portugal,"350,938","+2,194","5,649",+90,"274,277","+2,955","71,012",513,"34,463",555,"4,939,014","485,018","10,183,160",Europe,29,"1,803",2
35,Austria,"325,051","+2,588","4,530",+57,"284,174","+3,068","36,347",594,"35,998",502,"3,425,072","379,314","9,029,655",Europe,28,"1,993",3
36,Sweden,"320,098",,"7,514",,N/A,N/A,N/A,253,"31,606",742,"3,718,476","367,157","10,127,752",Europe,32,"1,348",3
37,Hungary,"283,870","+3,470","7,130",+165,"82,546","+1,794","194,194",605,"29,419",739,"2,320,419","240,478","9,649,176",Europe,34,"1,353",4
38,Serbia,"271,364","+4,932","2,380",+49,"31,536",,"237,448",334,"31,115",273,"2,046,456","234,650","8,721,319",Europe,32,"3,664",4
39,Jordan,"262,477","+2,863","3,407",+42,"222,654","+4,187","36,416",324,"25,610",332,"2,850,723","278,152","10,248,811",Asia,39,"3,008",4
40,Nepal,"249,244",+821,"1,716",+18,"236,573",+842,"10,955",,"8,486",58,"1,836,464","62,526","29,371,432",Asia,118,"17,116",16
41,Ecuador,"202,180",+70,"13,875",,"177,951",,"10,354",358,"11,382",781,"691,163","38,910","17,763,305",South America,88,"1,280",26
42,Panama,"194,619","+1,612","3,382",+26,"163,334","+1,229","27,903",185,"44,789",778,"1,072,669","246,861","4,345,239",North America,22,"1,285",4
43,Georgia,"191,063","+1,337","1,839",+49,"161,681","+3,498","27,543",,"47,937",461,"1,686,522","423,145","3,985,680",Asia,21,"2,167",2
44,UAE,"186,041","+1,092",618,+1,"164,349",+670,"21,074",,"18,709",62,"18,517,811","1,862,174","9,944,188",Asia,53,"16,091",1
45,Bulgaria,"181,544","+2,095","5,838",+150,"85,578","+1,858","90,128",580,"26,218",843,"1,069,756","154,488","6,924,524",Europe,38,"1,186",6
46,Japan,"179,653","+2,366","2,585",+23,"150,947","+1,661","26,121",588,"1,422",20,"4,048,710","32,056","126,299,995",Asia,703,"48,859",31
47,Azerbaijan,"178,986","+3,112","1,966",+44,"114,841","+2,923","62,179",,"17,581",193,"1,963,348","192,855","10,180,421",Asia,57,"5,178",5
48,Croatia,"177,358","+1,472","2,705",+65,"151,884","+3,673","22,769",284,"43,325",661,"888,080","216,938","4,093,701",Europe,23,"1,513",5
49,Belarus,"162,148","+1,853","1,273",+10,"139,785","+1,321","21,090",,"17,162",135,"3,625,620","383,748","9,447,909",Europe,58,"7,422",3
50,Dominican Republic,"155,184",+492,"2,364",+3,"121,007",+526,"31,813",234,"14,241",217,"793,563","72,824","10,896,961",North America,70,"4,610",14
51,Costa Rica,"153,169",+549,"1,936",+15,"118,511","+1,756","32,722",232,"29,944",378,"431,232","84,306","5,115,109",North America,33,"2,642",12
52,Armenia,"148,682",+357,"2,503",+17,"125,966",+797,"20,213",,"50,133",844,"549,732","185,360","2,965,757",Asia,20,"1,185",5
53,Lebanon,"147,613","+1,093","1,210",+10,"103,057","+1,723","43,346",414,"21,671",178,"1,790,561","262,873","6,811,499",Asia,46,"5,629",4
54,Bolivia,"147,150",+120,"9,018",+4,"126,221",+129,"11,911",71,"12,529",768,"377,562","32,148","11,744,591",South America,80,"1,302",31
55,Kuwait,"146,449",+231,912,+1,"142,357",+263,"3,180",57,"34,066",212,"1,185,625","275,795","4,298,930",Asia,29,"4,714",4
56,Kazakhstan,"142,325",+747,"2,088",,"126,182",+802,"14,055",221,"7,539",111,"4,871,752","258,068","18,877,808",Asia,133,"9,041",4
57,Qatar,"141,121",+160,241,+1,"138,719",+229,"2,161",21,"50,260",86,"1,171,929","417,383","2,807,805",Asia,20,"11,651",2
58,Slovakia,"133,489",+505,"1,205",+30,"98,585","+1,517","33,699",282,"24,445",221,"1,218,962","223,219","5,460,844",Europe,41,"4,532",4
59,Guatemala,"129,405",+123,"4,445",+22,"118,217",+294,"6,743",5,"7,164",246,"581,933","32,215","18,063,872",North America,140,"4,064",31
60,Moldova,"127,253",+735,"2,598",+26,"110,179","+1,278","14,476",286,"31,579",645,"507,145","125,852","4,029,692",Europe,32,"1,551",8
61,Oman,"126,504",+264,"1,472",+1,"118,287",+239,"6,745",57,"24,496",285,"571,472","110,657","5,164,368",Asia,41,"3,508",9
62,Greece,"125,173",+639,"3,687",+62,"9,989",,"111,497",558,"12,036",355,"2,589,438","248,989","10,399,817",Europe,83,"2,821",4
63,Egypt,"122,086",+511,"6,943",+23,"105,132",+257,"10,011",90,"1,183",67,"1,000,000","9,690","103,197,841",Africa,845,"14,864",103
64,Ethiopia,"117,242",+473,"1,809",+3,"95,225","+1,335","20,208",297,"1,009",16,"1,711,099","14,722","116,230,450",Africa,991,"64,251",68
65,Honduras,"114,359",+316,"2,975",+1,"51,478",+68,"59,906",112,"11,464",298,"284,003","28,471","9,975,269",North America,87,"3,353",35
66,Denmark,"113,095","+3,337",950,+9,"80,564","+1,170","31,581",61,"19,494",164,"8,664,885","1,493,572","5,801,450",Europe,51,"6,107",1
67,Tunisia,"111,361",,"3,894",,"84,741",,"22,726",280,"9,378",328,"512,738","43,180","11,874,360",Africa,107,"3,049",23
68,Palestine,"111,102","+1,364","1,000",+22,"87,057","+1,947","23,045",95,"21,555",194,"778,959","151,130","5,154,248",Asia,46,"5,154",7
69,Myanmar,"109,512","+1,170","2,292",+24,"88,131","+1,336","19,089",,"2,007",42,"1,456,866","26,695","54,574,739",Asia,498,"23,811",37
70,Venezuela,"107,786",,954,,"102,289",,"4,543",46,"3,795",34,"2,347,543","82,662","28,399,225",South America,263,"29,769",12
71,Bosnia and Herzegovina,"101,461",+344,"3,391",+55,"66,486",+728,"31,584",,"31,014","1,037","466,426","142,573","3,271,495",Europe,32,965,7
72,Slovenia,"96,745",+431,"2,107",+44,"73,760",+383,"20,878",207,"46,533","1,013","594,115","285,760","2,079,068",Europe,21,987,3
73,Lithuania,"95,021","+1,921",825,+10,"38,957",+64,"55,239",191,"35,130",305,"1,421,759","525,636","2,704,835",Europe,28,"3,279",2
74,Paraguay,"94,223",+641,"1,971",+18,"67,242",+699,"25,010",160,"13,138",275,"504,284","70,313","7,171,966",South America,76,"3,639",14
75,Algeria,"92,597",+495,"2,609",+13,"60,888",+431,"29,100",46,"2,095",59,,,"44,205,533",Africa,477,"16,943",
76,Kenya,"92,055",+163,"1,593",+6,"73,452",+424,"17,010",49,"1,695",29,"973,805","17,934","54,299,590",Africa,590,"34,086",56
77,Libya,"91,357",+578,"1,314",+15,"61,453",+558,"28,590",,"13,215",190,"487,044","70,450","6,913,291",Africa,76,"5,261",14
78,Bahrain,"89,268",+125,348,,"87,332",+150,"1,588",8,"51,671",201,"2,202,876","1,275,083","1,727,634",Asia,19,"4,964",1
79,Malaysia,"84,846","+1,371",419,+4,"70,597","+1,204","13,830",114,"2,606",13,"2,960,653","90,950","32,552,528",Asia,384,"77,691",11
80,Kyrgyzstan,"77,674",+318,"1,312",+5,"70,450",+258,"5,912",94,"11,818",200,"548,077","83,390","6,572,452",Asia,85,"5,009",12
81,Ireland,"76,449",+264,"2,126",+2,"23,364",,"50,959",34,"15,405",428,"2,122,513","427,699","4,962,632",Europe,65,"2,334",2
82,Uzbekistan,"75,094",+138,612,,"72,368",+125,"2,114",176,"2,229",18,"1,377,915","40,903","33,687,059",Asia,449,"55,044",24
83,North Macedonia,"73,851",+213,"2,147",+26,"50,046",+632,"21,658",138,"35,448","1,031","365,599","175,487","2,083,335",Europe,28,970,6
84,Nigeria,"73,374",+199,"1,197",,"66,314",+224,"5,863",10,352,6,"848,194","4,070","208,412,524",Africa,"2,840","174,112",246
85,Singapore,"58,325",+5,29,,"58,210",+2,86,,"9,934",5,"4,834,370","823,414","5,871,127",Asia,101,"202,453",1
86,Ghana,"53,014",+81,327,,"51,761",+85,926,14,"1,690",10,"622,086","19,835","31,362,555",Africa,592,"95,910",50
87,Afghanistan,"49,484",+211,"1,975",+4,"38,410",+26,"9,099",93,"1,259",50,"170,855","4,345","39,319,204",Asia,795,"19,908",230
