#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"100,280,522","+99,816","1,469,617",+465,"95,113,068","+45,538","3,697,837","7,711",,,,,,North America,,,,,,
,Asia,"152,623,669","+445,837","1,428,956",+252,"144,971,067","+337,634","6,223,646","11,727",,,,,,Asia,,,,,,
,South America,"57,264,448","+18,613","1,297,253",+131,"53,232,390","+1,397","2,734,805","10,535",,,,,,South America,,,,,,
,Europe,"195,075,840","+149,955","1,834,826",+799,"183,055,881","+356,794","10,185,133","7,361",,,,,,Europe,,,,,,
,Oceania,"8,201,101","+63,327","11,646",+57,"7,643,078","+9,572","546,377",152,,,,,,Australia/Oceania,,,,,,
,Africa,"12,081,000","+7,874","254,547",+33,"11,246,155","+7,199","580,298",957,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"525,527,301","+785,422","6,296,860","+1,737","495,262,345","+758,134","23,968,096","38,443","67,420",807.8,,,,All,,,,,,
1,USA,"84,797,061","+85,870","1,028,298",+194,"81,487,016","+39,874","2,281,747","2,255","253,395","3,073","1,020,794,815","3,050,389","334,644,090",North America,4,325,0,257,0.6,"6,818"
2,India,"43,131,135","+1,572","524,303",,"42,589,841",,"16,991",698,"30,688",373,"845,404,172","601,515","1,405,458,235",Asia,33,"2,681",2,1,,12
3,Brazil,"30,752,226","+10,415","665,491",+115,"29,746,640",,"340,095","8,318","142,772","3,090","63,776,166","296,091","215,394,113",South America,7,324,3,48,0.5,"1,579"
4,France,"29,291,146","+27,842","147,715",+67,"28,448,155","+52,839","695,276","1,173","446,890","2,254","271,490,188","4,142,076","65,544,470",Europe,2,444,0,425,1,"10,608"
5,Germany,"26,013,283","+56,446","138,488",+139,"24,425,500","+126,500","1,449,295",944,"308,629","1,643","122,332,384","1,451,387","84,286,530",Europe,3,609,1,670,2,"17,195"
6,UK,"22,232,377","+4,882","177,890",+169,"21,774,064","+39,871","280,423",188,"324,300","2,595","522,526,476","7,622,001","68,555,028",Europe,3,385,0,71,2,"4,090"
