#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"35,314,774","+79,456","808,188","+2,206","26,962,851","+101,971","7,543,735","15,156",,,,,,North America,,,
,South America,"20,339,214","+118,530","526,645","+2,631","18,159,490","+107,562","1,653,079","19,870",,,,,,South America,,,
,Asia,"27,367,812","+145,575","419,679","+1,118","25,356,804","+91,630","1,591,329","24,193",,,,,,Asia,,,
,Europe,"38,090,018","+181,705","888,787","+3,571","27,027,166","+120,904","10,174,065","29,624",,,,,,Europe,,,
,Africa,"4,168,568","+10,593","111,062",+317,"3,725,790","+8,536","331,716","2,742",,,,,,Africa,,,
,Oceania,"54,948",+381,"1,120",+3,"34,482",+7,"19,346",7,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"125,336,055","+536,240","2,755,496","+9,846","101,267,289","+430,610","21,313,270","91,592","16,079",353.5,,,,All,,,
1,USA,"30,702,442","+65,035","558,324","+1,307","23,128,841","+89,256","7,015,277","8,617","92,362","1,680","393,840,767","1,184,784","332,415,597",North America,11,595,1
2,Brazil,"12,227,179","+90,564","301,087","+2,244","10,689,646","+87,988","1,236,446","8,318","57,228","1,409","28,600,000","133,858","213,658,752",South America,17,710,7
3,India,"11,787,013","+53,419","160,726",+249,"11,229,591","+26,575","396,696","8,944","8,481",116,"236,438,861","170,117","1,389,864,267",Asia,118,"8,647",6
4,Russia,"4,483,471","+8,861","96,219",+401,"4,098,400","+10,355","288,852","2,300","30,713",659,"118,100,000","809,014","145,980,114",Europe,33,"1,517",1
5,France,"4,313,073",,"92,908",,"283,507",,"3,936,658","4,634","65,971","1,421","60,773,434","929,559","65,378,809",Europe,15,704,1
6,UK,"4,312,908","+5,605","126,382",+98,"3,729,155","+16,497","457,371",711,"63,290","1,855","118,204,895","1,734,591","68,145,669",Europe,16,539,1
7,Italy,"3,440,862","+21,267","106,339",+460,"2,773,215","+20,132","561,308","3,588","56,971","1,761","47,759,055","790,753","60,396,918",Europe,18,568,1
8,Spain,"3,241,345","+7,026","74,064",+320,"3,000,670","+7,822","166,611","1,855","69,307","1,584","41,884,958","895,590","46,767,990",Europe,14,631,1
9,Turkey,"3,091,282","+29,762","30,462",+146,"2,881,643","+17,761","179,177","1,720","36,369",358,"36,990,175","435,187","84,998,318",Asia,27,"2,790",2
10,Germany,"2,709,872","+20,667","75,911",+203,"2,445,300","+11,500","188,661","3,209","32,268",904,"47,578,793","566,555","83,979,174",Europe,31,"1,106",2
