#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"7,508,505","+53,840","276,425","+1,769","4,377,680","+34,049","2,854,400","19,336",,,,,,North America,,,
,South America,"6,544,393","+75,160","208,364","+1,702","5,168,880","+67,397","1,167,149","15,307",,,,,,South America,,,
,Asia,"7,409,280","+111,783","147,334","+1,682","5,944,660","+88,923","1,317,286","18,907",,,,,,Asia,,,
,Europe,"3,682,961","+36,362","208,957",+383,"2,111,494","+12,278","1,362,510","5,924",,,,,,Europe,,,
,Africa,"1,281,149","+7,889","30,667",+296,"1,017,753","+6,642","232,729","1,445",,,,,,Africa,,,
,Oceania,"28,953",+128,707,+15,"24,148",+238,"4,098",38,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"26,455,962","+285,162","872,469","+5,847","18,645,266","+209,527","6,938,227","60,961","3,394",111.9,,,,All,,,
1,USA,"6,334,055","+43,318","191,023","+1,059","3,571,801","+24,769","2,571,231","15,129","19,116",577,"84,776,021","255,857","331,341,050",North America,52,"1,735",4
2,Brazil,"4,046,150","+44,728","124,729",+830,"3,247,610","+37,205","673,811","8,318","19,012",586,"14,408,116","67,700","212,821,986",South America,53,"1,706",15
3,India,"3,933,124","+84,156","68,569","+1,083","3,032,916","+65,520","831,639","8,944","2,845",50,"45,509,380","32,922","1,382,345,085",Asia,351,"20,160",30
4,Russia,"1,009,995","+4,995","17,528",+114,"826,935","+5,766","165,532","2,300","6,920",120,"37,484,146","256,837","145,945,524",Europe,145,"8,326",4
5,Peru,"670,145","+6,708","29,405",+146,"489,886","+9,709","150,854","1,506","20,277",890,"3,286,526","99,440","33,050,211",South America,49,"1,124",10
6,Colombia,"641,574","+8,235","20,618",+270,"489,151","+9,583","131,805","1,493","12,586",404,"2,844,145","55,794","50,976,248",South America,79,"2,472",18
7,South Africa,"633,015","+2,420","14,563",+174,"554,887","+1,431","63,565",539,"10,650",245,"3,747,101","63,044","59,436,725",Africa,94,"4,081",16
8,Mexico,"610,957","+4,921","65,816",+575,"424,990","+3,617","120,151","3,191","4,730",510,"1,376,170","10,654","129,166,028",North America,211,"1,963",94
9,Spain,"488,513","+8,959","29,234",+40,N/A,N/A,N/A,930,"10,448",625,"9,210,337","196,979","46,757,980",Europe,96,"1,599",5
10,Argentina,"451,198","+12,026","9,361",+243,"322,461","+6,931","119,376","2,394","9,967",207,"1,324,687","29,264","45,267,449",South America,100,"4,836",34
11,Chile,"416,501","+1,762","11,422",+78,"389,409","+1,726","15,670",940,"21,756",597,"2,508,750","131,042","19,144,605",South America,46,"1,676",8
12,Iran,"380,746","+1,994","21,926",+129,"328,595","+1,794","30,225","3,702","4,523",260,"3,307,383","39,291","84,176,929",Asia,221,"3,839",25
13,UK,"340,411","+1,735","41,527",+13,N/A,N/A,N/A,80,"5,010",611,"17,619,897","259,313","67,948,282",Europe,200,"1,636",4
14,Bangladesh,"319,686","+2,158","4,383",+32,"213,980","+2,964","101,323",,"1,938",27,"1,592,038","9,650","164,972,348",Asia,516,"37,639",104
15,Saudi Arabia,"318,319",+833,"3,982",+26,"293,964","+1,454","20,373","1,495","9,119",114,"5,261,814","150,743","34,905,942",Asia,110,"8,766",7
16,France,"300,181","+7,157","30,706",+20,"87,206",+243,"182,269",464,"4,597",470,"7,500,000","114,856","65,298,930",Europe,218,"2,127",9
17,Pakistan,"297,014",+424,"6,328",+10,"281,925",+466,"8,761",585,"1,340",29,"2,684,252","12,112","221,612,785",Asia,746,"35,021",83
18,Turkey,"274,943","+1,642","6,511",+49,"248,087","+1,211","20,345","1,041","3,254",77,"7,466,087","88,361","84,495,243",Asia,307,"12,977",11
19,Italy,"272,912","+1,397","35,507",+10,"208,490",+289,"28,915",120,"4,515",587,"8,921,658","147,597","60,446,035",Europe,221,"1,702",7
20,Germany,"248,814","+1,423","9,399",+6,"223,100",,"16,315",223,"2,968",112,"12,383,035","147,714","83,830,972",Europe,337,"8,919",7
21,Iraq,"247,039","+4,755","7,275",+74,"187,757","+3,552","52,007",496,"6,119",180,"1,670,483","41,376","40,372,771",Asia,163,"5,550",24
22,Philippines,"228,403","+1,987","3,688",+65,"159,475",+880,"65,240",922,"2,080",34,"2,705,817","24,636","109,830,324",Asia,481,"29,780",41
23,Indonesia,"184,268","+3,622","7,750",+134,"132,055","+2,084","44,463",,672,28,"2,338,865","8,535","274,021,604",Asia,"1,487","35,358",117
24,Canada,"130,493",+570,"9,141",+6,"115,444",+394,"5,908",52,"3,452",242,"5,638,703","149,174","37,799,407",North America,290,"4,135",7
25,Ukraine,"128,228","+2,430","2,710",+54,"59,676",+859,"65,842",177,"2,935",62,"1,621,697","37,121","43,686,577",Europe,341,"16,121",27
26,Israel,"124,455","+2,991",985,+16,"98,645","+1,411","24,825",417,"13,531",107,"2,388,574","259,696","9,197,590",Asia,74,"9,338",4
27,Qatar,"119,420",+214,201,+2,"116,313",+202,"2,906",58,"42,531",72,"644,904","229,683","2,807,805",Asia,24,"13,969",4
28,Bolivia,"117,928",+661,"5,203",+102,"64,074","+1,950","48,651",71,"10,079",445,"246,032","21,028","11,700,207",South America,99,"2,249",48
29,Ecuador,"116,360",+903,"6,648",+29,"102,051",+184,"7,661",355,"6,578",376,"340,207","19,233","17,688,599",South America,152,"2,661",52
30,Kazakhstan,"106,032",+88,"1,588",,"97,967",+596,"6,477",221,"5,635",84,"2,434,444","129,387","18,815,231",Asia,177,"11,848",8
31,Egypt,"99,425",+145,"5,479",+18,"75,415",+789,"18,531",41,968,53,"135,000","1,315","102,659,126",Africa,"1,033","18,737",760
32,Dominican Republic,"96,629","+1,002","1,801",+36,"70,871","+1,352","23,957",199,"8,892",166,"379,929","34,963","10,866,667",North America,112,"6,034",29
33,Panama,"94,914",+830,"2,046",+16,"68,198",+711,"24,670",167,"21,939",473,"350,669","81,055","4,326,296",North America,46,"2,115",12
34,Romania,"91,256","+1,365","3,765",+44,"39,275",+574,"48,216",503,"4,749",196,"1,876,063","97,637","19,214,608",Europe,211,"5,103",10
35,Kuwait,"87,378",+900,536,+1,"78,791",+582,"8,051",93,"20,409",125,"631,482","147,497","4,281,320",Asia,49,"7,988",7
36,Oman,"86,380",+256,705,+16,"81,828",+804,"3,847",144,"16,845",137,"309,212","60,298","5,128,058",Asia,59,"7,274",17
37,Belgium,"85,911",+424,"9,898",+1,"18,490",+33,"57,523",60,"7,407",853,"2,336,975","201,490","11,598,451",Europe,135,"1,172",5
38,Sweden,"84,729",,"5,832",+5,N/A,N/A,N/A,14,"8,381",577,"1,094,856","108,292","10,110,233",Europe,119,"1,734",9
39,Guatemala,"76,358",+714,"2,804",+14,"64,399",+711,"9,155",5,"4,249",156,"252,958","14,076","17,971,382",North America,235,"6,409",71
40,Netherlands,"72,464",+601,"6,235",,N/A,N/A,N/A,43,"4,227",364,"1,455,274","84,897","17,141,544",Europe,237,"2,749",12
41,Belarus,"72,302",+161,696,+5,"71,205",+305,401,,"7,652",74,"1,554,129","164,479","9,448,772",Europe,131,"13,576",6
42,UAE,"72,154",+614,387,,"62,668",+639,"9,099",,"7,280",39,"7,324,874","739,073","9,910,892",Asia,137,"25,610",1
43,Japan,"69,599",+598,"1,319",+12,"59,524","+1,096","8,756",218,551,10,"1,536,221","12,153","126,407,422",Asia,"1,816","95,836",82
44,Poland,"69,129",+612,"2,092",+14,"48,593",+728,"18,444",81,"1,827",55,"2,777,601","73,405","37,839,255",Europe,547,"18,088",14
45,Morocco,"66,855","+1,402","1,253",+37,"51,223",+866,"14,379",193,"1,808",34,"2,001,124","54,105","36,985,624",Africa,553,"29,518",18
46,Honduras,"62,526",+757,"1,924",+36,"11,147",+717,"49,455",39,"6,296",194,"148,824","14,985","9,931,333",North America,159,"5,162",67
47,Portugal,"59,051",+418,"1,829",+2,"42,427",+194,"14,795",44,"5,794",179,"2,058,544","201,988","10,191,409",Europe,173,"5,572",5
48,Singapore,"56,908",+48,27,,"56,028",+137,853,,"9,714",5,"2,068,284","353,051","5,858,322",Asia,103,"216,975",3
49,Ethiopia,"55,213",+804,856,+10,"20,283",+380,"34,074",344,478,7,"970,591","8,408","115,434,444",Africa,"2,091","134,853",119
50,Nigeria,"54,588",+125,"1,048",+21,"42,627",+188,"10,913",7,264,5,"413,265","1,997","206,984,347",Africa,"3,792","197,504",501
51,Bahrain,"53,433",+626,190,,"50,013",+368,"3,230",39,"31,228",111,"1,140,563","666,584","1,711,057",Asia,32,"9,006",2
52,Venezuela,"48,883",,398,,"39,912",,"8,573",101,"1,720",14,"1,780,734","62,654","28,421,581",South America,581,"71,411",16
53,Algeria,"45,469",+311,"1,529",+6,"32,006",+260,"11,934",44,"1,034",35,,,"43,984,569",Africa,967,"28,767",
54,Ghana,"44,713",+55,280,+4,"43,577",+99,856,6,"1,434",9,"445,653","14,292","31,181,428",Africa,697,"111,362",70
55,Costa Rica,"44,458","+1,153",460,+7,"17,855","+1,343","26,143",161,"8,714",90,"153,884","30,161","5,102,158",North America,115,"11,092",33
56,Armenia,"44,271",+196,887,+3,"38,855",+224,"4,529",,"14,935",299,"211,281","71,277","2,964,219",Asia,67,"3,342",14
