#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"100,507,578","+22,324","1,470,411",+48,"95,276,520","+48,109","3,760,647","7,745",,,,,,North America,,,,,,
,Asia,"153,783,458","+337,071","1,429,664",+198,"146,181,182","+437,586","6,172,612","11,410",,,,,,Asia,,,,,,
,South America,"57,330,319","+17,594","1,297,531",+32,"53,329,660","+34,004","2,703,128","10,523",,,,,,South America,,,,,,
,Europe,"195,394,881","+48,704","1,836,226",+148,"183,614,628","+109,601","9,944,027","7,286",,,,,,Europe,,,,,,
,Oceania,"8,356,642","+43,572","11,801",+30,"7,816,161","+5,818","528,680",136,,,,,,Australia/Oceania,,,,,,
,Africa,"12,102,592","+3,838","254,595",+6,"11,258,291","+4,544","589,706",956,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"527,476,191","+473,103","6,300,243",+462,"497,477,148","+639,662","23,698,800","38,056","67,670",808.3,,,,All,,,,,,
1,USA,"85,004,438","+19,979","1,028,924",+22,"81,632,147","+45,898","2,343,367","2,289","254,002","3,075","1,021,971,326","3,053,760","334,659,970",North America,4,325,0,60,0.07,"7,002"
2,India,"43,137,817","+1,446","524,413",,"42,597,003",,"16,401",698,"30,691",373,"846,354,733","602,144","1,405,569,356",Asia,33,"2,680",2,1,,12
3,Brazil,"30,791,220","+11,192","665,680",+23,"29,832,019","+30,794","293,521","8,318","142,945","3,090","63,776,166","296,074","215,406,479",South America,7,324,3,52,0.1,"1,363"
4,France,"29,354,950","+16,965","147,780",,"28,542,968","+8,737","664,202","1,173","447,855","2,255","271,490,188","4,142,002","65,545,650",Europe,2,444,0,259,,"10,133"
5,Germany,"26,085,617","+3,300","138,712",+3,"24,602,500","+26,900","1,344,405",944,"309,479","1,646","122,332,384","1,451,349","84,288,720",Europe,3,608,1,39,0.04,"15,950"
6,UK,"22,238,715",,"177,977",,"21,819,211","+14,713","241,527",188,"324,378","2,596","522,526,476","7,621,676","68,557,945",Europe,3,385,0,,,"3,523"
7,Russia,"18,293,450","+4,710","378,350",+80,"17,688,903","+5,814","226,197","2,300","125,253","2,591","273,400,000","1,871,931","146,052,359",Europe,8,386,1,32,0.5,"1,549"
8,S. Korea,"17,957,697","+19,298","23,965",+54,"17,371,880","+49,012","561,852",229,"349,696",467,"15,804,065","307,758","51,352,317",Asia,3,"2,143",3,376,1,"10,941"
9,Italy,"17,247,552","+17,744","165,952",+34,"16,231,004","+24,528","850,596",292,"286,056","2,752","219,432,092","3,639,349","60,294,330",Europe,3,363,0,294,0.6,"14,107"
10,Turkey,"15,062,281",+905,"98,926",+5,"14,959,906","+1,019","3,449",975,"175,043","1,150","161,541,275","1,877,316","86,049,076",Asia,6,870,1,11,0.06,40
11,Spain,"12,238,073",,"105,947",,"11,620,275",,"511,851",339,"261,559","2,264","471,036,328","10,067,267","46,788,898",Europe,4,442,0,,,"10,940"
