#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"117,363,986","+30,602","1,548,236",+282,"112,667,271","+39,974","3,148,479","7,890",,,,,,North America,,,,,,
,Asia,"192,203,518","+144,246","1,484,678",+247,"186,139,124","+98,333","4,579,716","9,520",,,,,,Asia,,,,,,
,Europe,"232,195,020","+153,944","1,932,208",+519,"224,546,607","+257,797","5,716,205","9,929",,,,,,Europe,,,,,,
,South America,"64,295,007","+14,415","1,331,748",+106,"62,635,471","+42,288","327,788","10,145",,,,,,South America,,,,,,
,Oceania,"12,515,771","+1,211","21,355",+3,"12,313,883",+8,"180,533",93,,,,,,Australia/Oceania,,,,,,
,Africa,"12,661,689",+601,"257,749",,"11,998,451",+89,"405,489","1,000",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"631,235,712","+345,019","6,575,989","+1,157","610,301,513","+438,489","14,358,210","38,577","80,982",843.6,,,,All,,,,,,
1,USA,"98,983,952","+29,693","1,091,974",+280,"96,331,381","+36,713","1,560,597","2,706","295,646","3,262","1,124,902,627","3,359,871","334,805,269",North America,3,307,0,89,0.8,"4,661"
2,India,"44,635,916","+1,540","528,923",,"44,079,485",,"27,508",698,"31,732",376,"898,926,887","639,063","1,406,631,776",Asia,32,"2,659",2,1,,20
3,France,"36,418,725","+63,031","156,187",+106,"35,186,869","+51,265","1,075,669",869,"555,295","2,381","271,490,188","4,139,547","65,584,518",Europe,2,420,0,961,2,"16,401"
4,Germany,"34,888,963",,"151,877",,"33,103,000","+85,200","1,634,086","1,406","415,921","1,811","122,332,384","1,458,359","83,883,596",Europe,2,552,1,,,"19,480"
5,Brazil,"34,813,678","+8,610","687,478",+102,"33,993,798","+40,365","132,402","8,318","161,658","3,192","63,776,166","296,146","215,353,593",South America,6,313,3,40,0.5,615
6,S. Korea,"25,194,177","+29,482","28,899",+43,"24,767,158","+26,908","398,120",243,"490,828",563,"15,804,065","307,892","51,329,899",Asia,2,"1,776",3,574,0.8,"7,756"
7,UK,"23,798,793",,"191,681",,"23,436,146","+7,428","170,966",146,"347,438","2,798","522,526,476","7,628,357","68,497,907",Europe,3,357,0,,,"2,496"
8,Italy,"23,214,073","+41,703","178,275",+81,"22,493,006","+42,037","542,792",251,"385,214","2,958","250,719,336","4,160,435","60,262,770",Europe,3,338,0,692,1,"9,007"
9,Japan,"21,858,528","+43,555","46,014",+68,"20,455,816",+922,"1,356,698",125,"174,054",366,"76,367,315","608,093","125,584,838",Asia,6,"2,729",2,347,0.5,"10,803"
10,Russia,"21,335,087","+10,656","389,176",+92,"20,659,469","+20,859","286,442","2,300","146,325","2,669","273,400,000","1,875,095","145,805,947",Europe,7,375,1,73,0.6,"1,965"
11,Turkey,"16,919,638",,"101,203",,"16,815,132","+3,303","3,303",,"197,747","1,183","162,743,369","1,902,052","85,561,976",Asia,5,845,1,,,39
12,Spain,"13,462,593",,"114,641",,"13,257,857",,"90,095",339,"288,160","2,454","471,036,328","10,082,298","46,719,142",Europe,3,408,0,,,"1,928"
13,Vietnam,"11,495,231","+1,336","43,159",+1,"10,599,925",+365,"852,147",54,"116,168",436,"85,826,548","867,342","98,953,541",Asia,9,"2,293",1,14,0.01,"8,612"
14,Australia,"10,312,818","+1,206","15,490",+3,"10,216,900",,"80,428",38,"395,600",594,"78,835,048","3,024,116","26,068,792",Australia/Oceania,3,"1,683",0,46,0.1,"3,085"
15,Argentina,"9,715,464",,"129,970",,"9,578,869",+419,"6,625",259,"211,159","2,825","35,716,069","776,264","46,010,234",South America,5,354,1,,,144
16,Netherlands,"8,487,703",,"22,747",,"8,384,878",,"80,078",53,"493,143","1,322","21,107,399","1,226,358","17,211,447",Europe,2,757,1,,,"4,653"
17,Iran,"7,555,355",+345,"144,531",+4,"7,329,728",+188,"81,096",134,"87,830","1,680","54,095,556","628,851","86,022,837",Asia,11,595,2,4,0.05,943
18,Taiwan,"7,302,188","+44,628","12,036",+42,"6,405,901","+44,801","884,251",,"305,677",504,"27,192,055","1,138,286","23,888,595",Asia,3,"1,985",1,"1,868",2,"37,016"
19,Mexico,"7,103,339",,"330,279",,"6,376,489",,"396,571","4,798","53,992","2,510","18,523,417","140,795","131,562,772",North America,19,398,7,,,"3,014"
20,Indonesia,"6,462,655","+2,390","158,361",+16,"6,285,790","+1,408","18,504","2,771","23,152",567,"109,807,776","393,387","279,134,505",Asia,43,"1,763",3,9,0.06,66
21,Poland,"6,330,904","+1,613","117,973",+42,"5,335,940",,"876,991","3,650","167,751","3,126","37,552,610","995,040","37,739,785",Europe,6,320,1,43,1,"23,238"
22,Colombia,"6,308,558",,"141,820",,"6,136,591",,"30,147",342,"122,466","2,753","36,654,229","711,556","51,512,762",South America,8,363,1,,,585
23,Portugal,"5,509,424",,"25,125",,"5,439,840","+4,301","44,459",61,"543,305","2,478","45,059,939","4,443,531","10,140,570",Europe,2,404,0,,,"4,384"
24,Austria,"5,369,885","+13,048","20,953",+1,"5,233,582","+11,673","115,350",47,"592,264","2,311","199,308,530","21,982,453","9,066,710",Europe,2,433,0,"1,439",0.1,"12,722"
25,Ukraine,"5,177,217",,"109,206",,"5,068,011",,0,,"119,865","2,528","19,521,252","451,963","43,192,122",Europe,8,396,2,,,
26,Greece,"5,026,494",,"33,313",,"4,971,140","+7,347","22,041",115,"487,222","3,229","95,536,498","9,260,430","10,316,637",Europe,2,310,0,,,"2,136"
27,Malaysia,"4,872,570","+2,295","36,429",+3,"4,811,810","+1,386","24,331",44,"146,848","1,098","65,071,736","1,961,110","33,181,072",Asia,7,911,1,69,0.09,733
28,DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679",Asia,5,"351,225",,,,
29,Chile,"4,690,513","+5,743","61,459",+4,"4,614,151",,"14,903",88,"243,661","3,193","45,730,394","2,375,581","19,250,195",South America,4,313,0,298,0.2,774
30,Thailand,"4,687,281",,"32,882",,"4,649,509",,"4,890","1,496","66,886",469,"17,270,775","246,450","70,078,203",Asia,15,"2,131",4,,,70
31,Israel,"4,674,578",+513,"11,728",,"4,657,083",+385,"5,767",90,"501,241","1,258","41,373,364","4,436,346","9,326,000",Asia,2,795,0,55,,618
32,Belgium,"4,594,338",,"32,810",,"4,482,995",,"78,533",73,"393,746","2,812","35,824,675","3,070,262","11,668,278",Europe,3,356,0,,,"6,730"
33,Canada,"4,293,273",,"45,689",,"4,180,352","+2,475","67,232",99,"111,838","1,190","65,412,557","1,703,966","38,388,419",North America,9,840,1,,,"1,751"
34,Switzerland,"4,181,255",,"14,211",,"4,050,935",,"116,109",64,"476,570","1,620","22,569,375","2,572,408","8,773,637",Europe,2,617,0,,,"13,234"
35,Peru,"4,151,044",,"216,877",,"3,930,945",+964,"3,222",95,"123,234","6,439","35,494,385","1,053,740","33,684,208",South America,8,155,1,,,96
