#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"127,895,389","+2,218","1,643,995",+3,"123,540,160","+4,857","2,711,234","6,392",,,,,,North America,,,,,,
,Asia,"220,579,859",+154,"1,549,071",+2,"204,018,316","+49,965","15,012,472","15,151",,,,,,Asia,,,,,,
,Europe,"249,852,491",+57,"2,069,966",+1,"245,974,341","+1,362","1,808,184","5,441",,,,,,Europe,,,,,,
,South America,"68,962,314",,"1,360,135",,"66,515,298",,"1,086,881","10,076",,,,,,South America,,,,,,
,Oceania,"14,626,431",,"30,222",,"14,491,433",,"104,776",49,,,,,,Australia/Oceania,,,,,,
,Africa,"12,836,873",,"258,825",,"12,088,210",,"489,838",547,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"694,754,078","+2,429","6,912,229",+6,"666,628,464","+56,176","21,213,385","37,656","89,130",886.8,,,,All,,,,,,
1,USA,"108,176,483","+2,218","1,174,149",+3,"105,995,247","+4,566","1,007,087","1,226","323,103","3,507","1,186,008,955","3,542,384","334,805,269",North America,3,285,0,7,0.01,"3,008"
2,India,"44,997,326",,"531,930",,"44,464,793",,603,N/A,"31,989",378,"930,797,975","661,721","1,406,631,776",Asia,31,"2,644",2,,,0.4
3,France,"40,138,560",,"167,642",,"39,970,918",,0,869,"612,013","2,556","271,490,188","4,139,547","65,584,518",Europe,2,391,0,,,
4,Germany,"38,428,685",,"174,352",,"38,240,600",,"13,733",N/A,"458,119","2,078","122,332,384","1,458,359","83,883,596",Europe,2,481,1,,,164
5,Brazil,"37,771,706",,"705,313",,"36,249,161",,"817,232",N/A,"175,394","3,275","63,776,166","296,146","215,353,593",South America,6,305,3,,,"3,795"
6,S. Korea,"34,436,586",,"35,812",,"33,995,431","+49,854","405,343",238,"670,887",698,"15,804,065","307,892","51,329,899",Asia,1,"1,433",3,,,"7,897"
7,Japan,"33,803,572",,"74,694",,N/A,N/A,N/A,83,"269,169",595,"100,414,883","799,578","125,584,838",Asia,4,"1,681",1,,,"95,582"
8,Italy,"25,955,703",,"191,276",,"25,639,992",,"124,435",19,"430,709","3,174","274,852,965","4,560,908","60,262,770",Europe,2,315,0,,,"2,065"
9,UK,"24,671,491",,"228,707",,"24,434,622","+1,148","8,162",N/A,"360,179","3,339","522,526,476","7,628,357","68,497,907",Europe,3,300,0,,,119
10,Russia,"22,989,632",,"399,983",,"22,443,780",,"145,869",N/A,"157,673","2,743","273,400,000","1,875,095","145,805,947",Europe,6,365,1,,,"1,000"
11,Turkey,"17,232,066",,"102,174",,N/A,N/A,N/A,,"201,399","1,194","162,743,369","1,902,052","85,561,976",Asia,5,837,1,,,"4,024"
12,Spain,"13,914,811",,"121,760",,"13,762,417",,"30,634",231,"297,840","2,606","471,036,328","10,082,298","46,719,142",Europe,3,384,0,,,656
13,Australia,"11,753,452",,"22,646",,"11,725,595",,"5,211",21,"450,863",869,"81,916,639","3,142,326","26,068,792",Australia/Oceania,2,"1,151",0,,,200
14,Vietnam,"11,622,943",+19,"43,206",,"10,640,558",+3,"939,179",1,"117,459",437,"85,826,548","867,342","98,953,541",Asia,9,"2,290",1,0.2,,"9,491"
15,Taiwan,"10,241,520",,"19,005",,"10,222,515",,0,,"428,720",796,"30,742,304","1,286,903","23,888,595",Asia,2,"1,257",1,,,
16,Argentina,"10,064,948",,"130,576",,"9,931,163",,"3,209",363,"218,755","2,838","35,716,069","776,264","46,010,234",South America,5,352,1,,,70
17,Netherlands,"8,610,372",,"22,992",,"8,587,380",,0,53,"500,270","1,336","25,984,435","1,509,718","17,211,447",Europe,2,749,1,,,
18,Mexico,"7,633,355",,"334,336",,"6,885,378",,"413,641",N/A,"58,021","2,541","20,013,810","152,124","131,562,772",North America,17,394,7,,,"3,144"
19,Iran,"7,613,532",,"146,321",,"7,374,684",,"92,527",18,"88,506","1,701","56,934,517","661,854","86,022,837",Asia,11,588,2,,,"1,076"
20,Indonesia,"6,813,095",,"161,916",,"6,646,293",,"4,886",N/A,"24,408",580,"114,158,919","408,975","279,134,505",Asia,41,"1,724",2,,,18
