#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"110,136,332","+110,416","1,503,609",+386,"102,825,248","+101,911","5,807,475","15,019",,,,,,North America,,,,,,
,Asia,"168,326,622","+399,821","1,446,806",+355,"160,515,060","+231,270","6,364,756","12,188",,,,,,Asia,,,,,,
,South America,"62,027,995","+62,497","1,314,827",+355,"59,075,028","+62,564","1,638,140","10,547",,,,,,South America,,,,,,
,Europe,"215,004,697","+174,515","1,875,306",+470,"204,497,875","+376,337","8,631,516","8,152",,,,,,Europe,,,,,,
,Oceania,"11,221,619","+55,295","16,303",+163,"10,659,825","+10,616","545,491",203,,,,,,Australia/Oceania,,,,,,
,Africa,"12,521,748","+8,354","256,859",+36,"11,699,369","+5,011","565,520",983,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"579,239,734","+810,898","6,413,725","+1,765","549,273,111","+787,709","23,552,898","47,092","74,311",822.8,,,,All,,,,,,
1,USA,"92,874,150","+81,879","1,054,264",+233,"87,868,721","+74,046","3,951,165","9,705",,,"1,067,251,756",,,North America,,,,,,
2,India,"43,976,311","+16,990","526,211",,"43,286,787",,"163,313",698,"31,232",374,"874,008,037","620,722","1,408,051,056",Asia,32,"2,676",2,12,,116
3,Brazil,"33,752,376","+45,307","678,147",+276,"32,238,057","+47,696","836,172","8,318","156,491","3,144","63,776,166","295,694","215,682,653",South America,6,318,3,210,1,"3,877"
4,France,"33,741,251","+51,594","151,894",+112,"31,963,822","+140,894","1,625,535",869,"514,568","2,316","271,490,188","4,140,336","65,572,014",Europe,2,432,0,787,2,"24,790"
5,Germany,"30,702,511",,"143,702",,"28,737,700",,"1,821,109","1,587","364,043","1,704","122,332,384","1,450,508","84,337,635",Europe,3,587,1,,,"21,593"
6,UK,"23,304,479",,"183,953",,"22,613,397","+46,809","507,129",146,"339,601","2,681","522,526,476","7,614,441","68,623,092",Europe,3,373,0,,,"7,390"
