#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"2,277,841","+23,974","135,530",+759,"923,989","+10,620","1,218,322","19,340",,,,,,North America,,,
,South America,"1,146,470","+32,720","50,222","+1,465","531,364","+5,504","564,884","11,783",,,,,,South America,,,
,Europe,"2,094,324","+14,830","178,943",+360,"1,082,128","+8,531","833,253","7,180",,,,,,Europe,,,
,Asia,"1,361,249","+34,820","35,025",+658,"822,296","+19,155","503,928","14,885",,,,,,Asia,,,
,Africa,"192,118","+6,122","5,215",+133,"84,919","+1,487","101,984",469,,,,,,Africa,,,
,Oceania,"8,870",+5,124,,"8,289",+14,457,3,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"7,081,593","+112,471","405,074","+3,375","3,453,636","+45,311","3,222,883","53,664",909,52.0,,,,All,,,
1,USA,"2,007,232","+18,688","112,469",+373,"758,512","+6,817","1,136,251","16,915","6,066",340,"21,185,550","64,029","330,875,237",North America,165,"2,942",16
2,Brazil,"691,962","+18,375","36,499",+542,"302,084",,"353,379","8,318","3,257",172,"999,836","4,706","212,459,250",South America,307,"5,821",212
3,Russia,"467,673","+8,984","5,859",+134,"226,731","+5,343","235,083","2,300","3,205",40,"12,721,549","87,175","145,930,530",Europe,312,"24,907",11
4,Spain,"288,630",+240,"27,136",+1,N/A,N/A,N/A,617,"6,173",580,"4,063,843","86,920","46,753,640",Europe,162,"1,723",12
5,UK,"286,194","+1,326","40,542",+77,N/A,N/A,N/A,604,"4,217",597,"5,581,073","82,241","67,862,715",Europe,237,"1,674",12
6,India,"257,506","+10,884","7,207",+261,"123,848","+5,153","126,451","8,944",187,5,"4,666,386","3,384","1,379,085,538",Asia,"5,356","191,354",296
7,Italy,"234,998",+197,"33,899",+53,"165,837",+759,"35,262",287,"3,886",561,"4,236,535","70,063","60,467,327",Europe,257,"1,784",14
8,Peru,"196,515","+4,757","5,465",+164,"86,219","+3,488","104,831","1,062","5,966",166,"1,191,956","36,186","32,939,749",South America,168,"6,027",28
9,Germany,"185,869",+173,"8,776",+7,"169,100",+200,"7,993",568,"2,219",105,"4,348,880","51,917","83,766,726",Europe,451,"9,545",19
10,Iran,"171,789","+2,364","8,281",+72,"134,349","+2,311","29,159","2,596","2,047",99,"1,084,857","12,928","83,918,450",Asia,488,"10,134",77
11,Turkey,"170,132",+914,"4,692",+23,"137,969","+2,647","27,471",613,"2,019",56,"2,338,593","27,749","84,277,161",Asia,495,"17,962",36
12,France,"153,977",+343,"29,155",+13,"70,842",+36,"53,980","1,053","2,359",447,"1,384,633","21,216","65,264,303",Europe,424,"2,239",47
13,Chile,"134,150","+6,405","2,190",+649,"95,631",,"36,329","1,558","7,022",115,"708,773","37,098","19,105,196",South America,142,"8,724",27
14,Mexico,"113,619","+3,593","13,511",+341,"81,544","+2,954","18,564",378,882,105,"332,326","2,579","128,840,531",North America,"1,134","9,536",388
