#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"118,064,865","+5,893","1,555,318",+31,"113,542,815","+9,797","2,966,732","7,856",,,,,,North America,,,,,,
,Asia,"194,542,101","+162,812","1,490,426",+277,"187,752,463","+103,222","5,299,212","9,368",,,,,,Asia,,,,,,
,Europe,"235,075,693","+40,522","1,946,325",+110,"228,435,520","+109,748","4,693,848","7,700",,,,,,Europe,,,,,,
,South America,"64,487,671","+9,043","1,333,279",+53,"62,827,542","+8,409","326,850","10,109",,,,,,South America,,,,,,
,Oceania,"12,658,014","+1,892","21,707",+10,"12,491,743",,"144,564",94,,,,,,Australia/Oceania,,,,,,
,Africa,"12,679,651",+293,"257,934",,"12,006,912",+243,"414,805",899,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"637,508,716","+220,455","6,605,004",+481,"617,057,701","+231,419","13,846,011","36,026","81,786",847.4,,,,All,,,,,,
1,USA,"99,607,838","+5,360","1,098,065",+27,"97,139,434","+6,544","1,370,339","2,672","297,113","3,275","1,130,955,785","3,373,450","335,251,946",North America,3,305,0,16,0.08,"4,087"
2,India,"44,660,108",+661,"530,486",,"44,113,761",,"15,861",698,"31,634",376,"901,414,928","638,507","1,411,755,086",Asia,32,"2,661",2,0.5,,11
3,France,"36,946,904","+26,840","157,277",,"36,101,330","+41,895","688,297",869,"563,117","2,397","271,490,188","4,137,853","65,611,363",Europe,2,417,0,409,,"10,491"
4,Germany,"35,823,771",,"154,535",,"34,368,800","+28,100","1,300,436","1,406","424,399","1,831","122,332,384","1,449,253","84,410,641",Europe,2,546,1,,,"15,406"
5,Brazil,"34,890,243",,"688,384",,"34,067,695",,"134,164","8,318","161,458","3,186","63,776,166","295,130","216,094,853",South America,6,314,3,,,621
6,S. Korea,"25,801,564","+40,863","29,354",+39,"25,135,380","+33,155","636,830",314,"502,246",571,"15,804,065","307,637","51,372,383",Asia,2,"1,750",3,795,0.8,"12,396"
7,UK,"23,930,041",,"194,704",,"23,574,434",,"160,903",146,"348,224","2,833","522,526,476","7,603,667","68,720,327",Europe,3,353,0,,,"2,341"
8,Italy,"23,642,011",,"179,436",,"23,037,464",,"425,111",238,"392,373","2,978","253,427,252","4,205,988","60,253,923",Europe,3,336,0,,,"7,055"
9,Japan,"22,608,547","+74,170","46,981",+72,"20,517,384","+7,642","2,044,182",162,"180,046",374,"78,036,837","621,455","125,571,177",Asia,6,"2,673",2,591,0.6,"16,279"
10,Russia,"21,459,284","+5,617","390,526",+67,"20,849,598","+7,819","219,160","2,300","146,900","2,673","273,400,000","1,871,567","146,080,815",Europe,7,374,1,38,0.5,"1,500"
