#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"28,744,864","+207,871","604,865","+5,654","17,868,221","+147,044","10,271,778","35,408",,,,,,North America,,,
,Asia,"22,353,040","+75,888","361,379","+1,243","20,773,510","+78,083","1,218,151","24,143",,,,,,Asia,,,
,South America,"15,022,038","+98,114","396,357","+2,140","13,254,396","+48,919","1,371,285","19,166",,,,,,South America,,,
,Europe,"28,482,421","+230,265","651,204","+5,853","15,678,687","+143,953","12,152,530","29,981",,,,,,Europe,,,
,Africa,"3,379,207","+26,384","82,843",+961,"2,820,995","+36,614","475,369","2,586",,,,,,Africa,,,
,Oceania,"49,800",+22,"1,073",,"33,868",+12,"14,859",13,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"98,032,091","+638,544","2,097,736","+15,851","70,430,383","+454,625","25,503,972","111,297","12,577",269.1,,,,All,,,
1,USA,"25,178,173","+177,009","419,792","+3,879","15,094,107","+125,202","9,664,274","27,650","75,818","1,264","293,479,882","883,743","332,087,410",North America,13,791,1
2,India,"10,625,420","+13,701","153,053",+147,"10,281,391","+16,228","190,976","8,944","7,658",110,"189,347,782","136,460","1,387,567,768",Asia,131,"9,066",7
3,Brazil,"8,699,814","+59,946","214,228","+1,335","7,580,741","+16,119","904,845","8,318","40,767","1,004","28,600,000","134,019","213,403,188",South America,25,996,7
4,Russia,"3,655,839","+21,887","67,832",+612,"3,054,218","+26,902","533,789","2,300","25,045",465,"98,000,000","671,373","145,969,549",Europe,40,"2,152",1
5,UK,"3,543,646","+37,892","94,580","+1,290","1,586,707","+15,188","1,862,359","3,953","52,047","1,389","66,546,047","977,391","68,085,383",Europe,19,720,1
6,France,"2,987,965","+22,848","71,998",+346,"214,538","+1,296","2,701,429","2,876","45,719","1,102","40,885,502","625,597","65,354,413",Europe,22,908,2
7,Spain,"2,560,587","+44,357","55,041",+404,N/A,N/A,N/A,"3,734","54,754","1,177","30,165,217","645,039","46,764,933",Europe,18,850,2
8,Italy,"2,428,221","+14,078","84,202",+521,"1,827,451","+20,519","516,568","2,418","40,194","1,394","30,166,765","499,351","60,411,919",Europe,25,717,2
9,Turkey,"2,412,505","+6,289","24,640",+153,"2,290,032","+6,113","97,833","2,074","28,434",290,"28,032,559","330,399","84,844,669",Asia,35,"3,443",3
10,Germany,"2,108,895","+18,700","51,151",+855,"1,762,200","+20,500","295,544","4,787","25,126",609,"37,449,922","446,183","83,933,910",Europe,40,"1,641",2
11,Colombia,"1,972,345","+15,366","50,187",+395,"1,801,134","+14,964","121,024","3,482","38,534",981,"9,419,927","184,037","51,185,060",South America,26,"1,020",5
12,Argentina,"1,843,077","+11,396","46,355",+139,"1,625,755","+11,982","170,967","3,616","40,572","1,020","5,751,173","126,602","45,427,065",South America,25,980,8
13,Mexico,"1,688,944","+20,548","144,371","+1,539","1,264,780","+12,998","279,793","5,652","13,023","1,113","4,244,955","32,732","129,687,564",North America,77,898,31
14,Poland,"1,457,755","+7,152","34,561",+419,"1,215,732","+8,373","207,462","1,597","38,541",914,"8,238,988","217,828","37,823,348",Europe,26,"1,094",5
15,South Africa,"1,380,807","+11,381","39,501",+647,"1,183,443","+23,031","157,863",546,"23,120",661,"7,820,613","130,944","59,724,777",Africa,43,"1,512",8
16,Iran,"1,354,520","+6,204","57,150",+93,"1,144,549","+6,737","152,821","4,168","16,013",676,"8,634,553","102,074","84,591,083",Asia,62,"1,480",10
17,Ukraine,"1,177,621","+5,583","21,499",+241,"914,730","+13,981","241,392",177,"27,018",493,"6,009,914","137,887","43,585,890",Europe,37,"2,027",7
18,Peru,"1,078,675",,"39,157",,"993,509",,"46,009","1,711","32,464","1,178","5,958,860","179,337","33,227,201",South America,31,849,6
19,Indonesia,"951,651","+11,703","27,203",+346,"772,790","+9,087","151,658",,"3,459",99,"8,560,220","31,113","275,135,188",Asia,289,"10,114",32
20,Netherlands,"932,884","+5,774","13,337",+89,N/A,N/A,N/A,677,"54,376",777,"6,352,647","370,285","17,156,108",Europe,18,"1,286",3
21,Czechia,"917,359","+8,162","14,973",+65,"782,558",+338,"119,828","1,095","85,574","1,397","5,654,197","527,438","10,720,111",Europe,12,716,2
22,Canada,"730,208","+4,713","18,591",+129,"644,312","+5,692","67,305",868,"19,253",490,"16,778,780","442,400","37,926,753",North America,52,"2,040",2
23,Romania,"703,776","+2,878","17,554",+69,"641,288","+5,417","44,934","1,005","36,721",916,"5,244,752","273,657","19,165,439",Europe,27,"1,092",4
24,Chile,"685,107","+4,367","17,702",+108,"642,004","+2,913","25,401","1,007","35,668",922,"7,465,412","388,667","19,207,749",South America,28,"1,085",3
25,Belgium,"684,256","+3,006","20,572",+18,"47,515",,"616,169",336,"58,897","1,771","7,720,287","664,520","11,617,838",Europe,17,565,2
26,Iraq,"611,407",+809,"12,977",+9,"576,725","+1,805","21,705",139,"15,014",319,"5,267,174","129,347","40,721,332",Asia,67,"3,138",8
27,Portugal,"595,149","+13,544","9,686",+221,"434,237","+5,873","151,226",702,"58,463",951,"6,569,301","645,314","10,180,006",Europe,17,"1,051",2
28,Israel,"582,869","+7,027","4,245",+64,"497,578","+9,189","81,046","1,163","63,372",462,"9,843,379","1,070,213","9,197,590",Asia,16,"2,167",1
29,Sweden,"542,952",,"10,921",+29,N/A,N/A,N/A,327,"53,575","1,078","4,916,367","485,114","10,134,451",Europe,19,928,2
30,Bangladesh,"530,271",+584,"7,966",+16,"475,074",+602,"47,231",,"3,202",48,"3,515,428","21,228","165,603,958",Asia,312,"20,789",47
31,Pakistan,"527,146","+2,363","11,157",+54,"480,696","+2,179","35,293","2,324","2,361",50,"7,525,432","33,706","223,267,885",Asia,424,"20,011",30
32,Philippines,"507,717","+1,783","10,116",+74,"467,475",+500,"30,126",727,"4,599",92,"7,442,227","67,416","110,392,262",Asia,217,"10,913",15
33,Switzerland,"507,123","+2,205","8,971",+47,"317,600",,"180,552",310,"58,357","1,032","4,109,047","472,850","8,689,962",Europe,17,969,2
34,Morocco,"463,706","+1,164","8,076",+33,"439,301","+1,346","16,329",468,"12,481",217,"5,245,083","141,171","37,154,121",Africa,80,"4,601",7
35,Austria,"399,798","+1,702","7,288",+51,"376,360","+1,536","16,150",340,"44,249",807,"4,130,769","457,190","9,035,120",Europe,23,"1,240",2
36,Serbia,"379,093","+1,648","3,830",+20,"31,536",,"343,727",166,"43,486",439,"2,516,876","288,712","8,717,586",Europe,23,"2,276",3
37,Saudi Arabia,"365,775",+212,"6,342",+4,"357,337",+160,"2,096",326,"10,417",181,"11,875,017","338,175","35,114,955",Asia,96,"5,537",3
38,Hungary,"355,662","+1,410","11,713",+98,"235,276","+2,044","108,673",286,"36,869","1,214","3,000,325","311,025","9,646,573",Europe,27,824,3
39,Japan,"345,221","+5,447","4,743",+96,"273,187","+8,200","67,291","1,014","2,734",38,"6,145,209","48,671","126,258,920",Asia,366,"26,620",21
40,Jordan,"318,181",+776,"4,198",+11,"304,200","+1,092","9,783",151,"31,013",409,"3,659,959","356,735","10,259,596",Asia,32,"2,444",3
41,Panama,"303,777",,"4,912",,"246,452",,"52,413",241,"69,794","1,129","1,563,685","359,263","4,352,482",North America,14,886,3
42,Lebanon,"269,241","+4,594","2,151",+67,"158,822","+1,620","108,268",864,"39,546",316,"2,446,303","359,314","6,808,258",Asia,25,"3,165",3
43,Nepal,"268,646",+336,"1,979",+4,"262,868",+226,"3,799",,"9,129",67,"2,031,756","69,043","29,427,346",Asia,110,"14,870",14
44,UAE,"267,258","+3,529",766,+4,"239,322","+3,901","27,170",,"26,841",77,"24,033,072","2,413,706","9,956,918",Asia,37,"12,999",0
45,Georgia,"251,071","+1,137","2,998",+11,"238,101","+1,179","9,972",,"63,006",752,"2,055,721","515,882","3,984,868",Asia,16,"1,329",2
46,Ecuador,"236,189","+1,874","14,526",+89,"199,332",,"22,331",489,"13,275",816,"832,522","46,792","17,791,869",South America,75,"1,225",21
47,Belarus,"232,298","+1,804","1,619",+9,"216,744","+2,378","13,935",,"24,588",171,"4,311,968","456,410","9,447,579",Europe,41,"5,835",2
48,Slovakia,"231,242","+2,464","3,801",+64,"181,129","+4,265","46,312",574,"42,343",696,"1,647,390","301,658","5,461,125",Europe,24,"1,437",3
49,Azerbaijan,"228,246",+218,"3,053",+9,"218,387",+770,"6,806",,"22,399",300,"2,341,807","229,811","10,190,149",Asia,45,"3,338",4
50,Croatia,"227,326",+776,"4,738",+27,"219,082",+724,"3,506",136,"55,567","1,158","1,139,956","278,648","4,091,018",Europe,18,863,4
51,Bulgaria,"213,864",+455,"8,741",+90,"177,354","+2,256","27,769",297,"30,910","1,263","1,301,250","188,070","6,918,982",Europe,32,792,5
52,Dominican Republic,"199,672","+1,549","2,482",+12,"146,020",+339,"51,170",329,"18,304",228,"981,506","89,976","10,908,544",North America,55,"4,395",11
53,Bolivia,"193,745","+2,655","9,764",+42,"146,578","+1,041","37,403",71,"16,473",830,"497,904","42,333","11,761,561",South America,61,"1,205",24
