#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"116,386,070","+29,814","1,539,376",+211,"111,201,859","+109,930","3,644,835","8,174",,,,,,North America,,,,,,
,Asia,"189,675,196","+141,166","1,479,681",+315,"183,807,948","+86,081","4,387,567","10,903",,,,,,Asia,,,,,,
,Europe,"227,032,377","+160,682","1,919,770",+277,"220,566,407","+161,816","4,546,200","9,312",,,,,,Europe,,,,,,
,South America,"64,091,568","+14,056","1,329,459",+99,"62,348,946","+2,797","413,163","10,268",,,,,,South America,,,,,,
,Oceania,"12,364,071","+1,669","20,734",+25,"12,199,232",+12,"144,105",104,,,,,,Australia/Oceania,,,,,,
,Africa,"12,647,312","+2,085","257,630",+25,"11,988,222",+660,"401,460","1,016",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"622,197,315","+349,472","6,546,665",+952,"602,113,320","+361,296","13,537,330","39,777","79,822",839.9,,,,All,,,,,,
1,USA,"98,164,133","+28,745","1,084,250",+194,"94,962,112","+104,406","2,117,771","2,970","292,970","3,236","1,118,158,870","3,337,141","335,064,920",North America,3,309,0,86,0.6,"6,320"
2,India,"44,585,456","+2,096","528,611",,"44,013,999",,"42,846",698,"31,612",375,"894,416,853","634,165","1,410,384,595",Asia,32,"2,668",2,1,,30
3,France,"35,342,950","+51,366","155,078",+33,"34,527,148","+19,042","660,724",869,"538,791","2,364","271,490,188","4,138,772","65,596,804",Europe,2,423,0,783,0.5,"10,073"
4,Brazil,"34,706,757","+9,894","686,027",+49,"33,838,636",,"182,094","8,318","160,722","3,177","63,776,166","295,339","215,942,339",South America,6,315,3,46,0.2,843
5,Germany,"33,216,006",,"149,808",,"32,284,200","+32,300","781,998","1,406","393,631","1,775","122,332,384","1,449,717","84,383,629",Europe,3,563,1,,,"9,267"
6,S. Korea,"24,740,635","+30,846","28,364",+46,"23,976,569","+28,168","735,702",363,"481,636",552,"15,804,065","307,664","51,367,937",Asia,2,"1,811",3,600,0.9,"14,322"
7,UK,"23,621,952",,"189,919",,"23,344,215","+4,230","87,818",146,"343,920","2,765","522,526,476","7,607,650","68,684,350",Europe,3,362,0,,,"1,279"
8,Italy,"22,432,803","+37,521","177,054",+30,"21,779,604","+20,719","476,145",141,"372,249","2,938","246,636,495","4,092,677","60,262,876",Europe,3,340,0,623,0.5,"7,901"
9,Japan,"21,229,216","+42,173","44,678",+127,"20,380,089",,"804,449",204,"169,009",356,"76,201,407","606,650","125,610,145",Asia,6,"2,811",2,336,1,"6,404"
10,Russia,"20,948,470","+38,739","387,163",+109,"19,979,763","+57,937","581,544","2,300","143,409","2,650","273,400,000","1,871,648","146,074,510",Europe,7,377,1,265,0.7,"3,981"
11,Turkey,"16,873,793",,"101,139",,"16,751,243","+3,211","21,411",975,"195,364","1,171","162,743,369","1,884,231","86,371,243",Asia,5,854,1,,,248
12,Spain,"13,412,263",,"114,084",,"13,218,892",,"79,287",339,"286,616","2,438","471,036,328","10,065,888","46,795,308",Europe,3,410,0,,,"1,694"
13,Vietnam,"11,477,886",+978,"43,148",+1,"10,590,917","+1,100","843,821",106,"115,588",435,"85,826,548","864,319","99,299,608",Asia,9,"2,301",1,10,0.01,"8,498"
14,Australia,"10,209,239","+1,652","14,984",+21,"10,133,494",,"60,761",49,"390,225",573,"78,835,048","3,013,294","26,162,418",Australia/Oceania,3,"1,746",0,63,0.8,"2,322"
15,Argentina,"9,708,420",,"129,897",,"9,562,220","+1,128","16,303",294,"210,483","2,816","35,716,069","774,342","46,124,394",South America,5,355,1,,,353
16,Netherlands,"8,422,336",,"22,643",,"8,361,178",+777,"38,515",35,"489,110","1,315","21,107,399","1,225,768","17,219,734",Europe,2,760,1,,,"2,237"
17,Iran,"7,548,320",+352,"144,421",+5,"7,325,370",+311,"78,529",157,"87,364","1,672","54,095,556","626,103","86,400,437",Asia,11,598,2,4,0.06,909
18,Mexico,"7,084,488",,"330,065",,"6,353,953",,"400,470","4,798","53,684","2,501","18,393,211","139,378","131,966,047",North America,19,400,7,,,"3,035"
19,Indonesia,"6,429,767","+2,003","158,093",+17,"6,253,317","+2,814","18,357","2,771","22,963",565,"108,656,989","388,060","280,000,207",Asia,44,"1,771",3,7,0.06,66
20,Taiwan,"6,417,941","+44,880","11,003",+53,"5,603,248","+34,193","803,690",,"268,384",460,"25,998,416","1,087,197","23,913,261",Asia,4,"2,173",1,"1,877",2,"33,609"
21,Colombia,"6,306,552",,"141,769",,"6,133,785",,"30,998",342,"121,053","2,721","36,519,532","700,987","52,097,320",South America,8,367,1,,,595
22,Poland,"6,289,672","+4,275","117,539",+30,"5,335,940",,"836,193","3,086","166,597","3,113","37,335,609","988,922","37,753,851",Europe,6,321,1,113,0.8,"22,149"
23,Portugal,"5,490,639","+2,671","25,024",+2,"5,395,722","+2,989","69,893",61,"542,008","2,470","44,988,307","4,441,015","10,130,185",Europe,2,405,0,264,0.2,"6,899"
24,Ukraine,"5,133,080",,"109,045",,"4,970,306","+3,409","53,729",177,"118,970","2,527","19,521,252","452,446","43,146,008",Europe,8,396,2,,,"1,245"
25,Austria,"5,118,512","+12,317","20,738",+4,"5,006,572","+5,259","91,202",47,"561,151","2,274","197,543,761","21,657,069","9,121,445",Europe,2,440,0,"1,350",0.4,"9,999"
