#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"122,675,676","+13,096","1,588,922",+211,"117,397,908","+31,339","3,688,846","9,541",,,,,,North America,,,,,,
,Asia,"211,271,646","+190,762","1,522,587",+632,"195,752,003","+114,702","13,997,056","17,323",,,,,,Asia,,,,,,
,Europe,"244,084,670","+17,951","1,995,845",+229,"239,359,341","+92,738","2,729,484","6,943",,,,,,Europe,,,,,,
,South America,"67,498,430","+18,279","1,344,940",+86,"65,386,402","+30,803","767,088","10,293",,,,,,South America,,,,,,
,Oceania,"13,814,972",+2,"24,223",,"13,589,507",+11,"201,242",131,,,,,,Australia/Oceania,,,,,,
,Africa,"12,761,163","+1,272","258,417",+3,"12,050,377",+280,"452,369",839,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"672,107,278","+241,362","6,734,949","+1,161","643,536,244","+269,873","21,836,085","45,070","86,225",864.0,,,,All,,,,,,
1,USA,"103,637,944","+12,244","1,126,292",+205,"100,520,112","+27,147","1,991,540","4,358","309,547","3,364","1,157,273,415","3,456,557","334,805,269",North America,3,297,0,37,0.6,"5,948"
2,India,"44,681,884",,"530,728",,"44,148,645",,"2,511",698,"31,765",377,"913,255,016","649,250","1,406,631,776",Asia,31,"2,650",2,,,2
3,France,"39,467,281","+5,894","163,644",+82,"39,106,811","+24,337","196,826",869,"601,777","2,495","271,490,188","4,139,547","65,584,518",Europe,2,401,0,90,1,"3,001"
4,Germany,"37,637,807",,"164,153",,"37,139,200","+34,900","334,454","1,281","448,691","1,957","122,332,384","1,458,359","83,883,596",Europe,2,511,1,,,"3,987"
5,Brazil,"36,697,084","+14,285","695,668",+77,"35,644,368","+18,310","357,048","8,318","170,404","3,230","63,776,166","296,146","215,353,593",South America,6,310,3,66,0.4,"1,658"
6,Japan,"31,722,918","+125,108","63,769",+449,"21,390,231","+6,308","10,268,918",689,"252,601",508,"88,389,228","703,821","125,584,838",Asia,4,"1,969",1,996,4,"81,769"
7,S. Korea,"29,898,142","+36,908","33,057",+43,"29,026,259","+62,896","838,826",490,"582,470",644,"15,804,065","307,892","51,329,899",Asia,2,"1,553",3,719,0.8,"16,342"
8,Italy,"25,363,742",,"185,993",,"24,824,106",,"353,643",310,"420,886","3,086","264,182,282","4,383,839","60,262,770",Europe,2,324,0,,,"5,868"
9,UK,"24,243,393",,"202,157",,"23,943,046","+7,767","98,190",146,"353,929","2,951","522,526,476","7,628,357","68,497,907",Europe,3,339,0,,,"1,433"
10,Russia,"21,870,422","+5,478","394,529",+46,"21,288,067","+5,028","187,826","2,300","149,997","2,706","273,400,000","1,875,095","145,805,947",Europe,7,370,1,38,0.3,"1,288"
11,Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1,,,"1,819"
12,Spain,"13,711,251",,"117,759",,"13,522,850",,"70,642",231,"293,483","2,521","471,036,328","10,082,298","46,719,142",Europe,3,397,0,,,"1,512"
13,Vietnam,"11,526,254",+41,"43,186",,"10,612,220",+74,"870,848",3,"116,481",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1,0.4,,"8,801"
14,Australia,"11,247,412",,"17,712",,"11,146,950",,"82,750",102,"431,451",679,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2,"1,472",0,,,"3,174"
15,Argentina,"10,024,095",,"130,338",,"9,771,166","+10,365","122,591",402,"217,867","2,833","35,716,069","776,264","46,010,234",South America,5,353,1,,,"2,664"
16,Taiwan,"9,266,087","+21,031","15,929",+26,"8,778,304","+27,920","471,854",,"387,887",667,"29,805,289","1,247,679","23,888,595",Asia,3,"1,500",1,880,1,"19,752"
17,Netherlands,"8,578,818",,"22,989",,"8,534,990","+1,270","20,839",53,"498,437","1,336","25,984,435","1,509,718","17,211,447",Europe,2,749,1,,,"1,211"
18,Iran,"7,562,998",+130,"144,728",,"7,336,884",+54,"81,386",202,"87,918","1,682","54,420,785","632,632","86,022,837",Asia,11,594,2,2,,946
19,Mexico,"7,315,454",,"331,605",,"6,550,514",,"433,335","4,798","55,604","2,521","19,226,433","146,139","131,562,772",North America,18,397,7,,,"3,294"
20,Indonesia,"6,727,007",+339,"160,756",+10,"6,559,736",+433,"6,515","2,771","24,100",576,"114,158,919","408,975","279,134,505",Asia,41,"1,736",2,1,0.04,23
21,Poland,"6,374,257",+378,"118,666",+6,"5,335,940",,"919,651",788,"168,900","3,144","38,065,723","1,008,636","37,739,785",Europe,6,318,1,10,0.2,"24,368"
22,Colombia,"6,349,971",,"142,259",,"6,170,360",,"37,352",342,"123,270","2,762","36,951,507","717,327","51,512,762",South America,8,362,1,,,725
