#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"114,685,228","+10,786","1,526,229",+71,"108,536,095","+115,203","4,622,904","9,090",,,,,,North America,,,,,,
,Asia,"184,704,212","+254,775","1,469,265",+570,"176,481,519","+399,268","6,753,428","12,426",,,,,,Asia,,,,,,
,Europe,"222,253,960","+82,810","1,904,758",+153,"216,144,491","+110,577","4,204,711","9,106",,,,,,Europe,,,,,,
,South America,"63,731,409","+7,716","1,326,129",+55,"61,749,356","+19,513","655,924","10,505",,,,,,South America,,,,,,
,Oceania,"12,186,356","+6,920","19,627",+24,"11,972,186","+1,463","194,543",138,,,,,,Australia/Oceania,,,,,,
,Africa,"12,616,085",+354,"257,418",+4,"11,943,257",+410,"415,410","1,026",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"610,177,971","+363,361","6,503,441",+877,"586,827,610","+646,434","16,846,920","42,291","78,280",834.3,,,,All,,,,,,
1,USA,"96,622,697","+6,192","1,072,934",+4,"92,494,189","+104,628","3,055,574","3,713",,,"1,102,830,809",,,North America,,,,,,
2,India,"44,460,483","+3,948","527,991",,"43,873,430",,"59,062",698,"31,544",375,"887,151,961","629,427","1,409,458,588",Asia,32,"2,669",2,3,,42
3,France,"34,592,737","+12,894","154,189",,"34,079,816","+4,564","358,732",869,"527,433","2,351","271,490,188","4,139,392","65,586,967",Europe,2,425,0,197,,"5,470"
4,Brazil,"34,517,770","+2,339","684,427",+13,"33,502,447",,"330,896","8,318","159,923","3,171","63,776,166","295,480","215,839,289",South America,6,315,3,11,0.06,"1,533"
5,Germany,"32,247,828",,"147,762",,"31,378,400",,"721,666","1,406","382,240","1,751","122,332,384","1,450,031","84,365,377",Europe,3,571,1,,,"8,554"
6,S. Korea,"23,569,192","+72,144","27,093",+79,"21,655,802","+180,578","1,886,297",548,"458,858",527,"15,804,065","307,682","51,364,934",Asia,2,"1,896",3,"1,405",2,"36,723"
7,UK,"23,521,792",,"188,242",,"23,224,119","+6,531","109,431",146,"342,583","2,742","522,526,476","7,610,343","68,660,041",Europe,3,365,0,,,"1,594"
8,Italy,"21,938,269","+13,196","175,832",+30,"21,159,271","+18,181","603,166",190,"364,006","2,917","242,997,209","4,031,882","60,268,924",Europe,3,343,0,219,0.5,"10,008"
9,Russia,"19,729,423","+48,042","384,711",+87,"18,746,698","+35,732","598,014","2,300","135,068","2,634","273,400,000","1,871,702","146,070,251",Europe,7,380,1,329,0.6,"4,094"
10,Japan,"19,345,212","+117,130","40,829",+284,"17,620,230","+171,633","1,684,153",523,"153,978",325,"72,429,316","576,499","125,636,475",Asia,6,"3,077",2,932,2,"13,405"
11,Turkey,"16,751,868",,"100,631",,N/A,N/A,N/A,975,"194,091","1,166","162,743,369","1,885,584","86,309,287",Asia,5,858,1,,,"3,812"
12,Spain,"13,352,019",,"112,804",,"13,128,337",,"110,878",339,"285,336","2,411","471,036,328","10,066,153","46,794,075",Europe,4,415,0,,,"2,369"
13,Vietnam,"11,418,894","+1,390","43,120",+1,"10,211,563","+6,390","1,164,211",89,"115,064",435,"85,826,548","864,840","99,239,846",Asia,9,"2,301",1,14,0.01,"11,731"
14,Australia,"10,066,729","+5,821","14,067",+14,"9,945,158",,"107,504",83,"385,076",538,"78,590,386","3,006,263","26,142,215",Australia/Oceania,3,"1,858",0,223,0.5,"4,112"
15,Argentina,"9,678,225",,"129,711",,"9,495,103","+4,456","53,411",456,"209,958","2,814","35,716,069","774,818","46,096,093",South America,5,355,1,,,"1,159"
16,Netherlands,"8,388,688",,"22,605",,"8,324,685","+2,433","41,398",33,"487,229","1,313","21,107,399","1,225,952","17,217,152",Europe,2,762,1,,,"2,404"
17,Iran,"7,533,087","+1,163","143,995",+48,"7,307,292","+2,116","81,800",867,"87,262","1,668","53,730,223","622,403","86,327,006",Asia,11,600,2,13,0.6,948
18,Mexico,"7,040,191","+3,820","329,617",+45,"6,294,795","+4,700","415,779","4,798","53,386","2,499","18,212,238","138,104","131,873,576",North America,19,400,7,29,0.3,"3,153"
19,Indonesia,"6,372,542","+2,764","157,647",+16,"6,173,081","+3,751","41,814","2,771","22,775",563,"106,959,748","382,268","279,802,763",Asia,44,"1,775",3,10,0.06,149
20,Colombia,"6,302,809",,"141,646",,"6,128,460",,"32,703",342,"121,067","2,721","36,358,694","698,396","52,060,296",South America,8,368,1,,,628
21,Poland,"6,187,450",+502,"117,153",,"5,335,960",,"734,337","2,782","163,877","3,103","36,996,380","979,863","37,756,671",Europe,6,322,1,13,,"19,449"
22,Taiwan,"5,442,981","+34,358","10,063",+35,"4,894,554","+15,710","538,364",,"227,641",421,"24,533,753","1,026,074","23,910,325",Asia,4,"2,376",1,"1,437",1,"22,516"
23,Portugal,"5,425,891",,"24,865",,"5,332,947","+2,925","68,079",61,"535,509","2,454","44,633,269","4,405,089","10,132,207",Europe,2,407,0,,,"6,719"
24,Ukraine,"5,056,378",,"108,841",,"4,925,433",+777,"22,104",177,"117,144","2,522","19,521,252","452,259","43,163,860",Europe,9,397,2,,,512
25,Austria,"4,924,440","+3,328","19,442",+2,"4,843,228","+3,815","61,770",61,"540,082","2,132","195,742,096","21,467,796","9,117,941",Europe,2,469,0,365,0.2,"6,775"
26,Malaysia,"4,791,456","+1,904","36,245",+2,"4,726,250","+3,138","28,961",73,"144,033","1,090","63,860,593","1,919,678","33,266,312",Asia,7,918,1,57,0.06,871
27,DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,400",3,,,"26,024,022",Asia,5,"351,676",,,,
28,Greece,"4,762,827",,"32,552",,"4,686,730","+7,257","43,545",115,"461,845","3,157","91,707,649","8,892,765","10,312,614",Europe,2,317,0,,,"4,222"
29,Thailand,"4,658,542","+1,631","32,403",+25,"4,609,956","+2,143","16,183","1,496","66,380",462,"17,270,775","246,092","70,180,090",Asia,15,"2,166",4,23,0.4,231
30,Israel,"4,636,301",+469,"11,620",,"4,615,261","+1,969","9,420",266,"497,137","1,246","41,373,364","4,436,346","9,326,000",Asia,2,803,0,50,,"1,010"
31,Chile,"4,532,562","+5,029","60,610",+39,"4,447,517","+11,084","24,435",139,"232,768","3,113","44,200,455","2,269,901","19,472,417",South America,4,321,0,258,2,"1,255"
32,Belgium,"4,488,054",,"32,534",,"4,407,404","+6,671","48,116",59,"383,624","2,781","35,314,986","3,018,608","11,699,098",Europe,3,360,0,,,"4,113"
33,Canada,"4,179,337",,"44,085",,"4,044,243","+3,312","91,009",257,"108,666","1,146","64,423,248","1,675,049","38,460,522",North America,9,872,1,,,"2,366"
