#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"98,856,288","+84,787","1,464,019",+326,"94,433,289","+42,310","2,958,980","7,280",,,,,,North America,,,,,,
,Asia,"148,610,014","+109,296","1,425,746",+223,"126,492,372","+56,612","20,691,896","12,521",,,,,,Asia,,,,,,
,South America,"56,934,543","+23,373","1,295,389",+195,"53,052,097","+8,381","2,587,057","10,739",,,,,,South America,,,,,,
,Europe,"192,576,682","+222,072","1,824,134","+1,063","179,010,420","+425,190","11,742,128","8,566",,,,,,Europe,,,,,,
,Oceania,"7,447,005","+45,676","10,939",+53,"6,968,470","+8,915","467,596",159,,,,,,Australia/Oceania,,,,,,
,Africa,"11,941,414","+9,618","253,963",+36,"11,130,994","+4,469","556,457",964,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"516,366,667","+494,822","6,274,205","+1,896","471,088,348","+545,877","39,004,114","40,229","66,245",804.9,,,,All,,,,,,
1,USA,"83,531,381","+76,350","1,024,327",+280,"80,909,096","+37,004","1,597,958","1,731","249,664","3,062","1,011,083,664","3,021,992","334,575,277",North America,4,327,0,228,0.8,"4,776"
2,India,"43,098,285","+3,737","523,975",,"42,547,699",,"26,611",698,"30,675",373,"838,955,577","597,131","1,404,976,711",Asia,33,"2,681",2,3,,19
3,Brazil,"30,543,908","+19,725","664,143",+176,"29,612,822","+3,728","266,943","8,318","141,840","3,084","63,776,166","296,164","215,340,527",South America,7,324,3,92,0.8,"1,240"
4,France,"28,890,139","+40,224","146,608",+110,"27,537,876","+111,461","1,205,655","1,511","440,806","2,237","269,816,888","4,116,868","65,539,354",Europe,2,447,0,614,2,"18,396"
5,Germany,"25,289,590","+86,026","136,812",+248,"23,135,500","+135,000","2,017,278","1,279","300,077","1,623","122,332,384","1,451,551","84,277,039",Europe,3,616,1,"1,021",3,"23,936"
6,UK,"22,114,034","+6,551","176,212",+228,"21,456,269","+27,474","481,553",253,"322,633","2,571","519,264,096","7,575,810","68,542,387",Europe,3,389,0,96,3,"7,026"
