#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"20,246,930","+211,665","465,372","+3,675","12,280,747","+98,167","7,500,811","33,642",,,,,,North America,,,
,Asia,"19,491,897","+105,286","318,145","+1,428","17,721,298","+118,921","1,452,454","27,313",,,,,,Asia,,,
,South America,"12,268,244","+95,254","345,519","+1,582","10,856,769","+61,635","1,065,956","16,804",,,,,,South America,,,
,Europe,"20,699,104","+245,386","478,917","+5,241","9,822,016","+142,096","10,398,171","26,596",,,,,,Europe,,,
,Africa,"2,463,979","+20,129","57,909",+383,"2,081,477","+14,511","324,593","2,761",,,,,,Africa,,,
,Oceania,"47,160",+187,"1,044",+3,"33,257",+5,"12,859",19,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"75,218,035","+677,907","1,666,921","+12,312","52,796,270","+435,335","20,754,844","107,135","9,650",213.9,,,,All,,,
1,USA,"17,587,979","+191,082","317,458","+2,807","10,250,929","+80,141","7,019,592","28,247","52,991",956,"228,247,406","687,695","331,902,144",North America,19,"1,045",1
2,India,"9,977,760","+26,688","144,829",+342,"9,519,928","+30,785","313,003","8,944","7,198",104,"157,805,240","113,834","1,386,271,357",Asia,139,"9,572",9
3,Brazil,"7,111,527","+68,832","184,876","+1,054","6,177,702","+45,019","748,949","8,318","33,347",867,"25,700,000","120,511","213,258,918",South America,30,"1,154",8
4,Russia,"2,762,668","+28,214","49,151",+587,"2,202,540","+26,440","510,977","2,300","18,927",337,"84,364,808","577,985","145,963,586",Europe,53,"2,970",2
5,France,"2,427,316","+18,254","59,619",+258,"181,506","+1,195","2,186,191","2,808","37,149",912,"29,698,029","454,511","65,340,640",Europe,27,"1,096",2
6,Turkey,"1,955,680","+27,515","17,364",+243,"1,721,607","+30,494","216,709","5,803","23,074",205,"21,901,694","258,403","84,757,932",Asia,43,"4,881",4
7,UK,"1,948,660","+35,383","66,052",+532,N/A,N/A,N/A,"1,340","28,635",971,"49,178,863","722,673","68,051,351",Europe,35,"1,030",1
8,Italy,"1,906,377","+18,236","67,220",+683,"1,203,814","+27,913","635,343","2,855","31,552","1,113","24,868,550","411,592","60,420,388",Europe,32,899,2
9,Spain,"1,805,633","+11,081","48,777",+181,N/A,N/A,N/A,"1,955","38,612","1,043","24,918,644","532,869","46,763,207",Europe,26,959,2
10,Argentina,"1,524,372","+7,326","41,534",+169,"1,352,556","+4,642","130,282","3,471","33,586",915,"4,405,320","97,060","45,387,444",South America,30,"1,093",10
11,Colombia,"1,468,795","+12,196","39,787",+227,"1,343,819","+7,653","85,189","2,578","28,725",778,"7,310,768","142,975","51,133,227",South America,35,"1,285",7
12,Germany,"1,438,438","+30,951","25,165",+724,"1,047,600","+22,600","365,673","4,836","17,143",300,"31,974,158","381,060","83,908,358",Europe,58,"3,334",3
13,Mexico,"1,277,499","+10,297","115,769",+670,"945,673","+7,584","216,057","3,778","9,860",894,"3,269,134","25,233","129,558,105",North America,101,"1,119",40
14,Poland,"1,171,854","+11,953","24,345",+431,"903,349","+10,699","244,160","1,721","30,979",644,"6,805,515","179,910","37,827,296",Europe,32,"1,554",6
15,Iran,"1,138,530","+7,453","53,095",+212,"856,513","+12,083","228,922","5,645","13,476",628,"6,896,651","81,628","84,488,279",Asia,74,"1,591",12
16,Peru,"991,518","+2,061","36,901",+43,"925,893","+1,773","28,724","1,099","29,880","1,112","5,318,292","160,270","33,183,267",South America,33,899,6
17,Ukraine,"931,751","+12,047","15,996",+252,"548,356","+12,939","367,399",177,"21,365",367,"5,167,122","118,482","43,610,883",Europe,47,"2,726",8
18,South Africa,"892,813","+9,126","24,011",+184,"780,313","+5,728","88,489",546,"14,967",403,"6,011,235","100,770","59,653,275",Africa,67,"2,484",10
19,Netherlands,"652,525","+12,779","10,321",+75,N/A,N/A,N/A,536,"38,043",602,"5,253,381","306,275","17,152,493",Europe,26,"1,662",3
20,Indonesia,"643,508","+7,354","19,390",+142,"526,979","+4,995","97,139",,"2,341",71,"6,607,005","24,038","274,858,766",Asia,427,"14,175",42
21,Belgium,"615,058","+3,636","18,278",+100,"42,199",+226,"554,581",571,"52,963","1,574","6,437,162","554,305","11,613,026",Europe,19,635,2
22,Czechia,"602,404","+8,235","10,036",+48,"522,649",+322,"69,719",595,"56,204",936,"3,437,505","320,716","10,718,217",Europe,18,"1,068",3
23,Iraq,"580,449","+1,533","12,650",+14,"515,321","+1,916","52,478",196,"14,285",311,"4,046,571","99,584","40,634,810",Asia,70,"3,212",10
24,Chile,"578,732","+2,001","16,007",+48,"551,200","+1,348","11,525",627,"30,155",834,"5,917,623","308,337","19,192,075",South America,33,"1,199",3
25,Romania,"577,446","+5,697","13,969",+107,"477,139","+7,640","86,338","1,297","30,110",728,"4,534,197","236,431","19,177,644",Europe,33,"1,373",4
26,Bangladesh,"496,975","+1,137","7,192",+36,"431,590","+2,239","58,193",,"3,004",43,"3,035,728","18,349","165,447,176",Asia,333,"23,004",55
27,Canada,"488,637","+7,007","13,916",+117,"398,412","+6,466","76,309",676,"12,894",367,"12,756,869","336,636","37,895,142",North America,78,"2,723",3
28,Philippines,"454,447","+1,470","8,850",+17,"419,902",+633,"25,695",708,"4,122",80,"6,353,641","57,628","110,252,774",Asia,243,"12,458",17
29,Pakistan,"448,522","+2,545","9,080",+70,"396,591","+7,993","42,851","2,505","2,013",41,"6,176,889","27,717","222,857,045",Asia,497,"24,544",36
30,Morocco,"409,746","+2,776","6,804",+55,"369,998","+3,163","32,944","1,096","11,041",183,"4,254,699","114,644","37,112,296",Africa,91,"5,454",9
31,Switzerland,"399,511","+5,058","6,487",+108,"311,500",,"81,524",447,"46,006",747,"3,215,236","370,252","8,683,918",Europe,22,"1,339",3
32,Israel,"367,975","+2,933","3,050",+16,"342,984","+1,768","21,941",413,"40,008",332,"6,898,766","750,062","9,197,590",Asia,25,"3,016",1
33,Portugal,"362,616","+4,320","5,902",+87,"287,028","+3,309","69,686",494,"35,611",580,"5,104,372","501,272","10,182,836",Europe,28,"1,725",2
34,Saudi Arabia,"360,516",+181,"6,091",+11,"351,365",+173,"3,060",453,"10,282",174,"10,490,805","299,198","35,063,072",Asia,97,"5,757",3
35,Sweden,"357,466",,"7,893",+23,N/A,N/A,N/A,275,"35,293",779,"3,989,420","393,883","10,128,439",Europe,28,"1,283",3
