#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"116,829,170","+14,000","1,543,635",+111,"111,938,097","+57,632","3,347,438","7,830",,,,,,North America,,,,,,
,Asia,"190,792,583","+112,771","1,482,026",+266,"184,954,368","+124,575","4,356,189","10,551",,,,,,Asia,,,,,,
,Europe,"229,478,770","+148,487","1,925,157",+234,"222,247,300","+195,041","5,306,313","9,985",,,,,,Europe,,,,,,
,South America,"64,191,424","+9,394","1,330,766",+62,"62,479,778","+4,765","380,880","10,203",,,,,,South America,,,,,,
,Oceania,"12,441,035","+1,202","21,154",+11,"12,292,482",,"127,399",95,,,,,,Australia/Oceania,,,,,,
,Africa,"12,653,572",+154,"257,672",,"11,995,251",+109,"400,649","1,015",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"626,387,275","+286,008","6,560,425",+684,"605,907,982","+382,122","13,918,868","39,679","80,360",841.6,,,,All,,,,,,
1,USA,"98,548,081","+13,612","1,087,873",+105,"95,646,286","+51,974","1,813,922","2,636","294,076","3,246","1,121,887,668","3,347,815","335,110,413",North America,3,308,0,41,0.3,"5,413"
2,India,"44,610,146",+889,"528,778",,"44,051,228",,"30,140",698,"31,622",375,"896,268,264","635,328","1,410,717,958",Asia,32,"2,668",2,0.6,,21
3,France,"35,823,627","+57,270","155,422",,"34,760,962","+23,084","907,243",869,"546,089","2,369","271,490,188","4,138,548","65,600,346",Europe,2,422,0,873,,"13,830"
4,Brazil,"34,762,860","+5,603","686,895",+46,"33,905,120",,"170,845","8,318","160,954","3,180","63,776,166","295,288","215,979,437",South America,6,314,3,26,0.2,791
5,Germany,"33,948,632",,"150,535",,"32,565,500","+15,500","1,232,597","1,406","402,282","1,784","122,332,384","1,449,604","84,390,199",Europe,2,561,1,,,"14,606"
6,S. Korea,"24,953,135","+19,379","28,646",+32,"24,433,123","+47,823","491,366",287,"485,762",558,"15,804,065","307,658","51,369,019",Asia,2,"1,793",3,377,0.6,"9,565"
7,UK,"23,735,273",,"190,888",,"23,379,494","+3,257","164,891",146,"345,526","2,779","522,526,476","7,606,681","68,693,101",Europe,3,360,0,,,"2,400"
8,Italy,"22,781,293","+43,716","177,478",+60,"22,106,318","+72,114","497,497",194,"378,046","2,945","248,394,428","4,121,997","60,260,698",Europe,3,340,0,725,1.0,"8,256"
9,Japan,"21,516,523","+26,785","45,404",+83,"20,425,937","+9,878","1,045,182",153,"171,309",361,"76,201,407","606,696","125,600,666",Asia,6,"2,766",2,213,0.7,"8,321"
10,Russia,"21,184,513","+20,571","388,097",+106,"20,385,431","+38,289","410,985","2,300","145,024","2,657","273,400,000","1,871,628","146,076,044",Europe,7,376,1,141,0.7,"2,814"
11,Turkey,"16,873,793",,"101,139",,"16,772,654",,0,975,"195,313","1,171","162,743,369","1,883,745","86,393,546",Asia,5,854,1,,,
