#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"2,253,244","+29,228","134,755","+1,475","909,902","+14,524","1,208,587","19,419",,,,,,North America,,,
,South America,"1,112,426","+40,118","48,681","+1,230","525,357","+17,917","538,388","11,778",,,,,,South America,,,
,Europe,"2,078,732","+15,777","178,583",+624,"1,073,597","+17,789","826,552","7,186",,,,,,Europe,,,
,Asia,"1,326,429","+34,306","34,367",+692,"803,141","+18,952","488,921","14,730",,,,,,Asia,,,
,Africa,"185,996","+6,659","5,082",+140,"83,432","+3,108","97,482",463,,,,,,Africa,,,
,Oceania,"8,865",+4,124,,"8,275",+7,466,2,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"6,966,413","+126,092","401,607","+4,161","3,404,355","+72,297","3,160,451","53,582",894,51.5,,,,All,,,
1,USA,"1,988,462","+22,754","112,096",+706,"748,627","+9,981","1,127,739","17,021","6,010",339,"20,750,572","62,715","330,869,944",North America,166,"2,952",16
2,Brazil,"673,587","+27,581","35,957",+910,"302,084","+13,432","335,546","8,318","3,170",169,"999,836","4,706","212,455,128",South America,315,"5,909",212
3,Russia,"458,689","+8,855","5,725",+197,"221,388","+8,708","231,576","2,300","3,143",39,"12,388,968","84,896","145,930,359",Europe,318,"25,490",12
4,Spain,"288,390",+332,"27,135",+1,N/A,N/A,N/A,617,"6,168",580,"4,063,843","86,920","46,753,591",Europe,162,"1,723",12
5,UK,"284,868","+1,557","40,465",+204,N/A,N/A,N/A,604,"4,198",596,"5,438,712","80,144","67,861,743",Europe,238,"1,677",12
6,India,"246,622","+10,438","6,946",+297,"118,695","+5,462","120,981","8,944",179,5,"4,524,317","3,281","1,379,048,498",Asia,"5,592","198,539",305
7,Italy,"234,801",+270,"33,846",+72,"165,078","+1,297","35,877",293,"3,883",560,"4,187,057","69,245","60,467,569",Europe,258,"1,787",14
8,Peru,"191,758","+4,358","5,301",+139,"82,731","+3,517","103,726","1,062","5,822",161,"1,173,003","35,612","32,938,493",South America,172,"6,214",28
9,Germany,"185,696",+282,"8,769",+6,"168,900",+400,"8,027",576,"2,217",105,"4,348,880","51,917","83,765,996",Europe,451,"9,553",19
10,Iran,"169,425","+2,269","8,209",+75,"132,038","+2,297","29,178","2,578","2,019",98,"1,040,289","12,397","83,915,513",Asia,495,"10,222",81
11,Turkey,"169,218",+878,"4,669",+21,"135,322","+1,922","29,227",591,"2,008",55,"2,303,258","27,330","84,274,682",Asia,498,"18,050",37
12,France,"153,634",+579,"29,142",+31,"70,806",+302,"53,686","1,059","2,354",447,"1,384,633","21,216","65,263,909",Europe,425,"2,240",47
13,Chile,"127,745","+5,246","1,541",+93,"95,631",,"30,573","1,524","6,687",81,"687,510","35,986","19,104,748",South America,150,"12,398",28
14,Mexico,"110,026","+4,346","13,170",+625,"78,590","+3,142","18,266",378,854,102,"324,897","2,522","128,836,832",North America,"1,171","9,783",397
15,Saudi Arabia,"98,869","+3,121",676,+34,"71,791","+1,175","26,402","1,484","2,843",19,"933,201","26,836","34,774,012",Asia,352,"51,441",37
16,Canada,"95,057",+722,"7,773",+70,"53,614","+1,046","33,670","1,738","2,520",206,"1,868,201","49,529","37,719,025",North America,397,"4,853",20
17,Pakistan,"93,983","+4,734","1,935",+97,"32,581","+1,383","59,467",111,426,9,"660,508","2,995","220,568,077",Asia,"2,347","113,989",334
18,Qatar,"67,195","+1,700",51,+2,"42,527","+1,592","24,617",238,"23,932",18,"251,391","89,533","2,807,805",Asia,42,"55,055",11
19,Bangladesh,"63,026","+2,635",846,+35,"13,325",+521,"48,855",1,383,5,"384,851","2,338","164,573,672",Asia,"2,611","194,532",428
20,Belgium,"59,072",+165,"9,580",+14,"16,190",+78,"33,302",121,"5,098",827,"923,820","79,734","11,586,214",Europe,196,"1,209",13
21,Belarus,"47,751",+883,263,+4,"23,015",+949,"24,473",92,"5,053",28,"609,671","64,519","9,449,526",Europe,198,"35,930",15
22,Netherlands,"47,335",+183,"6,011",+6,N/A,N/A,N/A,97,"2,763",351,"388,113","22,654","17,132,352",Europe,362,"2,850",44
23,South Africa,"45,973","+2,539",952,+44,"24,258","+1,170","20,763",208,776,16,"891,668","15,048","59,254,905",Africa,"1,289","62,243",66
24,Sweden,"43,887",+114,"4,656",+17,N/A,N/A,N/A,198,"4,347",461,"275,500","27,291","10,094,947",Europe,230,"2,168",37
25,Ecuador,"41,575",,"3,534",,"20,568",,"17,473",252,"2,359",201,"120,845","6,857","17,623,415",South America,424,"4,987",146
26,UAE,"38,268",+626,275,+1,"21,061",+724,"16,932",1,"3,873",28,"2,500,000","252,989","9,881,840",Asia,258,"35,934",4
27,Colombia,"38,027","+1,392","1,205",+60,"14,382",+744,"22,440",335,748,24,"399,505","7,857","50,844,444",South America,"1,337","42,195",127
28,Singapore,"37,527",+344,25,+1,"24,559",+350,"12,943",4,"6,418",4,"408,495","69,862","5,847,148",Asia,156,"233,886",14
29,Portugal,"34,351",+382,"1,474",+9,"20,807",+281,"12,070",58,"3,368",145,"873,998","85,698","10,198,608",Europe,297,"6,919",12
30,Egypt,"32,612","+1,497","1,198",+32,"8,538",+380,"22,876",41,319,12,"135,000","1,321","102,189,071",Africa,"3,133","85,300",757
31,Kuwait,"31,131",+487,254,+10,"19,282","+1,005","11,595",180,"7,298",60,"311,624","73,049","4,265,955",Asia,137,"16,795",14
32,Switzerland,"30,956",+20,"1,921",,"28,700",+100,335,28,"3,579",222,"419,980","48,551","8,650,247",Europe,279,"4,503",21
33,Indonesia,"30,514",+993,"1,801",+31,"9,907",+464,"18,806",,112,7,"394,068","1,442","273,318,704",Asia,"8,957","151,759",694
34,Ukraine,"26,514",+550,777,+15,"11,812",+440,"13,925",301,606,18,"414,542","9,475","43,750,132",Europe,"1,650","56,306",106
35,Poland,"25,986",+576,"1,153",+16,"12,641",+231,"12,192",160,687,30,"1,038,281","27,432","37,849,296",Europe,"1,457","32,827",36
36,Ireland,"25,183",+20,"1,678",+8,"22,698",,807,36,"5,104",340,"348,416","70,617","4,933,861",Europe,196,"2,940",14
37,Argentina,"22,020",+983,648,+16,"6,180",+92,"15,192",274,488,14,"189,278","4,191","45,166,698",South America,"2,051","69,702",239
38,Philippines,"21,340",+714,994,+7,"4,441",+111,"15,905",82,195,9,"420,114","3,838","109,475,626",Asia,"5,130","110,136",261
39,Romania,"20,290",+187,"1,322",+6,"14,419",+274,"4,549",153,"1,054",69,"496,408","25,793","19,245,644",Europe,949,"14,558",39
40,Afghanistan,"19,551",+582,327,+18,"1,830",+68,"17,394",19,503,8,"45,900","1,181","38,860,571",Asia,"1,988","118,840",847
41,Dominican Republic,"19,195",+487,536,+11,"11,919",+183,"6,740",110,"1,771",49,"90,141","8,315","10,840,235",North America,565,"20,224",120
42,Israel,"17,752",+190,295,+4,"15,042",+16,"2,415",29,"1,930",32,"637,863","69,351","9,197,590",Asia,518,"31,178",14
43,Japan,"17,103",+39,914,+7,"15,079",+107,"1,110",99,135,7,"311,447","2,462","126,501,158",Asia,"7,396","138,404",406
44,Austria,"16,898",+55,672,,"15,789",+47,437,17,"1,877",75,"485,912","53,973","9,002,889",Europe,533,"13,397",19
