#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"117,472,374","+7,863","1,549,463",+36,"112,821,573","+27,967","3,101,338","7,850",,,,,,North America,,,,,,
,Asia,"192,573,875","+122,137","1,485,497",+227,"186,426,052","+96,129","4,662,326","9,576",,,,,,Asia,,,,,,
,Europe,"233,085,650","+98,571","1,936,022",+231,"225,221,575","+171,134","5,928,053","9,904",,,,,,Europe,,,,,,
,South America,"64,331,545","+12,734","1,332,025",+106,"62,661,899","+4,768","337,621","10,152",,,,,,South America,,,,,,
,Oceania,"12,544,940","+1,076","21,434",+16,"12,313,893",,"209,613",93,,,,,,Australia/Oceania,,,,,,
,Africa,"12,663,571",+165,"257,766",,"11,999,113",+185,"406,692","1,000",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"632,672,676","+242,546","6,582,222",+616,"611,444,811","+300,183","14,645,643","38,575","81,166",844.4,,,,All,,,,,,
1,USA,"99,062,712","+7,175","1,092,793",+33,"96,473,708","+24,808","1,496,211","2,666","295,550","3,260","1,125,621,455","3,358,248","335,181,180",North America,3,307,0,21,0.10,"4,464"
2,India,"44,641,906","+1,158","528,957",,"44,087,748",,"25,201",698,"31,633",375,"899,627,428","637,475","1,411,236,522",Asia,32,"2,668",2,0.8,,18
3,France,"36,568,351","+43,746","156,337",,"35,318,923","+37,372","1,093,091",869,"557,395","2,383","271,490,188","4,138,201","65,605,855",Europe,2,420,0,667,,"16,661"
4,Germany,"35,172,693",,"152,482",,"33,279,300","+26,700","1,740,911","1,406","416,736","1,807","122,332,384","1,449,429","84,400,420",Europe,2,554,1,,,"20,627"
5,Brazil,"34,828,916","+6,742","687,665",+84,"33,998,942",,"142,309","8,318","161,217","3,183","63,776,166","295,209","216,037,145",South America,6,314,3,31,0.4,659
6,S. Korea,"25,271,078","+26,823","28,974",+22,"24,819,232","+16,393","422,872",233,"491,936",564,"15,804,065","307,647","51,370,701",Asia,2,"1,773",3,522,0.4,"8,232"
7,UK,"23,855,522",,"192,682",,"23,453,550","+4,540","209,290",146,"347,208","2,804","522,526,476","7,605,173","68,706,714",Europe,3,357,0,,,"3,046"
8,Italy,"23,322,522","+31,775","178,542",+92,"22,620,284","+36,137","523,696",234,"387,049","2,963","251,357,139","4,171,397","60,257,311",Europe,3,337,0,527,2,"8,691"
9,Japan,"21,960,404","+34,173","46,230",+78,"20,468,671","+6,744","1,445,503",107,"174,864",368,"76,781,937","611,390","125,585,921",Asia,6,"2,717",2,272,0.6,"11,510"
10,Russia,"21,364,263","+9,348","389,449",+90,"20,708,528","+15,035","266,286","2,300","146,252","2,666","273,400,000","1,871,597","146,078,429",Europe,7,375,1,64,0.6,"1,823"
11,Turkey,"16,919,638",,"101,203",,"16,818,435",,0,,"195,765","1,171","162,743,369","1,882,988","86,428,241",Asia,5,854,1,,,
12,Spain,"13,488,015",,"114,858",,"13,276,258",,"96,899",339,"288,227","2,454","471,036,328","10,065,644","46,796,442",Europe,3,407,0,,,"2,071"
13,Vietnam,"11,496,829",+475,"43,159",,"10,600,857",+277,"852,813",39,"115,715",434,"85,826,548","863,841","99,354,589",Asia,9,"2,302",1,5,,"8,584"
14,Australia,"10,341,878","+1,076","15,569",+16,"10,216,900",,"109,409",38,"395,015",595,"78,835,048","3,011,154","26,181,004",Australia/Oceania,3,"1,682",0,41,0.6,"4,179"
15,Argentina,"9,715,464",,"129,970",,"9,580,126",+419,"5,368",259,"210,517","2,816","35,716,069","773,905","46,150,431",South America,5,355,1,,,116
16,Netherlands,"8,494,705",,"22,770",,"8,389,006",,"82,929",50,"493,244","1,322","21,107,399","1,225,599","17,222,110",Europe,2,756,1,,,"4,815"
17,Iran,"7,555,903",+209,"144,543",+3,"7,330,278",+176,"81,082",132,"87,384","1,672","54,095,556","625,614","86,467,994",Asia,11,598,2,2,0.03,938
18,Taiwan,"7,414,829","+35,654","12,258",+52,"6,535,480","+43,207","867,091",,"310,037",513,"27,331,935","1,142,832","23,915,961",Asia,3,"1,951",1,"1,491",2,"36,256"
19,Mexico,"7,106,018",,"330,320",,"6,378,789",,"396,909","4,798","53,813","2,501","18,523,417","140,275","132,051,120",North America,19,400,7,,,"3,006"
20,Indonesia,"6,469,276","+2,087","158,416",+18,"6,291,941","+2,308","18,919","2,771","23,090",565,"110,024,314","392,689","280,181,856",Asia,43,"1,769",3,7,0.06,68
21,Poland,"6,334,706","+1,118","118,029",+14,"5,335,940",,"880,737","3,650","167,801","3,126","37,579,023","995,438","37,751,256",Europe,6,320,1,30,0.4,"23,330"
22,Colombia,"6,309,168",,"141,827",,"6,137,351",,"29,990",342,"121,024","2,721","36,687,973","703,760","52,131,382",South America,8,368,1,,,575
23,Portugal,"5,509,424",,"25,125",,"5,449,562","+3,037","34,737",61,"543,962","2,481","45,059,939","4,448,903","10,128,325",Europe,2,403,0,,,"3,430"
24,Austria,"5,392,347","+7,151","20,891",,"5,266,213","+13,276","105,243",47,"590,964","2,290","199,625,374","21,877,549","9,124,668",Europe,2,437,0,784,,"11,534"
25,Ukraine,"5,279,346",,"109,819",,"5,097,970","+12,230","71,557",,"122,407","2,546","32,495,903","753,448","43,129,584",Europe,8,393,1,,,"1,659"
26,Greece,"5,081,981",,"33,426",,"4,993,068","+7,347","55,487",115,"493,110","3,243","96,230,669","9,337,371","10,305,970",Europe,2,308,0,,,"5,384"
