#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"94,778,908","+49,399","1,400,457","+1,099","65,402,791","+155,563","27,975,660","15,076",,,,,,North America,,,,,,
,Asia,"115,534,276","+545,429","1,344,952","+1,834","106,774,766","+407,986","7,414,558","30,780",,,,,,Asia,,,,,,
,South America,"54,157,764","+115,853","1,256,610","+1,267","47,618,523","+137,787","5,282,631","13,459",,,,,,South America,,,,,,
,Europe,"155,145,013","+532,739","1,704,093","+2,007","131,053,046","+940,523","22,387,874","15,457",,,,,,Europe,,,,,,
,Africa,"11,512,255","+6,293","249,072",+162,"10,595,560","+11,308","667,623","1,845",,,,,,Africa,,,,,,
,Oceania,"3,482,180","+35,764","7,712",+34,"3,142,699",+365,"331,769",219,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"434,611,117","+1,285,477","5,962,911","+6,403","364,588,091","+1,653,532","64,060,115","76,836","55,757",765.0,,,,All,,,,,,
1,USA,"80,558,149","+25,842","972,835",+635,"52,999,095","+132,845","26,586,219","8,835","241,040","2,911","947,459,116","2,834,921","334,210,037",North America,4,344,0,77,2,"79,549"
2,India,"42,915,512","+9,668","513,756",+244,"42,281,039","+10,557","120,717","8,944","30,601",366,"764,599,181","545,199","1,402,420,930",Asia,33,"2,730",2,7,0.2,86
3,Brazil,"28,744,050","+72,856","648,989",+722,"26,082,511","+87,945","2,012,550","8,318","133,658","3,018","63,776,166","296,556","215,056,109",South America,7,331,3,339,3,"9,358"
4,France,"22,646,732","+53,623","138,059",+101,"20,620,413","+155,251","1,888,260","3,055","345,687","2,107","243,529,298","3,717,312","65,512,203",Europe,3,475,0,819,2,"28,823"
5,UK,"18,804,765",,"161,224",,"17,153,253",,"1,490,288",289,"274,621","2,354","480,341,745","7,014,818","68,475,295",Europe,4,425,0,,,"21,764"
6,Russia,"16,175,023","+122,995","350,158",+793,"13,321,314","+181,343","2,503,551","2,300","110,759","2,398","273,400,000","1,872,117","146,037,876",Europe,9,417,1,842,5,"17,143"
