#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"17,117,804","+236,004","423,172","+3,308","10,420,279","+99,793","6,274,353","30,892",,,,,,North America,,,
,Asia,"17,259,968","+126,067","298,511","+1,621","15,266,678","+91,654","1,694,779","27,966",,,,,,Asia,,,
,South America,"11,428,890","+67,525","330,441","+1,194","10,178,121","+36,685","920,328","16,984",,,,,,South America,,,
,Europe,"18,081,647","+209,963","416,714","+5,306","7,956,732","+154,352","9,708,201","27,648",,,,,,Europe,,,
,Africa,"2,248,036","+16,242","53,367",+374,"1,916,395","+12,829","278,274","2,559",,,,,,Africa,,,
,Oceania,"45,902",+225,"1,021",+1,"33,127",+20,"11,754",25,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"66,182,968","+656,026","1,523,241","+11,804","45,772,038","+395,333","18,887,689","106,074","8,491",195.4,,,,All,,,
1,USA,"14,752,127","+214,864","285,389","+2,555","8,643,396","+81,912","5,823,342","26,152","44,457",860,"203,412,821","613,007","331,828,037",North America,22,"1,163",2
2,India,"9,607,632","+35,852","139,714",+487,"9,057,282","+41,598","410,636","8,944","6,933",101,"144,727,749","104,440","1,385,752,793",Asia,144,"9,918",10
3,Brazil,"6,534,951","+47,435","175,981",+674,"5,744,369","+19,359","614,601","8,318","30,652",825,"25,700,000","120,543","213,201,210",South America,33,"1,212",8
4,Russia,"2,402,949","+27,403","42,176",+569,"1,888,752","+28,901","472,021","2,300","16,463",289,"78,227,415","535,947","145,961,200",Europe,61,"3,461",2
5,France,"2,268,552","+11,221","54,767",+397,"168,352","+1,412","2,045,433","3,293","34,722",838,"20,879,180","319,570","65,335,131",Europe,29,"1,193",3
6,Spain,"1,699,145","+5,554","46,252",+214,N/A,N/A,N/A,"2,371","36,336",989,"22,992,742","491,692","46,762,516",Europe,28,"1,011",2
7,UK,"1,690,432","+16,298","60,617",+504,N/A,N/A,N/A,"1,261","24,846",891,"44,812,139","658,637","68,037,738",Europe,40,"1,122",2
8,Italy,"1,688,939","+24,099","58,852",+814,"872,385","+25,576","757,702","3,567","27,952",974,"22,767,130","376,791","60,423,775",Europe,36,"1,027",3
9,Argentina,"1,454,631","+6,899","39,512",+207,"1,281,955","+7,280","133,164","3,929","32,060",871,"4,055,795","89,391","45,371,596",South America,31,"1,148",11
10,Colombia,"1,352,607","+9,285","37,467",+162,"1,240,990","+7,875","74,150","2,376","26,463",733,"6,649,697","130,099","51,112,494",South America,38,"1,364",8
11,Germany,"1,152,283","+23,541","18,691",+431,"820,600","+20,600","312,992","4,011","13,734",223,"29,141,172","347,340","83,898,137",Europe,73,"4,489",3
12,Mexico,"1,144,643","+11,030","108,173",+608,"843,231","+6,664","193,239","3,377","8,839",835,"2,948,516","22,767","129,506,321",North America,113,"1,197",44
13,Poland,"1,041,846","+13,239","19,359",+531,"666,413","+19,853","356,074","1,961","27,541",512,"6,396,712","169,096","37,828,876",Europe,36,"1,954",6
14,Iran,"1,016,835","+13,341","49,695",+347,"708,106","+8,791","259,034","5,824","12,041",588,"6,256,715","74,090","84,447,157",Asia,83,"1,699",13
15,Peru,"968,846",,"36,104",,"901,544",,"31,198",957,"29,212","1,089","5,119,245","154,354","33,165,694",South America,34,919,6
16,South Africa,"805,804","+4,932","21,963",+160,"740,450","+1,083","43,391",546,"13,515",368,"5,534,084","92,815","59,624,674",Africa,74,"2,715",11
17,Ukraine,"787,891","+15,131","13,195",+235,"397,809","+13,383","376,887",177,"18,062",302,"4,528,772","103,821","43,620,881",Europe,55,"3,306",10
18,Turkey,"765,997","+32,736","14,509",+193,"423,142","+4,811","328,346","5,703","9,041",171,"19,338,181","228,251","84,723,237",Asia,111,"5,839",4
19,Belgium,"584,857","+2,605","17,033",+122,"38,577",+316,"529,247",788,"50,371","1,467","6,012,323","517,808","11,611,101",Europe,20,682,2
20,Indonesia,"563,680","+5,803","17,479",+124,"466,178","+3,625","80,023",,"2,052",64,"5,926,986","21,572","274,748,198",Asia,487,"15,719",46
21,Iraq,"560,622","+1,855","12,387",+26,"489,772","+1,909","58,463",256,"13,808",305,"3,609,466","88,903","40,600,201",Asia,72,"3,278",11
22,Chile,"557,135","+1,729","15,558",+39,"531,543","+1,073","10,034",683,"29,039",811,"5,455,436","284,348","19,185,805",South America,34,"1,233",4
