#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"32,866,315","+76,944","736,001","+2,712","22,322,010","+92,654","9,808,304","24,270",,,,,,North America,,,
,Asia,"24,428,548","+62,803","390,871",+896,"22,983,559","+63,164","1,054,118","21,997",,,,,,Asia,,,
,South America,"17,379,152","+83,546","452,929","+1,712","15,713,296","+62,869","1,212,927","19,663",,,,,,South America,,,
,Europe,"33,031,898","+129,403","789,207","+2,644","22,380,614","+73,905","9,862,077","26,072",,,,,,Europe,,,
,Africa,"3,843,423","+9,136","101,120",+273,"3,385,598","+10,810","356,705","2,442",,,,,,Africa,,,
,Oceania,"50,733",+4,"1,084",,"34,234",+5,"15,415",4,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"111,600,790","+361,836","2,471,227","+8,237","86,820,017","+303,407","22,309,546","94,448","14,317",317.0,,,,All,,,
1,USA,"28,671,915","+62,417","509,711","+1,742","18,883,282","+79,559","9,278,922","17,624","86,299","1,534","344,394,109","1,036,579","332,240,917",North America,12,652,1
2,India,"10,991,091","+14,315","156,339",+99,"10,687,538","+11,656","147,214","8,944","7,915",113,"210,261,480","151,415","1,388,641,937",Asia,126,"8,882",7
3,Brazil,"10,139,148","+57,455","246,006","+1,051","9,067,939","+38,780","825,203","8,318","47,485","1,152","28,600,000","133,944","213,522,726",South America,21,868,7
4,Russia,"4,151,984","+12,953","82,876",+480,"3,697,433","+17,484","371,675","2,300","28,443",568,"108,700,000","744,651","145,974,491",Europe,35,"1,761",1
5,UK,"4,105,675","+10,406","120,365",+445,"2,331,001",,"1,654,309","2,469","60,277","1,767","84,710,387","1,243,664","68,113,581",Europe,17,566,1
6,France,"3,583,135","+22,371","84,147",+183,"247,127",,"3,251,861","3,394","54,817","1,287","49,251,253","753,471","65,365,824",Europe,18,777,1
7,Spain,"3,133,122",,"67,101",,"2,471,589",,"594,432","3,739","66,995","1,435","37,334,915","798,328","46,766,363",Europe,15,697,1
8,Italy,"2,795,796","+14,931","95,486",+251,"2,315,687","+12,488","384,623","2,063","46,284","1,581","37,807,953","625,909","60,404,903",Europe,22,633,2
9,Turkey,"2,631,876","+7,857","27,983",+80,"2,518,758","+7,210","85,135","1,180","30,994",330,"32,217,077","379,397","84,916,537",Asia,32,"3,035",3
10,Germany,"2,388,417","+7,158","68,343",+225,"2,185,100","+8,800","134,974","3,177","28,449",814,"42,872,730","510,663","83,955,082",Europe,35,"1,228",2
