#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"109,301,023","+59,417","1,500,751",+158,"102,096,936","+128,839","5,703,336","9,786",,,,,,North America,,,,,,
,Asia,"166,502,511","+352,950","1,445,064",+263,"159,385,703","+171,349","5,671,744","11,642",,,,,,Asia,,,,,,
,South America,"61,678,257","+39,986","1,313,180",+200,"58,580,158","+29,918","1,784,919","10,468",,,,,,South America,,,,,,
,Europe,"213,471,473","+179,792","1,870,656",+208,"201,936,453","+264,950","9,664,364","7,822",,,,,,Europe,,,,,,
,Oceania,"10,960,687","+52,984","15,776",+123,"10,463,373","+9,520","481,538",190,,,,,,Australia/Oceania,,,,,,
,Africa,"12,489,031","+2,068","256,657",+3,"11,657,575","+2,602","574,799","4,999",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"574,403,703","+687,197","6,402,099",+955,"544,120,904","+607,178","23,880,700","44,907","73,691",821.3,,,,All,,,,,,
1,USA,"92,172,336","+26,497","1,051,979",+67,"87,324,983","+103,997","3,795,374","4,469",,,"1,065,167,222",,,North America,,,,,,
2,India,"43,884,930","+16,454","525,997",,"43,192,379",,"166,554",698,"31,171",374,"871,656,205","619,133","1,407,865,855",Asia,32,"2,677",2,12,,118
3,Brazil,"33,581,533","+26,007","676,979",+153,"31,877,531",,"1,027,023","8,318","155,714","3,139","63,776,166","295,723","215,662,043",South America,6,319,3,121,0.7,"4,762"
4,France,"33,482,230","+68,532","151,350",,"31,276,405","+96,078","2,054,475",869,"510,633","2,308","271,490,188","4,140,460","65,570,047",Europe,2,433,0,"1,045",,"31,333"
5,Germany,"30,331,131",,"143,177",,"28,234,400","+30,500","1,953,554","1,395","359,655","1,698","122,332,384","1,450,570","84,333,984",Europe,3,589,1,,,"23,164"
6,UK,"23,212,565",,"182,727",,"22,471,143","+16,772","558,695",146,"338,286","2,663","522,526,476","7,614,980","68,618,230",Europe,3,376,0,,,"8,142"
7,Italy,"20,608,190","+68,170","170,798",+116,"19,005,532","+86,637","1,431,860",408,"341,878","2,833","234,956,596","3,897,797","60,279,329",Europe,3,353,0,"1,131",2,"23,754"
8,S. Korea,"19,146,180","+68,521","24,855",+30,"18,389,172","+18,102","732,153",140,"372,786",484,"15,804,065","307,713","51,359,767",Asia,3,"2,066",3,"1,334",0.6,"14,255"
9,Russia,"18,524,732","+6,953","382,118",+38,"17,933,862","+4,803","208,752","2,300","126,827","2,616","273,400,000","1,871,796","146,062,924",Europe,8,382,1,48,0.3,"1,429"
10,Turkey,"15,524,071",,"99,184",,"15,221,506",,"203,381",975,"180,088","1,151","162,743,369","1,887,914","86,202,725",Asia,6,869,1,,,"2,359"
11,Spain,"13,204,863",,"110,187",,"12,490,889",,"603,787",339,"282,204","2,355","471,036,328","10,066,609","46,791,955",Europe,4,425,0,,,"12,904"
12,Japan,"10,981,802","+196,297","31,799",+64,"9,864,436","+77,364","1,085,567",203,"87,378",253,"60,384,408","480,455","125,681,763",Asia,11,"3,952",2,"1,562",0.5,"8,637"
13,Vietnam,"10,767,200","+1,071","43,092",,"9,851,504","+9,328","872,604",37,"108,609",435,"85,826,548","865,736","99,137,055",Asia,9,"2,301",1,11,,"8,802"
14,Argentina,"9,465,827",,"129,202",,"9,253,486","+3,879","83,139",393,"205,567","2,806","35,716,069","775,637","46,047,416",South America,5,356,1,,,"1,806"
15,Australia,"9,065,275","+44,890","11,134",+102,"8,703,184",,"350,957",158,"347,229",426,"75,668,541","2,898,349","26,107,467",Australia/Oceania,3,"2,345",0,"1,719",4,"13,443"
16,Netherlands,"8,305,906",,"22,456",,"8,119,636",,"163,814",53,"482,545","1,305","21,107,399","1,226,268","17,212,710",Europe,2,767,1,,,"9,517"
17,Iran,"7,319,322","+6,921","141,650",+26,"7,072,359",+711,"105,313",834,"84,910","1,643","52,690,831","611,258","86,200,703",Asia,12,609,2,80,0.3,"1,222"
18,Mexico,"6,588,854","+32,175","326,968",+89,"5,647,636","+24,509","614,250","4,798","50,024","2,482","17,410,397","132,183","131,714,526",North America,20,403,8,244,0.7,"4,663"
19,Colombia,"6,247,634",,"140,603",,"6,053,853",,"53,178",342,"120,155","2,704","35,889,624","690,230","51,996,616",South America,8,370,1,,,"1,023"
20,Indonesia,"6,164,271","+4,943","156,902",+9,"5,968,304","+4,108","39,065","2,771","22,058",561,"102,779,858","367,776","279,463,160",Asia,45,"1,781",3,18,0.03,140
21,Poland,"6,048,411","+3,493","116,510",+12,"5,335,818",+10,"596,083","1,157","160,174","3,085","36,598,512","969,201","37,761,522",Europe,6,324,1,93,0.3,"15,785"
22,Portugal,"5,317,004",,"24,528",,"5,093,781",,"198,695",61,"524,583","2,420","43,527,258","4,294,456","10,135,685",Europe,2,413,0,,,"19,604"
23,Ukraine,"5,021,612",,"108,699",,"4,909,478",,"3,435",177,"116,256","2,516","19,521,252","451,938","43,194,566",Europe,9,397,2,,,80
24,DPRK,"4,772,560",+120,74,,"4,772,130",+100,356,,"183,484",3,,,"26,010,780",Asia,5,"351,497",,5,,14
25,Austria,"4,680,148","+10,908","18,992",+5,"4,532,678","+11,126","128,478",81,"513,629","2,084","192,833,093","21,162,741","9,111,915",Europe,2,480,0,"1,197",0.5,"14,100"
26,Malaysia,"4,648,931","+4,816","35,911",+9,"4,563,473","+3,928","49,547",50,"139,954","1,081","62,086,831","1,869,095","33,217,593",Asia,7,925,1,145,0.3,"1,492"
27,Thailand,"4,573,463","+2,578","31,130",+29,"4,517,636","+1,877","24,697","1,496","65,187",444,"17,270,775","246,164","70,159,570",Asia,15,"2,254",4,37,0.4,352
28,Israel,"4,543,894",,"11,209",,"4,460,970",,"71,715",310,"487,229","1,202","41,373,364","4,436,346","9,326,000",Asia,2,832,0,,,"7,690"
29,Taiwan,"4,408,857","+22,595","8,531",+53,"3,862,047","+32,678","538,279",,"184,430",357,"22,339,495","934,501","23,905,276",Asia,5,"2,802",1,945,2,"22,517"
30,Belgium,"4,381,331",,"32,118",,"4,174,671",,"174,542",123,"374,691","2,747","34,887,878","2,983,608","11,693,186",Europe,3,364,0,,,"14,927"
31,Greece,"4,210,771",,"30,707",,"3,614,441",,"565,623",115,"408,077","2,976","87,638,663","8,493,299","10,318,566",Europe,2,336,0,,,"54,816"
32,Chile,"4,177,517","+7,963","59,303",+40,"3,864,984","+8,547","253,230",187,"214,747","3,049","41,643,986","2,140,731","19,453,160",South America,5,328,0,409,2,"13,017"
33,Canada,"4,012,359",,"43,583",,"3,695,850",,"272,926",195,"104,430","1,134","62,586,673","1,628,941","38,421,686",North America,10,882,1,,,"7,103"
34,South Africa,"4,002,133",,"101,943",,"3,894,216",,"5,974",192,"65,777","1,675","25,922,424","426,045","60,844,296",Africa,15,597,2,,,98
35,Czechia,"3,967,177","+2,886","40,383",+4,"3,907,384","+1,923","19,410",27,"369,048","3,757","55,682,344","5,179,864","10,749,769",Europe,3,266,0,268,0.4,"1,806"
36,Switzerland,"3,893,084",,"14,024",,"3,702,122","+5,060","176,938",54,"443,172","1,596","21,598,881","2,458,725","8,784,587",Europe,2,626,0,,,"20,142"
37,Peru,"3,816,804",,"213,953",,"3,461,234","+12,467","141,617",188,"112,540","6,308","32,622,505","961,888","33,915,078",South America,9,159,1,,,"4,176"
38,Philippines,"3,748,979","+3,604","60,670",+14,"3,662,566","+2,325","25,743",582,"33,302",539,"31,293,846","277,979","112,576,245",Asia,30,"1,856",4,32,0.1,229
39,Denmark,"3,051,343",,"6,591",,"3,020,889",,"23,863",14,"523,020","1,130","127,897,953","21,922,554","5,834,081",Europe,2,885,0,,,"4,090"
40,Romania,"3,002,662","+6,484","65,853",+7,"2,861,341",,"75,468",170,"158,249","3,471","23,871,903","1,258,115","18,974,341",Europe,6,288,1,342,0.4,"3,977"
41,Sweden,"2,533,978",,"19,216",,"2,496,543",+634,"18,219",14,"247,735","1,879","18,731,976","1,831,338","10,228,572",Europe,4,532,1,,,"1,781"
42,Iraq,"2,427,884","+2,153","25,286",+2,"2,366,460","+2,806","36,138",24,"57,702",601,"19,004,978","451,682","42,076,024",Asia,17,"1,664",2,51,0.05,859
43,Serbia,"2,080,389","+3,800","16,206",+7,"2,018,345","+1,358","45,838",14,"240,087","1,870","10,117,173","1,167,572","8,665,138",Europe,4,535,1,439,0.8,"5,290"
44,Bangladesh,"2,001,345",+446,"29,262",+4,"1,934,693","+1,434","37,390","1,228","11,909",174,"14,549,867","86,576","168,058,727",Asia,84,"5,743",12,3,0.02,222
45,Hungary,"1,951,079",,"46,736",,"1,883,085",,"21,258",17,"203,026","4,863","11,394,556","1,185,698","9,610,002",Europe,5,206,1,,,"2,212"
46,Slovakia,"1,811,383",+965,"20,195",+2,"1,780,480",+905,"10,708",29,"331,447","3,695","7,212,784","1,319,797","5,465,071",Europe,3,271,1,177,0.4,"1,959"
47,Jordan,"1,700,526",,"14,068",,"1,685,354",,"1,104",124,"163,337","1,351","16,894,012","1,622,687","10,411,137",Asia,6,740,1,,,106
48,Georgia,"1,675,265",,"16,854",,"1,637,293",,"21,118",,"421,615","4,242","16,920,079","4,258,285","3,973,449",Asia,2,236,0,,,"5,315"
49,Singapore,"1,652,981","+7,889","1,472",+4,"1,552,118","+10,077","99,391",11,"278,054",248,"24,107,231","4,055,164","5,944,823",Asia,4,"4,039",0,"1,327",0.7,"16,719"
50,Ireland,"1,628,745",,"7,537",,"1,572,304","+3,242","48,904",39,"322,456","1,492","12,508,154","2,476,345","5,051,054",Europe,3,670,0,,,"9,682"
51,New Zealand,"1,557,661","+8,072","1,911",+21,"1,492,402","+9,483","63,348",,"311,401",382,"7,358,021","1,470,986","5,002,100",Australia/Oceania,3,"2,618",1,"1,614",4,"12,664"
52,Pakistan,"1,549,766",+693,"30,464",+2,"1,507,935",,"11,367",180,"6,747",133,"29,403,132","128,006","229,700,471",Asia,148,"7,540",8,3,0.01,49
53,Norway,"1,454,365",+99,"3,596",,"1,446,515",+472,"4,254",20,"264,032",653,"11,002,430","1,997,432","5,508,288",Europe,4,"1,532",1,18,,772
54,Kazakhstan,"1,328,844","+2,654","13,665",+1,"1,299,032",+399,"16,147",24,"69,074",710,"11,575,012","601,677","19,237,931",Asia,14,"1,408",2,138,0.05,839
55,Hong Kong,"1,317,743","+4,265","9,461",+7,"1,214,678","+1,139","93,604",5,"172,890","1,241","50,415,048","6,614,518","7,621,878",Asia,6,806,0,560,0.9,"12,281"
56,Morocco,"1,257,320",+797,"16,211",+2,"1,231,468","+1,513","9,641",293,"33,255",429,"12,168,220","321,834","37,808,988",Africa,30,"2,332",3,21,0.05,255
57,Bulgaria,"1,194,883",+822,"37,329",,"1,139,370",+62,"18,184",47,"174,662","5,457","10,217,078","1,493,482","6,841,113",Europe,6,183,1,120,,"2,658"
58,Croatia,"1,176,519","+1,654","16,206",+8,"1,149,469","+1,606","10,844",15,"290,261","3,998","5,021,005","1,238,741","4,053,314",Europe,3,250,1,408,2,"2,675"
59,Finland,"1,171,034",,"5,012",,"1,128,585",,"37,437",21,"210,679",902,"11,129,795","2,002,341","5,558,391",Europe,5,"1,109",0,,,"6,735"
60,Lebanon,"1,155,660","+2,590","10,506",+4,"1,087,587",,"57,567",186,"170,887","1,554","4,795,578","709,120","6,762,714",Asia,6,644,1,383,0.6,"8,512"
61,Tunisia,"1,114,370",,"28,942",,N/A,N/A,N/A,29,"92,306","2,397","4,803,289","397,868","12,072,573",Africa,11,417,3,,,"1,118"
62,Cuba,"1,107,311",+114,"8,529",,"1,098,299",+65,483,23,"97,885",754,"13,997,964","1,237,397","11,312,424",North America,10,"1,326",1,10,,43
63,Lithuania,"1,079,269",+900,"9,198",+2,"1,038,300",,"31,771",5,"408,137","3,478","10,039,212","3,796,435","2,644,379",Europe,2,287,0,340,0.8,"12,015"
64,Slovenia,"1,070,874","+1,912","6,681",+3,"1,042,602","+1,468","21,591",16,"514,961","3,213","2,698,038","1,297,430","2,079,525",Europe,2,311,1,919,1,"10,383"
65,Guatemala,"1,010,612",,"18,896",,"915,344",,"76,372",5,"54,345","1,016","5,229,318","281,204","18,596,144",North America,18,984,4,,,"4,107"
66,Bolivia,"997,615","+5,935","22,013",+6,"916,247","+3,647","59,355",220,"83,134","1,834","2,705,422","225,452","12,000,014",South America,12,545,4,495,0.5,"4,946"
67,Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,268",754,"13,646,641","1,445,168","9,442,942",Europe,9,"1,327",1,,,141
