#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"44,221,773","+145,325","954,257","+1,334","36,018,893","+66,529","7,248,623","24,011",,,,,,North America,,,,,,
,Asia,"64,951,238","+284,580","947,237","+4,628","60,476,634","+251,497","3,527,367","38,897",,,,,,Asia,,,,,,
,South America,"36,112,079","+54,494","1,106,982","+1,638","33,785,506","+86,955","1,219,591","24,819",,,,,,South America,,,,,,
,Europe,"52,818,396","+137,538","1,145,848","+1,260","47,769,674","+109,791","3,902,874","9,317",,,,,,Europe,,,,,,
,Africa,"7,180,937","+34,357","180,387","+1,117","6,287,220","+45,094","713,330","4,643",,,,,,Africa,,,,,,
,Oceania,"123,006","+1,879","1,692",+20,"86,604","+1,220","34,710",143,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"205,408,150","+658,173","4,336,418","+9,997","184,425,237","+561,086","16,646,495","101,830","26,352",556.3,,,,All,,,,,,
1,USA,"37,013,021","+105,477","635,538",+536,"29,999,687","+31,296","6,377,796","16,873","111,098","1,908","548,865,777","1,647,471","333,156,663",North America,9,524,1,317,2,"19,144"
2,India,"32,076,974","+43,641","429,702",+519,"31,252,609","+41,985","394,663","8,944","22,993",308,"485,056,507","347,698","1,395,049,909",Asia,43,"3,247",3,31,0.4,283
3,Brazil,"20,249,176","+35,788","566,013","+1,123","19,092,832","+70,108","590,331","8,318","94,518","2,642","55,034,721","256,888","214,235,831",South America,11,378,4,167,5,"2,756"
4,Russia,"6,512,859","+21,571","167,241",+799,"5,808,777","+20,067","536,841","2,300","44,607","1,145","170,100,000","1,165,037","146,003,968",Europe,22,873,1,148,5,"3,677"
5,France,"6,370,429","+30,920","112,410",+54,"5,821,154","+21,841","436,865","1,745","97,357","1,718","110,826,475","1,693,717","65,433,898",Europe,10,582,1,473,0.8,"6,676"
