#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"19,074,749","+218,805","449,017","+2,978","11,565,561","+146,148","7,060,171","32,573",,,,,,North America,,,
,Asia,"18,978,960","+106,866","310,776","+1,421","17,145,890","+118,910","1,522,294","28,106",,,,,,Asia,,,
,South America,"11,921,927","+60,683","339,257","+1,034","10,547,953","+13,503","1,034,717","16,615",,,,,,South America,,,
,Europe,"19,659,764","+200,775","454,349","+4,294","9,143,923","+143,530","10,061,492","26,897",,,,,,Europe,,,
,Africa,"2,376,805","+18,132","56,082",+326,"2,014,826","+10,956","305,897","2,587",,,,,,Africa,,,
,Oceania,"46,561",+12,"1,034",,"33,202",+4,"12,325",25,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"72,059,487","+605,273","1,610,530","+10,053","50,452,061","+433,051","19,996,896","106,803","9,245",206.6,,,,All,,,
1,USA,"16,528,549","+199,481","304,941","+2,168","9,639,487","+132,011","6,584,121","27,523","49,804",919,"219,416,855","661,152","331,870,384",North America,20,"1,088",2
2,India,"9,854,208","+27,182","142,994",+332,"9,353,046","+29,254","358,168","8,944","7,110",103,"152,697,399","110,167","1,386,049,115",Asia,141,"9,693",9
3,Brazil,"6,880,595","+44,282","181,143",+690,"5,954,745",,"744,707","8,318","32,268",850,"25,700,000","120,525","213,234,186",South America,31,"1,177",8
4,Russia,"2,625,848","+28,137","46,453",+560,"2,085,958","+26,118","493,437","2,300","17,990",318,"82,100,000","562,473","145,962,563",Europe,56,"3,142",2
5,France,"2,365,319","+13,947","57,761",+194,"175,891",,"2,131,667","2,884","36,201",884,"28,717,663","439,523","65,338,279",Europe,28,"1,131",2
6,UK,"1,830,956","+21,502","64,026",+519,N/A,N/A,N/A,"1,275","26,908",941,"47,141,344","692,791","68,045,517",Europe,37,"1,063",1
7,Italy,"1,825,775","+19,903","64,036",+649,"1,076,891","+24,728","684,848","3,199","30,217","1,060","24,063,029","398,251","60,421,839",Europe,33,944,3
8,Turkey,"1,809,809","+29,136","16,199",+222,"1,581,565","+38,518","212,045","5,961","21,356",191,"20,898,517","246,610","84,743,063",Asia,47,"5,231",4
9,Spain,"1,741,439",,"47,624",,N/A,N/A,N/A,"2,100","37,240","1,018","24,101,272","515,393","46,762,911",Europe,27,982,2
10,Argentina,"1,494,602","+5,274","40,668",+62,"1,330,160","+5,368","123,774","3,594","32,935",896,"4,237,401","93,375","45,380,652",South America,30,"1,116",11
11,Colombia,"1,417,072","+8,163","38,866",+197,"1,310,425","+6,126","67,781","2,376","27,718",760,"7,029,070","137,490","51,124,342",South America,36,"1,315",7
12,Germany,"1,320,592","+21,816","22,171",+351,"957,500","+15,400","340,921","4,491","15,739",264,"30,494,036","363,440","83,903,978",Europe,64,"3,784",3
13,Mexico,"1,229,379","+12,253","113,019",+693,"904,042","+7,912","212,318","3,550","9,491",872,"3,150,804","24,324","129,535,912",North America,105,"1,146",41
14,Poland,"1,126,700","+11,497","22,676",+502,"840,541","+25,185","263,483","1,765","29,785",599,"6,653,788","175,896","37,827,973",Europe,34,"1,668",6
15,Iran,"1,100,818","+8,201","51,949",+221,"800,853","+13,000","248,016","5,739","13,032",615,"6,657,974","78,820","84,470,655",Asia,77,"1,626",13
16,Peru,"980,943",,"36,544",,"916,249",,"28,150","1,016","29,568","1,102","5,232,485","157,720","33,175,736",South America,34,908,6
17,Ukraine,"885,039","+12,811","14,998",+243,"494,001","+13,653","376,040",177,"20,292",344,"4,957,299","113,660","43,615,168",Europe,49,"2,908",9
