#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"125,224,516","+5,239","1,617,787",+13,"120,715,215","+12,758","2,891,514","7,414",,,,,,North America,,,,,,
,Asia,"214,912,125","+24,997","1,539,283",+88,"199,503,387","+28,959","13,869,455","15,526",,,,,,Asia,,,,,,
,Europe,"247,275,174","+29,545","2,025,382",+87,"242,832,077","+31,582","2,417,715","6,458",,,,,,Europe,,,,,,
,South America,"68,172,407","+3,955","1,351,633",+14,"66,353,824","+4,293","466,950","10,187",,,,,,South America,,,,,,
,Oceania,"14,039,429",,"26,245",,"13,873,278",,"139,906",55,,,,,,Australia/Oceania,,,,,,
,Africa,"12,804,085",+19,"258,622",,"12,078,524",+77,"466,939",548,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"682,428,457","+63,755","6,818,967",+202,"655,357,011","+77,669","20,252,479","40,188","87,549",874.8,,,,All,,,,,,
1,USA,"105,822,264","+1,874","1,151,259",+6,"103,494,096","+8,949","1,176,909","2,248","316,071","3,439","1,170,015,161","3,494,614","334,805,269",North America,3,291,0,6,0.02,"3,515"
2,India,"44,694,349",,"530,799",,"44,158,161",,"5,389",N/A,"31,774",377,"920,111,661","654,124","1,406,631,776",Asia,31,"2,650",2,,,4
3,France,"39,697,820","+7,210","165,314",,"39,450,425","+2,916","82,081",869,"605,293","2,521","271,490,188","4,139,547","65,584,518",Europe,2,397,0,110,,"1,252"
4,Germany,"38,297,037",,"169,661",,"37,934,100","+2,800","193,276",N/A,"456,550","2,023","122,332,384","1,458,359","83,883,596",Europe,2,494,1,,,"2,304"
5,Brazil,"37,145,514",,"699,634",,"36,249,161",,"196,719",N/A,"172,486","3,249","63,776,166","296,146","215,353,593",South America,6,308,3,,,913
6,Japan,"33,368,365","+7,066","73,477",+38,"21,708,854","+1,922","11,586,034",86,"265,704",585,"96,765,558","770,519","125,584,838",Asia,4,"1,709",1,56,0.3,"92,257"
7,S. Korea,"30,690,223","+8,995","34,159",+4,"30,479,566","+10,810","176,498",129,"597,901",665,"15,804,065","307,892","51,329,899",Asia,2,"1,503",3,175,0.08,"3,439"
8,Italy,"25,651,205",,"188,750",,"25,320,467",,"141,988",104,"425,656","3,132","269,127,054","4,465,893","60,262,770",Europe,2,319,0,,,"2,356"
9,UK,"24,423,396",,"208,458",,"24,149,508","+2,385","65,430",N/A,"356,557","3,043","522,526,476","7,628,357","68,497,907",Europe,3,329,0,,,955
10,Russia,"22,493,866","+13,009","396,801",+32,"21,841,765","+12,155","255,300",N/A,"154,273","2,721","273,400,000","1,875,095","145,805,947",Europe,6,367,1,89,0.2,"1,751"
11,Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1,,,"1,819"
12,Spain,"13,783,163",,"119,872",,"13,632,061",,"31,230",231,"295,022","2,566","471,036,328","10,082,298","46,719,142",Europe,3,390,0,,,668
13,Vietnam,"11,527,116",+6,"43,186",,"10,614,847",+6,"869,083",5,"116,490",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1,0.06,,"8,783"
14,Australia,"11,385,534",,"19,459",,"11,332,576",,"33,499",27,"436,750",746,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2,"1,340",0,,,"1,285"
15,Taiwan,"10,222,922","+8,026","18,732",+35,"10,006,666","+13,046","197,524",,"427,942",784,"30,742,304","1,286,903","23,888,595",Asia,2,"1,275",1,336,1,"8,269"
16,Argentina,"10,044,957",,"130,472",,"9,912,836",,"1,649",363,"218,320","2,836","35,716,069","776,264","46,010,234",South America,5,353,1,,,36
17,Netherlands,"8,605,996",,"22,992",,"8,565,563",,"17,441",53,"500,016","1,336","25,984,435","1,509,718","17,211,447",Europe,2,749,1,,,"1,013"
18,Iran,"7,575,927",,"144,993",,"7,340,279",,"90,655",407,"88,069","1,686","55,353,767","643,478","86,022,837",Asia,11,593,2,,,"1,054"
19,Mexico,"7,507,743","+3,358","333,310",+7,"6,740,445","+2,273","433,988",N/A,"57,066","2,533","19,709,333","149,809","131,562,772",North America,18,395,7,26,0.05,"3,299"
20,Indonesia,"6,741,082",+355,"160,969",+1,"6,576,336",+278,"3,777",N/A,"24,150",577,"114,158,919","408,975","279,134,505",Asia,41,"1,734",2,1,,14
21,Poland,"6,472,579","+3,203","119,136",+27,"5,335,940",,"1,017,503",696,"171,505","3,157","38,431,068","1,018,317","37,739,785",Europe,6,317,1,85,0.7,"26,961"
22,Colombia,"6,361,293",,"142,652",,"6,184,855",,"33,786",342,"123,490","2,769","36,951,507","717,327","51,512,762",South America,8,361,1,,,656
23,Austria,"5,999,194","+3,720","22,042",,"5,930,771","+4,670","46,381",78,"661,673","2,431","211,273,524","23,302,116","9,066,710",Europe,2,411,0,410,,"5,116"
24,Greece,"5,910,103",,"36,372",,"5,853,179","+3,619","20,552",115,"572,871","3,526","102,228,365","9,909,078","10,316,637",Europe,2,284,0,,,"1,992"
25,Portugal,"5,571,882",,"26,302",,"5,540,406",,"5,174",61,"549,464","2,594","46,012,446","4,537,462","10,140,570",Europe,2,386,0,,,510
26,Ukraine,"5,427,360",,"111,457",,"5,277,982",,"37,921",,"125,656","2,580","32,603,805","754,855","43,192,122",Europe,8,388,1,,,878
27,Chile,"5,227,433","+3,955","64,379",+14,"5,150,458","+3,596","12,596",84,"271,552","3,344","48,766,919","2,533,321","19,250,195",South America,4,299,0,205,0.7,654
28,Malaysia,"5,045,192",,"36,967",,"4,998,845",,"9,380",5,"152,050","1,114","68,309,333","2,058,684","33,181,072",Asia,7,898,0,,,283
29,Israel,"4,808,152",,"12,349",,"4,781,252",,"14,551",57,"515,564","1,324","41,373,364","4,436,346","9,326,000",Asia,2,755,0,,,"1,560"
30,DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679",Asia,5,"351,225",,,,
31,Belgium,"4,757,448",,"33,885",,"4,673,342",,"50,221",43,"407,725","2,904","36,842,747","3,157,514","11,668,278",Europe,2,344,0,,,"4,304"
32,Thailand,"4,728,304",,"33,924",,"4,692,636",,"1,744",N/A,"67,472",484,"17,270,775","246,450","70,078,203",Asia,15,"2,066",4,,,25
33,Czechia,"4,625,920",+797,"42,558",+6,"4,573,938","+1,128","9,424",46,"430,848","3,964","57,072,375","5,315,593","10,736,784",Europe,2,252,0,74,0.6,878
34,Canada,"4,609,277",,"51,624",,"4,525,549","+1,530","32,104",99,"120,069","1,345","66,343,123","1,728,207","38,388,419",North America,8,744,1,,,836
35,Peru,"4,489,147",,"219,637",,"4,267,205",+154,"2,305",39,"133,272","6,520","38,191,744","1,133,817","33,684,208",South America,8,153,1,,,68
36,Switzerland,"4,394,296",,"14,452",,"4,373,995",,"5,849",39,"500,852","1,647","23,833,472","2,716,487","8,773,637",Europe,2,607,0,,,667
37,Philippines,"4,078,820",+169,"66,265",+9,"4,003,285",+168,"9,270",162,"36,253",589,"34,735,054","308,731","112,508,994",Asia,28,"1,698",3,2,0.08,82
38,South Africa,"4,069,578",,"102,595",,"3,912,506",,"54,477",192,"66,982","1,689","26,795,090","441,027","60,756,135",Africa,15,592,2,,,897
39,Romania,"3,352,356",,"67,773",,"3,272,569",,"12,014",117,"176,149","3,561","26,825,878","1,409,564","19,031,335",Europe,6,281,1,,,631
40,Denmark,"3,176,693",+122,"8,334",+4,"3,167,144",+63,"1,215",19,"544,425","1,428","129,220,544","22,145,956","5,834,950",Europe,2,700,0,21,0.7,208
41,Hong Kong,"2,884,209",+37,"13,472",,"2,867,046",+250,"3,691",28,"379,287","1,772","76,127,725","10,011,143","7,604,299",Asia,3,564,0,5,,485
42,Sweden,"2,700,231",,"23,785",,"2,673,427",+168,"3,019",7,"264,237","2,328","19,493,349","1,907,565","10,218,971",Europe,4,430,1,,,295
43,Serbia,"2,507,563",+701,"17,925",+11,"2,474,649",+855,"14,989",16,"289,791","2,072","12,531,783","1,448,256","8,653,016",Europe,3,483,1,81,1,"1,732"
44,Iraq,"2,465,545",,"25,375",,"2,439,497",,673,21,"58,474",602,"19,544,451","463,523","42,164,965",Asia,17,"1,662",2,,,16
45,New Zealand,"2,239,800",,"3,944",,"2,225,733",,"10,123",,"457,270",805,"7,768,604","1,586,011","4,898,203",Australia/Oceania,2,"1,242",1,,,"2,067"
46,Singapore,"2,234,996",,"1,722",,"2,149,583",,"83,691",1,"376,037",290,"24,756,666","4,165,302","5,943,546",Asia,3,"3,452",0,,,"14,081"
47,Hungary,"2,197,820",,"48,775",,"2,144,382",,"4,663",8,"228,790","5,077","11,394,556","1,186,160","9,606,259",Europe,4,197,1,,,485
48,Bangladesh,"2,037,947",,"29,445",,"1,998,448",,"10,054",N/A,"12,139",175,"15,254,399","90,862","167,885,689",Asia,82,"5,702",11,,,60
49,Slovakia,"1,864,607",+78,"21,058",+3,"1,842,322",+137,"1,227",25,"341,491","3,857","7,412,376","1,357,530","5,460,193",Europe,3,259,1,14,0.5,225
50,Georgia,"1,830,021",,"16,986",,"1,776,548",,"36,487",,"461,109","4,280","16,920,079","4,263,340","3,968,738",Asia,2,234,0,,,"9,194"
51,Jordan,"1,746,997",,"14,122",,"1,731,007",,"1,868",59,"169,597","1,371","17,201,885","1,669,945","10,300,869",Asia,6,729,1,,,181
52,Ireland,"1,704,502",,"8,708",,"1,694,063",+173,"1,731",8,"339,529","1,735","13,046,725","2,598,846","5,020,199",Europe,3,577,0,,,345
53,Pakistan,"1,578,156",+109,"30,645",,"1,538,689",,"8,822",14,"6,877",134,"30,570,862","133,213","229,488,994",Asia,145,"7,489",8,0.5,,38
54,Norway,"1,479,995",,"5,213",,"1,473,874",,908,20,"268,535",946,"11,002,430","1,996,315","5,511,370",Europe,4,"1,057",1,,,165
55,Finland,"1,464,294",,"8,990",,"1,453,198",+145,"2,106",21,"263,601","1,618","12,061,906","2,171,376","5,554,960",Europe,4,618,0,,,379
56,Kazakhstan,"1,408,973",,"13,847",,"1,383,020",,"12,106",24,"73,365",721,"11,575,012","602,707","19,205,043",Asia,14,"1,387",2,,,630
57,Slovenia,"1,335,516",+449,"7,086",+2,"1,322,714",+394,"5,716",6,"642,682","3,410","2,843,648","1,368,432","2,078,034",Europe,2,293,1,216,1.0,"2,751"
58,Lithuania,"1,310,752",+249,"9,612",+1,"1,294,496",+39,"6,644",4,"492,448","3,611","10,398,636","3,906,753","2,661,708",Europe,2,277,0,94,0.4,"2,496"
59,Bulgaria,"1,298,317",,"38,236",,"1,257,229",,"2,852",29,"189,685","5,586","11,093,386","1,620,751","6,844,597",Europe,5,179,1,,,417
60,Morocco,"1,272,526",,"16,296",,"1,256,151",,79,3,"33,689",431,"12,995,267","344,038","37,772,756",Africa,30,"2,318",3,,,2
61,Croatia,"1,269,687",,"18,006",,"1,251,200",,481,8,"312,786","4,436","5,530,633","1,362,464","4,059,286",Europe,3,225,1,,,118
62,Guatemala,"1,240,380",,"20,183",,"1,219,210",,987,5,"66,744","1,086","7,024,949","378,010","18,584,039",North America,15,921,3,,,53
63,Lebanon,"1,233,535",,"10,851",,"1,087,587",,"135,097",74,"184,527","1,623","4,795,578","717,380","6,684,849",Asia,5,616,1,,,"20,209"
64,Costa Rica,"1,214,651",,"9,266",,"860,711",,"344,674",52,"234,382","1,788","4,659,757","899,158","5,182,354",North America,4,559,1,,,"66,509"
65,Bolivia,"1,194,973",,"22,368",,"1,162,185",,"10,420",220,"99,642","1,865","2,705,422","225,590","11,992,656",South America,10,536,4,,,869
66,Tunisia,"1,151,333",,"29,345",,N/A,N/A,N/A,44,"95,573","2,436","5,003,956","415,381","12,046,656",Africa,10,411,2,,,995
67,Cuba,"1,112,704",+7,"8,530",,"1,104,084",+6,90,2,"98,420",754,"14,324,663","1,267,036","11,305,652",North America,10,"1,325",1,0.6,,8
68,Ecuador,"1,057,608",,"36,015",,"1,021,106",+543,487,759,"58,388","1,988","3,082,403","170,173","18,113,361",South America,17,503,6,,,27
69,UAE,"1,054,423",,"2,349",,"1,036,595",,"15,479",,"104,587",233,"199,534,914","19,791,626","10,081,785",Asia,10,"4,292",0,,,"1,535"
70,Uruguay,"1,035,046",,"7,619",,"1,026,854",,573,18,"296,064","2,179","6,114,822","1,749,083","3,496,016",South America,3,459,1,,,164
71,Panama,"1,032,237",,"8,611",,"1,022,929",,697,16,"232,122","1,936","7,563,087","1,700,730","4,446,964",North America,4,516,1,,,157
72,Mongolia,"1,007,907",,"2,179",,"1,005,718",,10,192,"298,367",645,"4,030,048","1,193,000","3,378,078",Asia,3,"1,550",1,,,3
73,Nepal,"1,001,180",+2,"12,020",,"989,141",+3,19,,"33,124",398,"6,016,041","199,038","30,225,582",Asia,30,"2,515",5,0.07,,0.6
74,Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800",Europe,9,"1,325",1,,,141
75,Latvia,"976,450",,"6,260",,"969,827",,363,13,"528,143","3,386","7,867,703","4,255,488","1,848,837",Europe,2,295,0,,,196
76,Saudi Arabia,"831,115",,"9,623",,"817,732",,"3,760",52,"23,186",268,"45,207,637","1,261,201","35,844,909",Asia,43,"3,725",1,,,105
77,Azerbaijan,"829,115",,"10,151",,"818,715",,249,,"80,495",986,"7,545,906","732,598","10,300,205",Asia,12,"1,015",1,,,24
78,Paraguay,"808,643",,"19,881",,N/A,N/A,N/A,7,"110,684","2,721","2,657,506","363,751","7,305,843",South America,9,367,3,,,"12,380"
