#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"98,753,290","+82,939","1,463,551",+434,"94,388,563","+34,425","2,901,176","7,254",,,,,,North America,,,,,,
,Asia,"148,498,123","+125,466","1,425,482",+222,"126,432,525","+82,248","20,640,116","12,583",,,,,,Asia,,,,,,
,South America,"56,906,368","+26,334","1,295,166",+181,"53,041,761","+10,151","2,569,441","10,756",,,,,,South America,,,,,,
,Europe,"192,310,771","+243,802","1,822,926","+1,383","178,571,940","+444,007","11,915,905","8,648",,,,,,Europe,,,,,,
,Oceania,"7,401,102","+64,396","10,885",+80,"6,959,556","+71,901","430,661",165,,,,,,Australia/Oceania,,,,,,
,Africa,"11,921,515",+318,"253,861",+1,"11,120,151",+130,"547,503",964,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"515,791,890","+543,255","6,271,886","+2,301","470,515,202","+642,862","39,004,802","40,370","66,171",804.6,,,,All,,,,,,
1,USA,"83,437,029","+66,482","1,023,905",+222,"80,869,749","+27,910","1,543,375","1,702","249,386","3,060","1,008,720,524","3,014,976","334,569,983",North America,4,327,0,199,0.7,"4,613"
2,India,"43,094,548","+3,155","523,975",,"42,547,699",,"22,874",698,"30,674",373,"838,955,577","597,147","1,404,939,670",Asia,33,"2,681",2,2,,16
3,Brazil,"30,524,183","+21,682","663,967",+151,"29,609,094","+6,722","251,122","8,318","141,751","3,083","63,776,166","296,170","215,336,405",South America,7,324,3,101,0.7,"1,166"
4,France,"28,849,915","+44,225","146,498",+122,"27,426,415","+125,280","1,277,002","1,511","440,195","2,235","269,816,888","4,116,893","65,538,961",Europe,2,447,0,675,2,"19,485"
5,Germany,"25,203,564","+87,201","136,564",+159,"23,000,500","+159,200","2,066,500","1,279","299,059","1,620","122,332,384","1,451,563","84,276,309",Europe,3,617,1,"1,035",2,"24,521"
6,UK,"22,102,983","+7,406","175,984",+438,"21,428,795","+32,738","498,204",277,"322,476","2,568","518,950,767","7,571,346","68,541,415",Europe,3,389,0,108,6,"7,269"
7,Russia,"18,211,178","+5,011","376,560",+139,"17,578,659","+8,723","255,959","2,300","124,692","2,578","273,400,000","1,871,969","146,049,463",Europe,8,388,1,34,1.0,"1,753"
8,S. Korea,"17,438,068","+42,277","23,158",+79,N/A,N/A,N/A,441,"339,591",451,"15,804,065","307,770","51,350,274",Asia,3,"2,217",3,823,2,"320,259"
