#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"115,110,712","+52,589","1,528,845",+360,"109,145,513","+109,158","4,436,354","9,205",,,,,,North America,,,,,,
,Asia,"186,010,004","+252,459","1,472,127",+538,"178,658,146","+335,165","5,879,731","12,120",,,,,,Asia,,,,,,
,Europe,"223,121,175","+115,503","1,908,573",+330,"217,224,782","+196,077","3,987,820","9,059",,,,,,Europe,,,,,,
,South America,"63,825,634","+21,906","1,326,979",+130,"61,938,612","+74,399","560,043","10,414",,,,,,South America,,,,,,
,Oceania,"12,240,324","+9,163","19,961",+80,"12,055,191","+11,302","165,172",115,,,,,,Australia/Oceania,,,,,,
,Africa,"12,621,682","+1,177","257,478",+18,"11,948,147","+1,069","416,057","1,023",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"612,930,252","+452,797","6,513,978","+1,456","590,971,097","+727,170","15,445,177","41,936","78,633",835.7,,,,All,,,,,,
1,USA,"97,022,898","+47,519","1,075,314",+293,"93,051,193","+100,069","2,896,391","3,829",,,"1,108,530,387",,,North America,,,,,,
2,India,"44,488,468","+8,123","528,121",+18,"43,906,972","+6,768","53,375",698,"31,560",375,"888,710,787","630,451","1,409,643,789",Asia,32,"2,669",2,6,0.01,38
3,France,"34,682,193","+19,087","154,468",+31,"34,185,355","+19,812","342,370",869,"528,781","2,355","271,490,188","4,139,268","65,588,934",Europe,2,425,0,291,0.5,"5,220"
4,Brazil,"34,563,920","+14,005","684,866",+82,"33,612,456","+65,730","266,598","8,318","160,122","3,173","63,776,166","295,452","215,859,899",South America,6,315,3,65,0.4,"1,235"
