#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"98,324,806","+29,676","1,459,847",+184,"94,165,703","+33,262","2,699,256","7,139",,,,,,North America,,,,,,
,Asia,"147,921,193","+130,458","1,423,876",+395,"125,966,592","+104,327","20,530,725","12,671",,,,,,Asia,,,,,,
,South America,"56,801,660","+17,772","1,294,322",+35,"52,915,972","+6,970","2,591,366","10,809",,,,,,South America,,,,,,
,Europe,"191,123,113","+188,323","1,817,852",+589,"176,274,333","+298,353","13,030,928","9,364",,,,,,Europe,,,,,,
,Oceania,"7,156,060","+46,381","10,626",+59,"6,673,440","+7,966","471,994",175,,,,,,Australia/Oceania,,,,,,
,Africa,"11,902,090","+6,699","253,795",+4,"11,103,051","+2,756","545,244",969,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"513,229,643","+419,309","6,260,333","+1,266","467,099,797","+453,634","39,869,513","41,127","65,843",803.1,,,,All,,,,,,
1,USA,"83,066,907","+24,751","1,020,833",+115,"80,684,208","+28,683","1,361,866","1,579","248,299","3,051","1,005,438,148","3,005,403","334,543,517",North America,4,328,0,74,0.3,"4,071"
2,India,"43,079,157","+3,293","523,803",,"42,533,377",,"21,977",698,"30,667",373,"837,442,023","596,148","1,404,754,469",Asia,33,"2,682",2,2,,16
3,Brazil,"30,448,236","+15,194","663,497",+13,"29,507,557",,"277,182","8,318","141,412","3,082","63,776,166","296,198","215,315,795",South America,7,325,3,71,0.06,"1,287"
4,France,"28,645,285","+49,482","145,930",+61,"26,801,506","+107,496","1,697,849","1,677","437,086","2,227","266,484,045","4,066,162","65,536,993",Europe,2,449,0,755,0.9,"25,907"
5,Germany,"24,761,600","+57,003","135,900",+106,"22,307,900","+80,300","2,317,800","1,446","293,827","1,613","122,332,384","1,451,626","84,272,659",Europe,3,620,1,676,1,"27,504"
6,UK,"22,038,340",,"174,912",,"21,168,267",,"695,161",302,"321,556","2,552","517,337,635","7,548,346","68,536,553",Europe,3,392,0,,,"10,143"
7,Russia,"18,182,354","+7,363","375,884",+157,"17,539,985","+11,022","266,485","2,300","124,495","2,574","273,400,000","1,871,979","146,048,611",Europe,8,389,1,50,1,"1,825"
8,S. Korea,"17,237,878","+43,262","22,794",+70,N/A,N/A,N/A,490,"335,696",444,"15,804,065","307,773","51,349,673",Asia,3,"2,253",3,842,1,"316,371"
9,Italy,"16,463,200","+53,602","163,507",+130,"15,070,314","+71,625","1,229,379",366,"273,023","2,712","213,773,683","3,545,189","60,299,653",Europe,4,369,0,889,2,"20,388"
10,Turkey,"15,032,093","+1,772","98,771",+11,"14,927,975",,"5,347",975,"174,803","1,149","159,024,414","1,849,238","85,994,556",Asia,6,871,1,21,0.1,62
11,Spain,"11,896,152",,"104,456",,"11,389,694",,"402,002",339,"254,257","2,233","471,036,328","10,067,500","46,787,813",Europe,4,448,0,,,"8,592"
12,Vietnam,"10,649,809","+5,109","43,041",+3,"9,262,255","+16,727","1,344,513",475,"107,643",435,"85,798,077","867,206","98,936,255",Asia,9,"2,299",1,52,0.03,"13,590"
13,Argentina,"9,072,230",,"128,542",,"8,895,999",,"47,689",372,"197,427","2,797","35,716,069","777,242","45,952,326",South America,5,357,1,,,"1,038"
14,Netherlands,"8,047,132",,"22,243",,"7,811,564",,"213,325",66,"467,747","1,293","21,107,399","1,226,887","17,204,034",Europe,2,773,1,,,"12,400"
15,Japan,"7,850,252","+36,403","29,548",+42,"7,402,570","+46,281","418,134",171,"62,417",235,"48,679,214","387,049","125,770,233",Asia,16,"4,256",3,289,0.3,"3,325"
16,Iran,"7,221,653",+532,"141,083",+11,"6,983,502","+3,019","97,068",996,"84,018","1,641","50,914,586","592,347","85,953,973",Asia,12,609,2,6,0.1,"1,129"
17,Colombia,"6,092,667",+264,"139,797",+4,"5,926,476",+460,"26,394",342,"117,455","2,695","34,465,052","664,422","51,872,217",South America,9,371,2,5,0.08,509
18,Indonesia,"6,046,796",+329,"156,257",+17,"5,882,660",+598,"7,879","2,771","21,689",560,"95,495,775","342,525","278,799,748",Asia,46,"1,784",3,1,0.06,28
19,Poland,"5,996,514",+842,"116,059",+17,"5,334,680",+61,"545,775","1,321","158,760","3,073","36,092,285","955,555","37,770,999",Europe,6,325,1,22,0.5,"14,450"
20,Australia,"5,928,306","+39,258","7,242",+53,"5,553,745",,"367,319",139,"227,665",278,"69,334,180","2,662,645","26,039,586",Australia/Oceania,4,"3,596",0,"1,508",2,"14,106"
21,Mexico,"5,738,769",+958,"324,294",+40,"5,038,150",+677,"376,325","4,798","43,673","2,468","15,801,675","120,253","131,403,824",North America,23,405,8,7,0.3,"2,864"
22,Ukraine,"5,001,719",,"108,391",,N/A,N/A,N/A,177,"115,635","2,506","19,521,252","451,311","43,254,550",Europe,9,399,2,,,"19,311"
23,Malaysia,"4,448,004","+2,107","35,547",+5,"4,366,951","+6,890","45,506",69,"134,290","1,073","58,730,151","1,773,124","33,122,422",Asia,7,932,1,64,0.2,"1,374"
24,Thailand,"4,250,949","+12,888","28,529",+126,"4,070,856","+17,105","151,564","1,496","60,624",407,"17,270,775","246,305","70,119,486",Asia,16,"2,458",4,184,2,"2,162"
25,Austria,"4,140,543","+5,199","18,156",+18,"4,042,540","+7,931","79,847",87,"454,998","1,995","183,002,443","20,109,840","9,100,144",Europe,2,501,0,571,2,"8,774"
26,Israel,"4,076,111","+1,992","10,695",,"4,042,243","+3,850","23,173",220,"437,070","1,147","41,373,364","4,436,346","9,326,000",Asia,2,872,0,214,,"2,485"
27,Belgium,"4,056,448",,"31,439",,"3,788,323",,"236,686",150,"347,250","2,691","33,531,891","2,870,479","11,681,636",Europe,3,372,0,,,"20,261"
28,Czechia,"3,905,101","+1,436","40,155",+8,"3,845,118",+97,"19,828",29,"363,427","3,737","55,199,677","5,137,136","10,745,223",Europe,3,268,0,134,0.7,"1,845"
29,Portugal,"3,853,800",,"22,280",,N/A,N/A,N/A,61,"379,966","2,197","41,278,379","4,069,851","10,142,478",Europe,3,455,0,,,"94,192"
30,South Africa,"3,791,925","+6,527","100,363",+3,"3,648,831","+2,590","42,731",192,"62,498","1,654","24,475,485","403,402","60,672,691",Africa,16,605,2,108,0.05,704
31,Canada,"3,749,083","+2,799","39,243",+13,"3,454,966","+3,158","254,874",468,"97,770","1,023","60,871,310","1,587,430","38,345,820",North America,10,977,1,73,0.3,"6,647"
32,Philippines,"3,685,643",+240,"60,341",+36,"3,618,137","+1,428","7,165",289,"32,837",538,"29,565,513","263,410","112,241,473",Asia,30,"1,860",4,2,0.3,64
33,Switzerland,"3,602,489",,"13,859",,"3,459,053",,"129,577",87,"410,770","1,580","20,767,523","2,367,996","8,770,082",Europe,2,633,0,,,"14,775"
34,Peru,"3,564,558",,"212,810",,N/A,N/A,N/A,324,"105,430","6,294","29,813,461","881,804","33,809,637",South America,9,159,1,,,"48,243"
35,Chile,"3,558,631","+2,298","57,527",+18,"3,413,427","+6,497","87,677",221,"183,288","2,963","37,001,758","1,905,780","19,415,542",South America,5,338,1,118,0.9,"4,516"
36,Greece,"3,323,922","+6,497","29,153",+39,"3,212,923","+3,827","81,846",239,"321,768","2,822","79,829,956","7,727,828","10,330,193",Europe,3,354,0,629,4,"7,923"
37,Denmark,"2,966,047",+843,"6,158",+9,"2,941,761","+1,304","18,128",13,"508,807","1,056","127,218,115","21,823,490","5,829,412",Europe,2,947,0,145,2,"3,110"
38,Romania,"2,893,876",+887,"65,486",+8,"2,606,660",,"221,730",198,"152,280","3,446","22,702,071","1,194,617","19,003,633",Europe,7,290,1,47,0.4,"11,668"
39,Sweden,"2,500,917",,"18,739",,"2,469,149","+1,071","13,029",21,"244,848","1,835","18,513,445","1,812,530","10,214,145",Europe,4,545,1,,,"1,276"
40,Iraq,"2,325,092",+110,"25,211",,"2,297,747",+201,"2,134",20,"55,533",602,"18,478,198","441,340","41,868,370",Asia,18,"1,661",2,3,,51
41,Serbia,"2,006,353",+521,"15,991",+7,"1,975,636","+2,889","14,726",23,"231,328","1,844","9,487,930","1,093,939","8,673,178",Europe,4,542,1,60,0.8,"1,698"
42,Bangladesh,"1,952,691",+17,"29,127",,"1,895,404",+258,"28,160","1,297","11,645",174,"13,990,466","83,434","167,682,449",Asia,86,"5,757",12,0.1,,168
43,Hungary,"1,901,017",,"46,201",,"1,804,295",,"50,521",41,"197,701","4,805","11,339,446","1,179,275","9,615,608",Europe,5,208,1,,,"5,254"
44,Slovakia,"1,780,955",+933,"19,905",+14,"1,743,306",+915,"17,744",70,"325,916","3,643","7,088,924","1,297,277","5,464,466",Europe,3,275,1,171,3,"3,247"
45,Jordan,"1,694,216",,"14,048",,"1,678,941",,"1,227",124,"163,095","1,352","16,670,254","1,604,775","10,387,908",Asia,6,739,1,,,118
46,Georgia,"1,655,098",+153,"16,807",,"1,637,037",+237,"1,254",,"416,356","4,228","16,908,154","4,253,410","3,975,200",Asia,2,237,0,38,,315
47,Pakistan,"1,528,412",+65,"30,371",,"1,494,141",,"3,900",131,"6,683",133,"28,156,480","123,108","228,714,454",Asia,150,"7,531",8,0.3,,17
48,Ireland,"1,517,112",,"7,087",,"1,452,338","+5,232","57,687",37,"301,110","1,407","12,063,637","2,394,339","5,038,400",Europe,3,711,0,,,"11,449"
49,Norway,"1,426,013",+204,"2,932",,N/A,N/A,N/A,20,"259,342",533,"11,002,430","2,000,961","5,498,572",Europe,4,"1,875",0,37,,"242,632"
50,Kazakhstan,"1,305,521",,"13,660",,"1,291,055",,806,24,"68,044",712,"11,575,012","603,293","19,186,398",Asia,15,"1,405",2,,,42
51,Hong Kong,"1,204,210",+363,"9,308",+10,N/A,N/A,N/A,115,"158,283","1,223","44,972,952","5,911,321","7,607,936",Asia,6,817,0,48,1,"155,321"
52,Singapore,"1,195,767",,"1,334",,"1,132,574","+2,562","61,859",6,"201,502",225,"23,712,995","3,995,937","5,934,277",Asia,5,"4,448",0,,,"10,424"
53,Morocco,"1,164,953",+46,"16,069",,"1,148,474",+38,410,293,"30,894",426,"11,237,010","297,996","37,708,607",Africa,32,"2,347",3,1,,11
54,Bulgaria,"1,156,729",+263,"36,913",+2,"978,145",+41,"141,671",82,"168,790","5,386","9,848,912","1,437,158","6,853,049",Europe,6,186,1,38,0.3,"20,673"
55,Croatia,"1,122,459",+797,"15,828",+6,"1,100,854","+1,032","5,777",24,"276,530","3,899","4,786,857","1,179,292","4,059,093",Europe,4,256,1,196,1,"1,423"
56,Cuba,"1,102,941",+191,"8,526",,"1,093,508",+261,907,23,"97,485",754,"12,920,253","1,141,970","11,314,005",North America,10,"1,327",1,17,,80
57,Lebanon,"1,096,955",+101,"10,386",+2,"1,081,770",+378,"4,799",186,"162,039","1,534","4,795,578","708,389","6,769,695",Asia,6,652,1,15,0.3,709
58,Lithuania,"1,058,195",+504,"9,094",+2,"1,023,749","+1,229","25,352",35,"398,863","3,428","8,247,311","3,108,638","2,653,030",Europe,3,292,0,190,0.8,"9,556"
59,Tunisia,"1,040,193",,"28,550",,N/A,N/A,N/A,29,"86,365","2,370","4,572,976","379,683","12,044,209",Africa,12,422,3,,,"-1,198.25"
60,Finland,"1,023,013",,"3,939",,"46,000",,"973,074",24,"184,114",709,"10,720,282","1,929,350","5,556,421",Europe,5,"1,411",1,,,"175,126"
61,Slovenia,"1,010,058",+948,"6,592",,"990,337","+1,319","13,129",23,"485,731","3,170","2,646,120","1,272,504","2,079,459",Europe,2,315,1,456,,"6,314"
62,Belarus,"980,345",+436,"6,947",+4,"928,536",,"44,862",,"103,810",736,"13,157,373","1,393,250","9,443,653",Europe,10,"1,359",1,46,0.4,"4,750"
63,Nepal,"978,810",+4,"11,951",,"966,629",+17,230,,"32,527",397,"5,636,303","187,299","30,092,577",Asia,31,"2,518",5,0.1,,8
64,New Zealand,"930,969","+7,122",702,+6,"877,888","+7,966","52,379",,"186,116",140,"7,078,901","1,415,186","5,002,100",Australia/Oceania,5,"7,125",1,"1,424",1,"10,471"
65,Bolivia,"904,883",,"21,910",,"858,053",,"24,920",220,"75,637","1,831","2,699,040","225,607","11,963,463",South America,13,546,4,,,"2,083"
66,UAE,"898,571",+261,"2,302",,"881,831",+315,"14,438",,"88,894",228,"155,925,308","15,425,351","10,108,380",Asia,11,"4,391",0,26,,"1,428"
67,Uruguay,"895,775",,"7,197",,"886,654",,"1,924",18,"256,251","2,059","6,091,188","1,742,485","3,495,691",South America,4,486,1,,,550
68,Ecuador,"869,124",,"35,588",,N/A,N/A,N/A,759,"47,934","1,963","2,470,170","136,235","18,131,709",South America,21,509,7,,,"21,490"
69,Costa Rica,"852,074",,"8,405",,"832,853",,"10,816",45,"164,526","1,623","4,291,131","828,568","5,178,975",North America,6,616,1,,,"2,088"
70,Guatemala,"845,868",,"17,566",,"825,981",,"2,321",5,"45,673",948,"4,454,022","240,498","18,519,975",North America,22,"1,054",4,,,125
71,Latvia,"822,013",,"5,760",,"808,909",,"7,344",11,"444,771","3,117","7,174,863","3,882,144","1,848,170",Europe,2,321,0,,,"3,974"
72,Azerbaijan,"792,562",+4,"9,709",,"782,761",+17,92,,"76,904",942,"6,814,486","661,222","10,305,891",Asia,13,"1,061",2,0.4,,9
73,Panama,"775,488",,"8,184",,"761,669",,"5,635",8,"174,712","1,844","5,865,660","1,321,496","4,438,653",North America,6,542,1,,,"1,270"
74,Saudi Arabia,"754,011",+90,"9,088",+2,"741,673",+133,"3,250",45,"21,060",254,"41,892,775","1,170,099","35,802,769",Asia,47,"3,940",1,3,0.06,91
75,Sri Lanka,"663,362",+33,"16,504",,"646,125",+4,733,,"30,744",765,"6,486,117","300,603","21,577,036",Asia,33,"1,307",3,2,,34
76,Paraguay,"649,455",,"18,795",,"624,673",,"5,987",2,"89,060","2,577","2,623,300","359,733","7,292,354",South America,11,388,3,,,821
77,Kuwait,"631,409",,"2,555",,"628,090",,764,8,"143,968",583,"8,007,805","1,825,861","4,385,769",Asia,7,"1,717",1,,,174
78,Myanmar,"612,883",+19,"19,434",,"591,812",+18,"1,637",,"11,128",353,"7,954,939","144,438","55,075,204",Asia,90,"2,834",7,0.3,,30
79,Palestine,"581,940",,"5,353",,"576,242",,345,17,"109,435","1,007","3,078,533","578,927","5,317,654",Asia,9,993,2,,,65
80,Dominican Republic,"579,248",,"4,376",,"574,601",,271,6,"52,438",396,"3,274,131","296,399","11,046,352",North America,19,"2,524",3,,,25
81,Estonia,"572,193",+276,"2,539",+1,"511,039",+689,"58,615",3,"430,816","1,912","3,326,696","2,504,737","1,328,162",Europe,2,523,0,208,0.8,"44,132"
82,Bahrain,"568,706",+339,"1,475",,"563,892",+419,"3,339",3,"314,309",815,"9,721,489","5,372,820","1,809,383",Asia,3,"1,227",0,187,,"1,845"
83,Venezuela,"522,305",,"5,708",,"515,666",,931,230,"18,463",202,"3,359,014","118,739","28,288,977",South America,54,"4,956",8,,,33
84,Moldova,"516,986",,"11,489",,"504,142",,"1,355",49,"128,704","2,860","3,216,305","800,701","4,016,861",Europe,8,350,1,,,337
85,Egypt,"515,645",,"24,613",,"442,182",,"48,850",122,"4,871",233,"3,693,367","34,891","105,854,445",Africa,205,"4,301",29,,,461
86,Libya,"501,904",,"6,430",,"490,973",,"4,501",101,"71,276",913,"2,477,219","351,791","7,041,726",Africa,14,"1,095",3,,,639
87,Cyprus,"474,267","+3,786","1,020",+9,"124,370",,"348,877",60,"387,666",834,"9,477,138","7,746,608","1,223,392",Asia,3,"1,199",0,"3,095",7,"285,172"
88,Ethiopia,"470,568",+18,"7,510",,"455,383",+3,"7,675",11,"3,916",63,"4,789,701","39,862","120,155,855",Africa,255,"15,999",25,0.1,,64
89,Mongolia,"469,885",+55,"2,179",,"313,256",,"154,450",192,"139,243",646,"4,030,048","1,194,237","3,374,580",Asia,7,"1,549",1,16,,"45,769"
90,Honduras,"423,179",,"10,893",,"132,318",,"279,968",105,"41,521","1,069","1,263,329","123,954","10,191,929",North America,24,936,8,,,"27,470"
91,Armenia,"422,867",+2,"8,622",,"411,050",+12,"3,195",,"142,219","2,900","3,051,264","1,026,205","2,973,346",Asia,7,345,1,0.7,,"1,075"
92,Oman,"389,126",,"4,258",,"384,243",,625,4,"72,823",797,"25,000,000","4,678,645","5,343,427",Asia,14,"1,255",0,,,117
93,Bosnia and Herzegovina,"377,087",,"15,765",,"192,218",,"169,104",,"116,256","4,860","1,758,191","542,049","3,243,599",Europe,9,206,2,,,"52,135"
94,Réunion,"374,295",,742,,"355,605",,"17,948",10,"412,688",818,"1,603,660","1,768,155","906,968",Africa,2,"1,222",1,,,"19,789"
95,Qatar,"364,602",+42,677,,"363,365",+79,560,3,"129,853",241,"3,440,937","1,225,490","2,807,805",Asia,8,"4,147",1,15,,199
96,Kenya,"323,773",+13,"5,649",,"317,960",+28,164,,"5,789",101,"3,598,809","64,344","55,931,142",Africa,173,"9,901",16,0.2,,3
97,Zambia,"319,594",,"3,976",,"314,690",,928,,"16,540",206,"3,423,665","177,184","19,322,611",Africa,60,"4,860",6,,,48
98,North Macedonia,"309,571",,"9,280",,"299,738",,553,,"148,602","4,455","2,018,029","968,708","2,083,218",Europe,7,224,1,,,265
99,Botswana,"305,859",,"2,688",,"303,026",,145,1,"125,444","1,102","2,026,898","831,303","2,438,217",Africa,8,907,1,,,59
100,Albania,"275,107",+52,"3,496",,"271,213",+28,398,2,"95,787","1,217","1,806,414","628,960","2,872,065",Europe,10,822,2,18,,139
101,Algeria,"265,780",+1,"6,875",,"178,355",,"80,550",6,"5,868",152,"230,861","5,097","45,295,189",Africa,170,"6,588",196,0.02,,"1,778"
102,Nigeria,"255,716",,"3,143",,"249,896",,"2,677",11,"1,187",15,"5,075,820","23,559","215,455,399",Africa,843,"68,551",42,,,12
103,Zimbabwe,"247,875",+33,"5,469",,"241,689",+46,717,12,"16,246",358,"2,256,453","147,891","15,257,569",Africa,62,"2,790",7,2,,47
104,Uzbekistan,"238,596",+19,"1,637",,"236,670",+20,289,23,"6,945",48,"1,377,915","40,109","34,353,954",Asia,144,"20,986",25,0.6,,8
105,Luxembourg,"237,856",,"1,064",,"227,197",,"9,595",3,"369,025","1,651","4,227,288","6,558,480","644,553",Europe,3,606,0,,,"14,886"
106,Montenegro,"235,228",+77,"2,714",,"231,778",+70,736,6,"374,441","4,320","2,452,639","3,904,164","628,211",Europe,3,231,0,123,,"1,172"
107,Mozambique,"225,384",+1,"2,201",,"223,113",,70,13,"6,861",67,"1,313,202","39,973","32,851,901",Africa,146,"14,926",25,0.03,,2
108,Laos,"207,469",+273,744,+1,"7,660",,"199,065",,"27,781",100,"1,232,128","164,985","7,468,129",Asia,36,"10,038",6,37,0.1,"26,655"
109,Kyrgyzstan,"200,992",,"2,991",,"196,400",,"1,601",131,"29,907",445,"1,907,195","283,787","6,720,517",Asia,33,"2,247",4,,,238
110,Iceland,"185,579",,119,,"75,685",,"109,775",,"537,469",345,"1,953,616","5,658,014","345,283",Europe,2,"2,902",0,,,"317,928"
111,Maldives,"179,171",,298,,"163,687",,"15,186",25,"321,149",534,"2,213,831","3,968,100","557,907",Asia,3,"1,872",0,,,"27,220"
112,Afghanistan,"178,879",+6,"7,683",,"161,883",,"9,313","1,124","4,414",190,"944,283","23,300","40,527,019",Asia,227,"5,275",43,0.1,,230
113,Uganda,"164,069",,"3,596",,"100,205",,"60,268",2,"3,392",74,"2,612,795","54,012","48,374,300",Africa,295,"13,452",19,,,"1,246"
114,El Salvador,"162,089",,"4,128",,"150,662",,"7,299",8,"24,762",631,"1,950,448","297,964","6,545,909",North America,40,"1,586",3,,,"1,115"
115,Ghana,"161,173",,"1,445",,"159,691",,37,1,"4,997",45,"2,435,846","75,517","32,255,757",Africa,200,"22,322",13,,,1
116,Namibia,"158,649",,"4,025",,"153,662",,962,,"60,442","1,533","1,005,918","383,232","2,624,828",Africa,17,652,3,,,367
117,Martinique,"153,253",,926,,104,,"152,223",8,"408,965","2,471","828,928","2,212,044","374,734",North America,2,405,0,,,"406,216"
118,Trinidad and Tobago,"147,867",+417,"3,829",+5,"135,209",,"8,829",18,"105,037","2,720","704,554","500,481","1,407,755",North America,10,368,2,296,4,"6,272"
119,Brunei,"141,850",+102,218,,"140,892",+181,740,1,"318,677",490,"717,784","1,612,559","445,121",Asia,3,"2,042",1,229,,"1,662"
120,Guadeloupe,"140,130",,854,,"2,250",,"137,026",19,"350,107","2,134","938,039","2,343,639","400,249",North America,3,469,0,,,"342,352"
121,Cambodia,"136,251",+5,"3,056",,"133,073",+23,122,,"7,949",178,"2,952,645","172,256","17,141,015",Asia,126,"5,609",6,0.3,,7
122,Jamaica,"129,978",,"2,962",,"83,358",,"43,658",,"43,547",992,"996,159","333,750","2,984,745",North America,23,"1,008",3,,,"14,627"
123,Rwanda,"129,806",+7,"1,459",+1,"45,522",,"82,825",,"9,589",108,"5,270,395","389,314","13,537,638",Africa,104,"9,279",3,0.5,0.07,"6,118"
124,Cameroon,"119,780",,"1,927",,"117,791",,62,13,"4,316",69,"1,751,774","63,125","27,750,700",Africa,232,"14,401",16,,,2
125,Taiwan,"115,883","+15,149",865,+3,"25,975",,"89,043",,"4,850",36,"14,758,774","617,640","23,895,412",Asia,206,"27,625",2,634,0.1,"3,726"
126,Angola,"99,194",,"1,900",,"97,149",,145,,"2,856",55,"1,499,795","43,184","34,729,987",Africa,350,"18,279",23,,,4
127,Malta,"91,741",+136,698,,"87,119",+360,"3,924",4,"206,769","1,573","1,883,103","4,244,205","443,688",Europe,5,636,0,307,,"8,844"
128,DRC,"87,023",,"1,337",,"50,930",,"34,756",,921,14,"846,704","8,957","94,525,115",Africa,"1,086","70,699",112,,,368
129,Senegal,"85,997",+2,"1,966",,"84,015",+2,16,,"4,901",112,"1,069,522","60,947","17,548,413",Africa,204,"8,926",16,0.1,,0.9
