#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"122,936,492","+7,894","1,591,737",+49,"117,785,416","+104,470","3,559,339","9,209",,,,,,North America,,,,,,
,Asia,"211,800,443","+105,603","1,524,821",+447,"196,244,667","+124,688","14,030,955","17,268",,,,,,Asia,,,,,,
,Europe,"244,403,825","+11,460","2,000,791",+67,"239,704,234","+22,316","2,698,800","6,806",,,,,,Europe,,,,,,
,South America,"67,568,018","+3,148","1,345,942",+74,"65,509,882","+38,688","712,194","10,293",,,,,,South America,,,,,,
,Oceania,"13,842,392",,"24,604",,"13,648,114",,"169,674",108,,,,,,Australia/Oceania,,,,,,
,Africa,"12,764,482",+387,"258,440",,"12,051,748",+87,"454,294",838,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"673,316,373","+128,492","6,746,350",+637,"644,944,767","+290,249","21,625,256","44,522","86,380",865.5,,,,All,,,,,,
1,USA,"103,854,900","+3,262","1,128,807",+6,"100,871,191","+97,477","1,854,902","4,026","310,195","3,372","1,157,931,203","3,458,521","334,805,269",North America,3,297,0,10,0.02,"5,540"
2,India,"44,681,921",,"530,733",,"44,149,228",,"1,960",698,"31,765",377,"914,020,290","649,794","1,406,631,776",Asia,31,"2,650",2,,,1
3,France,"39,484,549","+3,477","163,752",,"39,169,516","+2,246","151,281",869,"602,041","2,497","271,490,188","4,139,547","65,584,518",Europe,2,401,0,53,,"2,307"
4,Germany,"37,668,384",,"164,703",,"37,207,000","+4,600","296,681","1,281","449,055","1,963","122,332,384","1,458,359","83,883,596",Europe,2,509,1,,,"3,537"
5,Brazil,"36,734,089","+1,073","696,323",+7,"35,699,675","+24,647","338,091","8,318","170,576","3,233","63,776,166","296,146","215,353,593",South America,6,309,3,5,0.03,"1,570"
6,Japan,"32,045,328","+64,450","65,369",+326,"21,469,577","+11,270","10,510,382",671,"255,169",521,"90,589,390","721,340","125,584,838",Asia,4,"1,921",1,513,3,"83,691"
7,S. Korea,"29,999,529","+16,624","33,209",+24,"29,265,981","+78,524","700,339",460,"584,446",647,"15,804,065","307,892","51,329,899",Asia,2,"1,546",3,324,0.5,"13,644"
8,Italy,"25,415,630",,"186,488",,"24,929,092",,"300,050",227,"421,747","3,095","264,869,515","4,395,243","60,262,770",Europe,2,323,0,,,"4,979"
9,UK,"24,259,240",,"203,229",,"23,962,433",,"93,578",146,"354,160","2,967","522,526,476","7,628,357","68,497,907",Europe,3,337,0,,,"1,366"
10,Russia,"21,894,157","+5,729","394,694",+41,"21,306,526","+4,021","192,937","2,300","150,160","2,707","273,400,000","1,875,095","145,805,947",Europe,7,369,1,39,0.3,"1,323"
11,Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1,,,"1,819"
12,Spain,"13,722,677",,"118,183",,"13,541,111",,"63,383",231,"293,727","2,530","471,036,328","10,082,298","46,719,142",Europe,3,395,0,,,"1,357"
13,Vietnam,"11,526,329",+11,"43,186",,"10,612,409",+9,"870,734",3,"116,482",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1,0.1,,"8,799"
14,Australia,"11,274,262",,"18,092",,"11,198,224",,"57,946",80,"432,481",694,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2,"1,441",0,,,"2,223"
15,Argentina,"10,024,095",,"130,338",,"9,812,628","+10,365","81,129",402,"217,867","2,833","35,716,069","776,264","46,010,234",South America,5,353,1,,,"1,763"
16,Taiwan,"9,342,958","+19,187","16,098",+27,"8,873,271","+16,565","453,589",,"391,105",674,"29,898,634","1,251,586","23,888,595",Asia,3,"1,484",1,803,1,"18,988"
17,Netherlands,"8,579,731",,"22,989",,"8,538,769","+1,278","17,973",53,"498,490","1,336","25,984,435","1,509,718","17,211,447",Europe,2,749,1,,,"1,044"
18,Iran,"7,563,385",+112,"144,735",+1,"7,337,064",+47,"81,586",210,"87,923","1,683","54,420,785","632,632","86,022,837",Asia,11,594,2,1,0.01,948
19,Mexico,"7,341,480","+4,380","331,870",+41,"6,571,603","+3,879","438,007","4,798","55,802","2,523","19,289,408","146,618","131,562,772",North America,18,396,7,33,0.3,"3,329"
20,Indonesia,"6,728,065",+218,"160,781",+4,"6,561,823",+360,"5,461","2,771","24,103",576,"114,158,919","408,975","279,134,505",Asia,41,"1,736",2,0.8,0.01,20
21,Poland,"6,375,463",+73,"118,681",,"5,335,940",,"920,842",788,"168,932","3,145","38,080,448","1,009,027","37,739,785",Europe,6,318,1,2,,"24,400"
22,Colombia,"6,354,791",,"142,385",,"6,175,243",,"37,163",342,"123,363","2,764","36,951,507","717,327","51,512,762",South America,8,362,1,,,721
23,Austria,"5,755,617","+1,490","21,626",+1,"5,711,919","+1,827","22,072",52,"634,808","2,385","205,391,270","22,653,341","9,066,710",Europe,2,419,0,164,0.1,"2,434"
24,Greece,"5,683,897",,"35,392",,"5,513,708",,"134,797",115,"550,945","3,431","102,228,365","9,909,078","10,316,637",Europe,2,291,0,,,"13,066"
25,Portugal,"5,562,214",,"25,942",,"5,530,041",+419,"6,231",61,"548,511","2,558","45,879,317","4,524,333","10,140,570",Europe,2,391,0,,,614
26,Ukraine,"5,367,032",,"110,978",,"5,248,912",+487,"7,142",,"124,260","2,569","32,603,805","754,855","43,192,122",Europe,8,389,1,,,165
27,Chile,"5,103,912","+2,075","63,667",+67,"5,033,965","+3,094","6,280",118,"265,136","3,307","48,027,445","2,494,907","19,250,195",South America,4,302,0,108,3,326
28,Malaysia,"5,034,830",+309,"36,932",,"4,987,561",+292,"10,337",13,"151,738","1,113","67,549,216","2,035,776","33,181,072",Asia,7,898,0,9,,312
29,Israel,"4,780,955",+535,"12,148",+7,"4,762,162",+794,"6,645",57,"512,648","1,303","41,373,364","4,436,346","9,326,000",Asia,2,768,0,57,0.8,713
30,DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679",Asia,5,"351,225",,,,
31,Thailand,"4,725,885",,"33,792",,"4,692,074",,19,"1,496","67,437",482,"17,270,775","246,450","70,078,203",Asia,15,"2,074",4,,,0.3
32,Belgium,"4,688,927",,"33,525",,"4,634,723","+1,257","20,679",73,"401,853","2,873","36,517,298","3,129,622","11,668,278",Europe,2,348,0,,,"1,772"
33,Czechia,"4,586,781",+48,"42,280",,"4,537,771",+17,"6,730",25,"427,203","3,938","56,860,981","5,295,904","10,736,784",Europe,2,254,0,4,,627
34,Canada,"4,524,782",,"49,871",,"4,420,282","+2,557","54,629",99,"117,868","1,299","66,343,123","1,728,207","38,388,419",North America,8,770,1,,,"1,423"
35,Peru,"4,478,692",,"218,625",,"4,251,586",+582,"8,481",67,"132,961","6,490","37,651,001","1,117,764","33,684,208",South America,8,154,1,,,252
36,Switzerland,"4,384,899",,"14,451",,"4,358,124","+1,789","12,324",52,"499,781","1,647","23,318,743","2,657,819","8,773,637",Europe,2,607,0,,,"1,405"
37,Philippines,"4,071,963",+399,"65,694",+14,"3,995,682",+377,"10,587",162,"36,192",584,"34,238,444","304,317","112,508,994",Asia,28,"1,713",3,4,0.1,94
38,South Africa,"4,054,160",+364,"102,588",,"3,912,506",,"39,066",192,"66,728","1,689","26,473,049","435,726","60,756,135",Africa,15,592,2,6,,643
39,Romania,"3,319,680",,"67,504",,"3,244,581",,"7,595",118,"174,432","3,547","26,244,526","1,379,017","19,031,335",Europe,6,282,1,,,399
40,Denmark,"3,172,441",,"8,082",,"3,161,776",,"2,583",15,"543,696","1,385","129,120,283","22,128,773","5,834,950",Europe,2,722,0,,,443
41,Hong Kong,"2,858,054","+2,737","13,118",+37,"2,325,816","+15,745","519,120",27,"375,847","1,725","75,375,235","9,912,187","7,604,299",Asia,3,580,0,360,5,"68,267"
42,Sweden,"2,690,473",,"22,988",,"2,644,570","+2,270","22,915",20,"263,282","2,250","19,393,009","1,897,746","10,218,971",Europe,4,445,1,,,"2,242"
43,Iraq,"2,465,545",,"25,375",,"2,439,497",,673,21,"58,474",602,"19,544,451","463,523","42,164,965",Asia,17,"1,662",2,,,16
44,Serbia,"2,464,913",+404,"17,654",+7,"2,431,856","+1,230","15,403",18,"284,862","2,040","12,070,152","1,394,907","8,653,016",Europe,4,490,1,47,0.8,"1,780"
45,Singapore,"2,214,234",+170,"1,720",,"2,141,977",+359,"70,537",2,"372,544",289,"24,756,374","4,165,253","5,943,546",Asia,3,"3,456",0,29,,"11,868"
46,Hungary,"2,191,200",,"48,629",,"2,133,974",,"8,597",61,"228,101","5,062","11,394,556","1,186,160","9,606,259",Europe,4,198,1,,,895
47,New Zealand,"2,157,933",,"3,676",,"2,136,333",,"17,924",,"440,556",750,"7,710,637","1,574,177","4,898,203",Australia/Oceania,2,"1,332",1,,,"3,659"
48,Bangladesh,"2,037,408",,"29,441",,"1,990,396",,"17,571","1,331","12,136",175,"15,175,874","90,394","167,885,689",Asia,82,"5,702",11,,,105
49,Slovakia,"1,860,439",+17,"20,906",+5,"1,838,791",+20,742,28,"340,728","3,829","7,386,095","1,352,717","5,460,193",Europe,3,261,1,3,0.9,136
50,Georgia,"1,811,015",,"16,909",,"1,776,548",,"17,558",,"456,320","4,261","16,920,079","4,263,340","3,968,738",Asia,2,235,0,,,"4,424"
51,Jordan,"1,746,997",,"14,122",,"1,731,007",,"1,868",59,"169,597","1,371","17,201,885","1,669,945","10,300,869",Asia,6,729,1,,,181
52,Ireland,"1,699,347",,"8,431",,"1,680,718",+762,"10,198",22,"338,502","1,679","12,968,708","2,583,306","5,020,199",Europe,3,595,0,,,"2,031"
53,Pakistan,"1,576,176",+9,"30,640",,"1,538,689",,"6,847",9,"6,868",134,"30,570,862","133,213","229,488,994",Asia,146,"7,490",8,0.04,,30
