#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"13,733,444","+151,581","380,036","+1,837","8,616,732","+60,869","4,736,676","25,236",,,,,,North America,,,
,Asia,"15,255,003","+93,266","269,309","+1,584","13,700,791","+162,970","1,284,903","24,951",,,,,,Asia,,,
,South America,"10,445,794","+55,677","312,132","+1,268","9,451,519","+59,085","682,143","17,470",,,,,,South America,,,
,Europe,"14,426,942","+214,204","332,033","+5,129","5,429,546","+145,102","8,665,363","29,989",,,,,,Europe,,,
,Africa,"2,011,185","+12,873","48,112",+337,"1,691,072","+10,101","272,001","2,575",,,,,,Africa,,,
,Oceania,"42,814",+256,"1,002",+5,"32,919",+8,"8,893",27,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,"55,915,903","+527,857","1,342,639","+10,160","38,923,238","+438,135","15,650,026","100,252","7,173",172.2,,,,All,,,
1,USA,"11,681,021","+142,571","254,098","+1,419","7,071,060","+51,696","4,355,863","21,252","35,212",766,"171,495,127","516,959","331,738,050",North America,28,"1,306",2
2,India,"8,912,704","+38,532","131,031",+472,"8,333,013","+44,844","448,660","8,944","6,435",95,"126,542,907","91,359","1,385,123,108",Asia,155,"10,571",11
3,Brazil,"5,911,758","+35,018","166,699",+632,"5,361,592","+39,186","383,467","8,318","27,738",782,"21,900,000","102,754","213,131,136",South America,36,"1,279",10
4,France,"2,036,755","+14,524","46,273",+625,"143,152","+2,272","1,847,330","4,854","31,177",708,"19,275,371","295,053","65,328,442",Europe,32,"1,412",3
5,Russia,"1,971,013","+22,410","33,931",+442,"1,475,904","+22,055","461,178","2,300","13,504",232,"69,550,659","476,510","145,958,304",Europe,74,"4,302",2
6,Spain,"1,535,058","+13,159","41,688",+435,N/A,N/A,N/A,"3,127","32,827",891,"20,742,051","443,569","46,761,678",Europe,30,"1,122",2
7,UK,"1,410,732","+20,051","52,745",+598,N/A,N/A,N/A,"1,391","20,740",775,"39,188,326","576,119","68,021,208",Europe,48,"1,290",2
8,Argentina,"1,329,005","+10,621","36,106",+379,"1,148,833","+8,637","144,066","4,379","29,304",796,"3,508,664","77,365","45,352,351",South America,34,"1,256",13
9,Italy,"1,238,072","+32,191","46,464",+731,"457,798","+15,434","733,810","3,612","20,488",769,"19,239,507","318,388","60,427,888",Europe,49,"1,301",3
10,Colombia,"1,211,128","+5,911","34,381",+158,"1,118,902","+7,035","57,845","2,376","23,707",673,"5,808,870","113,705","51,087,318",South America,42,"1,486",9
11,Mexico,"1,009,396","+2,874","98,861",+319,"754,200","+4,010","156,335","2,941","7,798",764,"2,614,544","20,198","129,443,441",North America,128,"1,309",50
12,Peru,"939,931","+1,663","35,317",+46,"867,306","+1,958","37,308",975,"28,359","1,066","4,831,147","145,761","33,144,354",South America,35,938,7
13,Germany,"833,732","+16,206","13,248",+357,"530,200","+15,000","290,284","3,436","9,939",158,"25,010,416","298,149","83,885,726",Europe,101,"6,332",3
14,Iran,"788,473","+13,352","42,461",+482,"570,774","+6,075","175,238","5,691","9,342",503,"5,586,141","66,189","84,397,224",Asia,107,"1,988",15
15,South Africa,"754,256","+1,987","20,432",+118,"696,820","+1,324","37,004",546,"12,657",343,"5,160,877","86,607","59,589,944",Africa,79,"2,917",12
16,Poland,"752,940","+19,152","10,848",+357,"324,282","+18,260","417,810","2,114","19,903",287,"5,687,216","150,333","37,830,794",Europe,50,"3,487",7
17,Ukraine,"557,657","+11,968","9,856",+159,"250,983","+6,786","296,818",177,"12,781",226,"3,876,966","88,854","43,633,020",Europe,78,"4,427",11
18,Belgium,"537,871","+1,932","14,616",+195,"33,032",+123,"490,223","1,408","46,333","1,259","5,500,084","473,787","11,608,763",Europe,22,794,2
19,Chile,"533,610","+1,006","14,883",+20,"509,401","+1,334","9,326",724,"27,824",776,"4,882,709","254,597","19,178,192",South America,36,"1,289",4
20,Iraq,"524,503","+2,961","11,752",+40,"453,025","+3,460","59,726",363,"12,932",290,"3,164,903","78,034","40,558,176",Asia,77,"3,451",13
