#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"96,310,179","+44,171","1,437,521",+827,"77,075,383","+225,454","17,797,275","8,228",,,,,,North America,,,,,,
,Asia,"135,711,359","+507,924","1,391,203","+1,197","116,748,706","+138,875","17,571,450","27,079",,,,,,Asia,,,,,,
,South America,"55,916,951","+49,802","1,285,540",+423,"51,163,930","+61,922","3,467,481","11,799",,,,,,South America,,,,,,
,Europe,"174,664,331","+782,482","1,762,562","+1,808","153,667,913","+610,551","19,233,856","10,814",,,,,,Europe,,,,,,
,Oceania,"5,018,488","+75,077","8,638",+35,"4,351,665","+15,208","658,185",138,,,,,,Australia/Oceania,,,,,,
,Africa,"11,688,050","+2,394","252,396",+23,"10,883,379","+4,464","552,275","1,416",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"479,310,079","+1,461,850","6,137,875","+4,313","413,891,682","+1,056,474","59,280,522","59,474","61,491",787.4,,,,All,,,,,,
1,USA,"81,593,604","+26,369","1,003,054",+607,"64,030,552","+206,158","16,559,998","2,606","244,034","3,000","977,841,774","2,924,579","334,352,957",North America,4,333,0,79,2,"49,528"
2,India,"43,017,890","+1,518","516,785",,"42,478,087",,"23,018","8,944","30,652",368,"785,644,225","559,807","1,403,421,018",Asia,33,"2,716",2,1,,16
3,Brazil,"29,802,257","+34,576","658,626",+259,"28,433,713","+26,256","709,918","8,318","138,507","3,061","63,776,166","296,403","215,167,403",South America,7,327,3,161,1,"3,299"
4,France,"24,779,882","+143,571","141,564",+121,"22,870,555","+53,554","1,767,763","1,564","378,187","2,161","254,106,036","3,878,130","65,522,828",Europe,3,463,0,"2,191",2,"26,979"
