#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"11,403,886","+84,890","354,082",+642,"7,533,507","+58,293","3,516,297","20,995",,,,,,North America,,,
,Asia,"13,849,258","+82,137","245,850","+1,477","12,348,544","+91,749","1,254,864","22,158",,,,,,Asia,,,
,South America,"9,731,797","+22,340","295,972",+443,"8,685,245","+13,377","750,580","18,252",,,,,,South America,,,
,Europe,"10,445,915","+244,712","270,019","+2,274","3,900,195","+60,549","6,275,701","22,504",,,,,,Europe,,,
,Africa,"1,813,750","+7,930","43,461",+217,"1,481,340","+8,582","288,949","2,341",,,,,,Africa,,,
,Oceania,"38,879","+1,401",979,+9,"32,694",+20,"5,206",25,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,"47,284,206","+443,410","1,210,378","+5,062","33,982,184","+232,570","12,091,644","86,279","6,066",155.3,,,,All,,,
1,USA,"9,554,559","+75,996","236,922",+447,"6,152,709","+49,085","3,164,928","17,309","28,808",714,"146,304,376","441,129","331,658,650",North America,35,"1,400",2
2,India,"8,266,914","+37,592","123,139",+497,"7,601,429","+58,524","542,346","8,944","5,971",89,"110,743,103","79,984","1,384,567,503",Asia,167,"11,244",13
3,Brazil,"5,554,206","+8,501","160,253",+149,"4,980,942",,"413,011","8,318","26,068",752,"21,900,000","102,783","213,069,306",South America,38,"1,330",10
4,Russia,"1,655,038","+18,257","28,473",+238,"1,236,033","+10,360","390,532","2,300","11,339",195,"61,541,970","421,648","145,955,748",Europe,88,"5,126",2
5,France,"1,466,433","+52,518","37,435",+416,"119,104",+877,"1,309,894","3,730","22,449",573,"16,540,372","253,211","65,322,540",Europe,45,"1,745",4
6,Spain,"1,313,087","+18,340","36,257",+127,N/A,N/A,N/A,"2,650","28,081",775,"18,072,174","386,480","46,760,938",Europe,36,"1,290",3
7,Argentina,"1,173,533",,"31,140",,"985,316",,"157,077","5,119","25,886",687,"3,022,449","66,669","45,335,371",South America,39,"1,456",15
8,Colombia,"1,093,256","+9,935","31,670",+155,"985,796","+7,992","75,790","2,376","21,409",620,"5,126,096","100,384","51,065,104",South America,47,"1,612",10
9,UK,"1,053,864","+18,950","46,853",+136,N/A,N/A,N/A,978,"15,496",689,"34,400,076","505,834","68,006,623",Europe,65,"1,451",2
10,Mexico,"929,392","+4,430","91,895",+142,"682,044","+4,385","155,453","2,838","7,183",710,"2,410,306","18,629","129,387,958",North America,139,"1,408",54
11,Peru,"906,545","+1,634","34,585",+56,"830,612","+2,999","41,348","1,043","27,367","1,044","4,551,185","137,392","33,125,526",South America,37,958,7
12,Italy,"731,588","+22,253","39,059",+233,"296,017","+3,637","396,512","2,022","12,106",646,"16,103,649","266,478","60,431,518",Europe,83,"1,547",4
13,South Africa,"727,595",+772,"19,465",+54,"657,500","+2,170","50,630",546,"12,216",327,"4,852,918","81,480","59,559,300",Africa,82,"3,060",12
14,Iran,"628,780","+8,289","35,738",+440,"491,247","+4,556","101,795","5,244","7,454",424,"4,965,326","58,864","84,353,165",Asia,134,"2,360",17
15,Germany,"560,586","+16,240","10,734",+112,"363,100","+7,200","186,752","2,061","6,684",128,"21,882,967","260,900","83,874,775",Europe,150,"7,814",4
16,Chile,"513,188","+1,324","14,302",+55,"489,525","+1,359","9,361",723,"26,768",746,"4,386,173","228,786","19,171,475",South America,37,"1,340",4
17,Iraq,"478,701","+3,413","11,017",+51,"405,777","+2,995","61,907",447,"11,814",272,"2,894,127","71,423","40,521,095",Asia,85,"3,678",14
18,Belgium,"441,018","+11,789","11,737",+112,"25,819",+250,"403,462","1,223","37,997","1,011","5,016,220","432,183","11,606,701",Europe,26,989,2
19,Indonesia,"415,402","+2,618","14,044",+101,"345,566","+3,624","55,792",,"1,513",51,"4,567,608","16,640","274,495,470",Asia,661,"19,545",60
20,Bangladesh,"410,988","+1,736","5,966",+25,"327,901","+1,961","77,121",,"2,487",36,"2,361,702","14,292","165,241,118",Asia,402,"27,697",70
21,Ukraine,"402,194","+6,754","7,375",+69,"163,768","+2,327","231,051",177,"9,215",169,"3,312,549","75,900","43,643,732",Europe,109,"5,918",13
22,Poland,"395,480","+15,578","5,875",+92,"154,413","+7,818","235,192","1,453","10,453",155,"4,828,389","127,625","37,832,486",Europe,96,"6,440",8
23,Philippines,"385,400","+2,298","7,269",+32,"348,830",+87,"29,301","1,483","3,501",66,"4,848,952","44,054","110,069,447",Asia,286,"15,142",23
24,Turkey,"379,775","+2,302","10,402",+76,"327,007","+1,521","42,366","2,341","4,487",123,"14,264,260","168,521","84,643,935",Asia,223,"8,137",6
25,Netherlands,"368,147","+8,286","7,463",+29,N/A,N/A,N/A,615,"21,469",435,"3,327,701","194,061","17,147,742",Europe,47,"2,298",5
26,Saudi Arabia,"348,037",+381,"5,437",+17,"334,672",+436,"7,928",755,"9,945",155,"8,151,353","232,930","34,994,884",Asia,101,"6,436",4
27,Czechia,"345,699","+4,055","3,603",+174,"158,073",+655,"184,023","1,156","32,261",336,"2,348,162","219,132","10,715,728",Europe,31,"2,974",5
28,Pakistan,"335,093","+1,123","6,835",+12,"315,016",+461,"13,242",707,"1,507",31,"4,486,843","20,182","222,317,083",Asia,663,"32,526",50
