#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"18,775,752","+224,783","445,596","+3,490","11,319,823","+93,426","7,010,333","32,297",,,,,,North America,,,
,Asia,"18,870,898","+113,036","309,323","+1,443","16,635,730","+82,033","1,925,845","28,188",,,,,,Asia,,,
,South America,"11,858,977","+72,750","338,172","+1,045","10,532,362","+39,599","988,443","16,634",,,,,,South America,,,
,Europe,"19,458,731","+223,049","449,999","+5,449","8,995,486","+153,734","10,013,246","26,890",,,,,,Europe,,,
,Africa,"2,358,232","+18,914","55,735",+378,"2,003,688","+12,347","298,809","2,549",,,,,,Africa,,,
,Oceania,"46,548",+134,"1,034",+1,"33,198",+4,"12,316",25,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"71,369,859","+652,666","1,599,874","+11,806","49,520,993","+381,143","20,248,992","106,583","9,156",205.2,,,,All,,,
1,USA,"16,249,217","+200,289","302,332","+2,594","9,407,968","+74,792","6,538,917","27,335","48,963",911,"216,932,614","653,677","331,865,090",North America,20,"1,098",2
2,India,"9,826,031","+29,039","142,618",+396,"9,321,249","+31,061","362,164","8,944","7,089",103,"151,632,223","109,402","1,386,012,075",Asia,141,"9,718",9
3,Brazil,"6,836,313","+52,770","180,453",+652,"5,954,745","+22,968","701,115","8,318","32,061",846,"25,700,000","120,527","213,230,064",South America,31,"1,182",8
4,Russia,"2,597,711","+28,585","45,893",+613,"2,059,840","+26,171","491,978","2,300","17,797",314,"81,564,365","558,804","145,962,393",Europe,56,"3,180",2
5,France,"2,351,372","+13,406","57,567",+412,"175,891","+1,233","2,117,914","2,884","35,988",881,"28,508,991","436,332","65,337,886",Europe,28,"1,135",2
6,UK,"1,809,455","+21,672","63,506",+424,N/A,N/A,N/A,"1,267","26,592",933,"47,141,344","692,801","68,044,545",Europe,38,"1,071",1
7,Italy,"1,805,873","+18,727","63,387",+761,"1,052,163","+24,169","690,323","3,265","29,888","1,049","23,866,590","394,998","60,422,081",Europe,33,953,3
8,Turkey,"1,780,673","+32,106","15,977",+226,"1,154,333",,"610,363","5,952","21,013",189,"20,709,452","244,386","84,740,585",Asia,48,"5,304",4
9,Spain,"1,741,439","+7,053","47,624",+280,N/A,N/A,N/A,"2,100","37,240","1,018","24,101,272","515,393","46,762,862",Europe,27,982,2
10,Argentina,"1,489,328","+7,112","40,606",+175,"1,324,792","+6,605","123,930","3,620","32,819",895,"4,210,197","92,777","45,379,520",South America,30,"1,118",11
11,Colombia,"1,408,909","+8,998","38,669",+185,"1,304,299","+7,879","65,941","2,376","27,559",756,"6,968,618","136,311","51,122,861",South America,36,"1,322",7
12,Germany,"1,298,776","+28,344","21,820",+587,"942,100","+20,000","334,856","4,432","15,479",260,"30,494,036","363,443","83,903,248",Europe,65,"3,845",3
13,Mexico,"1,217,126","+11,897","112,326",+671,"896,130","+6,962","208,670","3,515","9,396",867,"3,118,237","24,073","129,532,213",North America,106,"1,153",42
14,Poland,"1,115,201","+13,110","22,174",+544,"815,356","+23,237","277,671","1,766","29,481",586,"6,620,376","175,012","37,828,086",Europe,34,"1,706",6
15,Iran,"1,092,407","+9,384","51,727",+232,"787,853","+9,686","252,827","5,768","12,933",612,"6,611,783","78,276","84,467,718",Asia,77,"1,633",13
16,Peru,"979,111",,"36,499",,"914,600",,"28,012","1,019","29,514","1,100","5,217,086","157,262","33,174,480",South America,34,909,6
17,Ukraine,"872,228","+13,514","14,755",+285,"480,348","+15,327","377,125",177,"19,998",338,"4,957,299","113,658","43,615,882",Europe,50,"2,956",9
18,South Africa,"845,083","+8,319","22,952",+205,"758,373","+1,702","63,758",546,"14,170",385,"5,779,544","96,909","59,638,974",Africa,71,"2,598",10
