#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"6,662,644","+48,211","249,775","+1,573","3,676,751","+36,411","2,736,118","22,002",,,,,,North America,,,
,South America,"5,408,345","+79,419","179,723","+2,151","3,992,778","+98,721","1,235,844","14,913",,,,,,South America,,,
,Asia,"5,831,425","+93,568","123,295","+1,647","4,551,078","+84,488","1,157,052","18,934",,,,,,Asia,,,
,Europe,"3,223,010","+19,325","203,716",+338,"1,928,802","+11,744","1,090,492","5,197",,,,,,Europe,,,
,Africa,"1,140,286","+8,185","26,350",+408,"862,530","+12,807","251,406","1,214",,,,,,Africa,,,
,Oceania,"26,025",+240,464,+17,"16,680",+390,"8,881",59,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"22,292,456","+248,948","783,338","+6,134","15,029,270","+244,561","6,479,848","62,323","2,860",100.5,,,,All,,,
1,USA,"5,653,307","+41,332","174,941","+1,225","3,002,504","+28,917","2,475,862","17,354","17,066",528,"72,321,339","218,324","331,256,357",North America,59,"1,894",5
2,Brazil,"3,411,872","+48,637","110,019","+1,365","2,554,179","+75,685","747,674","8,318","16,037",517,"13,729,872","64,533","212,756,034",South America,62,"1,934",15
3,India,"2,766,626","+65,022","53,023","+1,098","2,036,703","+60,455","676,900","8,944","2,002",38,"30,941,264","22,393","1,381,752,440",Asia,499,"26,059",45
4,Russia,"932,493","+4,748","15,872",+132,"742,628","+6,527","173,993","2,300","6,389",109,"32,968,759","225,902","145,942,798",Europe,157,"9,195",4
5,South Africa,"592,144","+2,258","12,264",+282,"485,468","+7,797","94,412",539,"9,968",206,"3,430,347","57,746","59,404,038",Africa,100,"4,844",17
6,Peru,"549,321","+7,828","26,658",+177,"374,019","+3,302","148,644","1,527","16,631",807,"2,818,943","85,345","33,030,127",South America,60,"1,239",12
7,Mexico,"525,733","+3,571","57,023",+266,"359,347","+4,246","109,363","3,536","4,072",442,"1,181,695","9,153","129,106,847",North America,246,"2,264",109
8,Colombia,"489,122","+12,462","15,619",+247,"312,323","+10,798","161,180","1,493","9,600",307,"2,299,226","45,125","50,952,553",South America,104,"3,262",22
9,Chile,"388,855","+1,353","10,546",+33,"362,440","+2,055","15,869","1,157","20,319",551,"2,068,079","108,065","19,137,440",South America,49,"1,815",9
10,Spain,"384,270","+2,128","28,670",+24,N/A,N/A,N/A,617,"8,218",613,"7,955,615","170,147","46,757,191",Europe,122,"1,631",6
11,Iran,"347,835","+2,385","19,972",+168,"300,881","+1,724","26,982","3,882","4,134",237,"2,914,049","34,637","84,129,933",Asia,242,"4,212",29
12,UK,"320,286","+1,089","41,381",+12,N/A,N/A,N/A,73,"4,715",609,"14,825,051","218,231","67,932,724",Europe,212,"1,642",5
13,Argentina,"305,966","+6,840","6,048",+234,"223,531","+5,681","76,387","1,799","6,762",134,"994,942","21,988","45,249,337",South America,148,"7,482",45
14,Saudi Arabia,"301,323","+1,409","3,470",+34,"272,911","+4,526","24,942","1,716","8,638",99,"4,378,417","125,520","34,882,225",Asia,116,"10,053",8
15,Pakistan,"289,832",+617,"6,190",+15,"270,009",+922,"13,633",759,"1,309",28,"2,317,213","10,465","221,424,972",Asia,764,"35,771",96
16,Bangladesh,"282,344","+3,200","3,740",+46,"162,825","+2,234","115,779",,"1,712",23,"1,378,819","8,362","164,900,676",Asia,584,"44,091",120
