#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"2,302,519","+24,039","136,375",+838,"941,549","+14,252","1,224,595","19,424",,,,,,North America,,,
,South America,"1,176,180","+29,710","51,327","+1,105","559,961","+28,597","564,892","11,792",,,,,,South America,,,
,Europe,"2,109,178","+14,468","179,360",+417,"1,088,915","+6,787","840,903","7,117",,,,,,Europe,,,
,Asia,"1,392,482","+31,253","35,639",+614,"842,914","+20,618","513,929","14,953",,,,,,Asia,,,
,Africa,"199,000","+6,882","5,390",+173,"88,212","+3,293","105,398",490,,,,,,Africa,,,
,Oceania,"8,875",+5,124,,"8,294",+5,457,3,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"7,188,955","+106,357","408,230","+3,147","3,530,496","+73,552","3,250,229","53,783",922,52.4,,,,All,,,
1,USA,"2,026,105","+18,656","113,050",+581,"771,935","+10,227","1,141,120","16,907","6,123",342,"21,689,693","65,551","330,880,530",North America,163,"2,927",15
2,Brazil,"710,887","+18,925","37,312",+813,"325,602","+23,518","347,973","8,318","3,346",176,"999,836","4,706","212,463,372",South America,299,"5,694",212
3,Russia,"476,658","+8,985","5,971",+112,"230,688","+3,957","239,999","2,300","3,266",41,"13,016,023","89,193","145,930,700",Europe,306,"24,440",11
4,Spain,"288,797",+167,"27,136",,N/A,N/A,N/A,617,"6,177",580,"4,465,338","95,508","46,753,690",Europe,162,"1,723",10
5,UK,"287,399","+1,205","40,597",+55,N/A,N/A,N/A,516,"4,235",598,"5,731,576","84,457","67,863,688",Europe,236,"1,672",12
6,India,"265,928","+8,442","7,473",+266,"129,095","+5,247","129,360","8,944",193,5,"4,774,434","3,462","1,379,122,578",Asia,"5,186","184,547",289
7,Italy,"235,278",+280,"33,964",+65,"166,584",+747,"34,730",283,"3,891",562,"4,236,535","70,063","60,467,085",Europe,257,"1,780",14
8,Peru,"199,696","+3,181","5,571",+106,"89,556","+3,337","104,569","1,062","6,062",169,"1,203,985","36,550","32,941,004",South America,165,"5,913",27
9,Germany,"186,205",+336,"8,783",+7,"169,600",+500,"7,822",540,"2,223",105,"4,348,880","51,916","83,767,456",Europe,450,"9,537",19
10,Iran,"173,832","+2,043","8,351",+70,"136,360","+2,011","29,121","2,619","2,071",100,"1,107,254","13,194","83,921,387",Asia,483,"10,049",76
11,Turkey,"171,121",+989,"4,711",+19,"141,380","+3,411","25,030",625,"2,030",56,"2,377,954","28,215","84,279,639",Asia,493,"17,890",35
12,France,"154,188",+211,"29,209",+54,"71,062",+220,"53,917","1,024","2,363",448,"1,384,633","21,216","65,264,696",Europe,423,"2,234",47
13,Chile,"138,846","+4,696","2,264",+74,"95,631",,"40,951","1,558","7,267",118,"728,815","38,147","19,105,644",South America,138,"8,439",26
14,Mexico,"117,103","+3,484","13,699",+188,"84,419","+2,875","18,985",378,909,106,"336,395","2,611","128,844,230",North America,"1,100","9,405",383
15,Saudi Arabia,"105,283","+3,369",746,+34,"74,524","+1,707","30,013","1,632","3,027",21,"976,815","28,088","34,776,977",Asia,330,"46,618",36
16,Pakistan,"103,671","+4,728","2,067",+65,"34,355",+890,"67,249",111,470,9,"705,833","3,200","220,591,553",Asia,"2,128","106,721",313
17,Canada,"96,244",+545,"7,835",+35,"55,000",+767,"33,409","1,816","2,551",208,"1,930,065","51,167","37,720,832",North America,392,"4,814",20
18,Qatar,"70,158","+1,368",57,+3,"45,935","+1,597","24,166",241,"24,987",20,"259,646","92,473","2,807,805",Asia,40,"49,260",11
19,Bangladesh,"68,504","+2,735",930,+42,"14,560",+657,"53,014",1,416,6,"410,841","2,496","164,582,631",Asia,"2,403","176,971",401
20,Belgium,"59,348",+122,"9,606",+11,"16,315",+24,"33,427",116,"5,122",829,"949,675","81,964","11,586,489",Europe,195,"1,206",12
21,South Africa,"50,879","+2,594","1,080",+82,"26,099","+1,735","23,700",208,859,18,"943,059","15,914","59,258,991",Africa,"1,165","54,869",63
22,Belarus,"49,453",+823,276,+7,"23,880",+233,"25,297",92,"5,233",29,"632,993","66,987","9,449,509",Europe,191,"34,237",15
23,Netherlands,"47,739",+165,"6,016",+3,N/A,N/A,N/A,92,"2,786",351,"414,550","24,197","17,132,558",Europe,359,"2,848",41
24,Sweden,"45,133",+68,"4,694",+35,N/A,N/A,N/A,298,"4,471",465,"275,500","27,290","10,095,291",Europe,224,"2,151",37
25,Ecuador,"43,378",+258,"3,642",+21,"21,020",,"18,716",228,"2,461",207,"127,576","7,238","17,624,879",South America,406,"4,839",138
26,Colombia,"40,719","+1,483","1,308",+49,"16,427","+1,105","22,984",335,801,26,"421,725","8,294","50,847,406",South America,"1,249","38,874",121
27,UAE,"39,376",+568,281,+5,"22,275",+469,"16,820",1,"3,984",28,"2,500,000","252,973","9,882,493",Asia,251,"35,169",4
28,Singapore,"38,296",+386,25,,"25,368",+482,"12,903",4,"6,549",4,"408,495","69,859","5,847,399",Asia,153,"233,896",14
29,Egypt,"35,444","+1,365","1,271",+34,"9,375",+414,"24,798",41,347,12,"135,000","1,321","102,199,634",Africa,"2,883","80,409",757
30,Portugal,"34,885",+192,"1,485",+6,"21,156",+161,"12,244",55,"3,421",146,"873,998","85,699","10,198,446",Europe,292,"6,868",12
31,Kuwait,"32,510",+662,269,+5,"21,242","+1,037","10,999",166,"7,620",63,"318,284","74,604","4,266,300",Asia,131,"15,860",13
32,Indonesia,"32,033",+847,"1,883",+32,"10,904",+406,"19,246",,117,7,"412,980","1,511","273,334,499",Asia,"8,533","145,159",662
33,Switzerland,"30,972",+7,"1,923",+2,"28,700",,349,29,"3,580",222,"425,154","49,147","8,650,592",Europe,279,"4,498",20
34,Ukraine,"27,462",+463,797,+9,"12,195",+141,"14,470",304,628,18,"431,085","9,854","43,748,704",Europe,"1,593","54,892",101
35,Poland,"27,160",+599,"1,166",+9,"12,998",+143,"12,996",160,718,31,"1,071,140","28,300","37,849,071",Europe,"1,394","32,461",35
36,Ireland,"25,207",+6,"1,683",+4,"22,698",,826,34,"5,109",341,"348,416","70,613","4,934,162",Europe,196,"2,932",14
