#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"2,174,842","+27,287","131,135","+2,298","860,659","+23,008","1,183,048","19,380",,,,,,North America,,,
,South America,"1,027,082","+41,358","45,920","+1,646","475,497","+9,483","505,665","11,695",,,,,,South America,,,
,Europe,"2,045,150","+16,909","177,088",+643,"1,042,090","+14,236","825,972","9,338",,,,,,Europe,,,
,Asia,"1,260,001","+33,370","33,058",+593,"765,488","+16,980","461,455","14,532",,,,,,Asia,,,
,Africa,"172,168","+7,183","4,783",+156,"75,828","+3,448","91,557",449,,,,,,Africa,,,
,Oceania,"8,850",+11,124,,"8,233",+11,493,4,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"6,688,814","+126,118","392,123","+5,336","3,228,446","+67,166","3,068,245","55,402",858,50.3,,,,All,,,
1,USA,"1,923,637","+21,854","110,171","+1,029","707,561","+18,891","1,105,905","16,998","5,814",333,"19,560,108","59,119","330,859,357",North America,172,"3,003",17
2,Brazil,"612,862","+28,882","33,884","+1,337","266,132",,"312,846","8,318","2,885",159,"930,013","4,378","212,446,884",South America,347,"6,270",228
3,Russia,"441,108","+8,831","5,384",+169,"204,623","+8,666","231,101","2,300","3,023",37,"11,733,051","80,402","145,930,019",Europe,331,"27,104",12
4,Spain,"287,740",+334,"27,133",+5,N/A,N/A,N/A,617,"6,154",580,"4,063,843","86,921","46,753,492",Europe,162,"1,723",12
5,UK,"281,661","+1,805","39,904",+176,N/A,N/A,N/A,604,"4,151",588,"5,005,565","73,763","67,859,798",Europe,241,"1,701",14
6,Italy,"234,013",+177,"33,689",+88,"161,895",+957,"38,429",338,"3,870",557,"4,049,544","66,970","60,468,053",Europe,258,"1,795",15
7,India,"226,713","+9,889","6,363",+275,"108,450","+4,379","111,900","8,944",164,5,"4,242,718","3,077","1,378,974,417",Asia,"6,082","216,718",325
8,Germany,"184,923",+498,"8,736",+37,"167,800",+500,"8,387",632,"2,208",104,"4,348,880","51,918","83,764,536",Europe,453,"9,588",19
9,Peru,"183,198","+4,284","5,031",+137,"76,228","+3,909","101,939","1,005","5,562",153,"1,135,831","34,486","32,935,983",South America,180,"6,547",29
10,Turkey,"167,410",+988,"4,630",+21,"131,778",+926,"31,002",602,"1,987",55,"2,209,583","26,220","84,269,726",Asia,503,"18,201",38
11,Iran,"164,270","+3,574","8,071",+59,"127,485","+2,279","28,714","2,569","1,958",96,"1,019,362","12,148","83,909,638",Asia,511,"10,396",82
12,France,"152,444",+767,"29,065",+44,"69,976",+521,"53,403","1,163","2,336",445,"1,384,633","21,216","65,263,122",Europe,428,"2,245",47
13,Chile,"118,292","+4,664","1,356",+81,"90,748","+4,575","26,188","1,496","6,192",71,"646,458","33,839","19,103,852",South America,161,"14,088",30
14,Mexico,"101,238","+3,912","11,729","+1,092","73,271","+2,963","16,238",378,786,91,"303,461","2,356","128,829,434",North America,"1,273","10,984",425
15,Canada,"93,726",+641,"7,637",+139,"51,739",+691,"34,350","1,721","2,485",202,"1,787,446","47,391","37,717,219",North America,402,"4,939",21
16,Saudi Arabia,"93,157","+1,975",611,+32,"68,965",+806,"23,581","1,321","2,679",18,"887,209","25,516","34,771,048",Asia,373,"56,908",39
17,Pakistan,"85,264","+4,801","1,770",+82,"30,128","+1,205","53,366",111,387,8,"615,511","2,791","220,544,600",Asia,"2,587","124,601",358
18,Qatar,"63,741","+1,581",45,,"39,468","+1,926","24,228",239,"22,701",16,"241,086","85,863","2,807,805",Asia,44,"62,396",12
19,Belgium,"58,767",+82,"9,548",+26,"16,048",+89,"33,171",143,"5,072",824,"900,282","77,705","11,585,939",Europe,197,"1,213",13
20,Bangladesh,"57,563","+2,423",781,+35,"12,161",+571,"44,621",1,350,5,"358,277","2,177","164,564,713",Asia,"2,859","210,710",459
21,Netherlands,"46,942",+209,"5,990",+13,N/A,N/A,N/A,113,"2,740",350,"378,912","22,117","17,132,145",Europe,365,"2,860",45
22,Belarus,"45,981",+865,253,+5,"21,162",+991,"24,566",92,"4,866",27,"585,065","61,915","9,449,542",Europe,206,"37,350",16
23,Sweden,"41,883","+1,080","4,562",+20,N/A,N/A,N/A,"2,143","4,149",452,"275,500","27,292","10,094,604",Europe,241,"2,213",37
24,Ecuador,"40,966",,"3,486",,"20,019",,"17,461",252,"2,325",198,"119,375","6,774","17,621,950",South America,430,"5,055",148
25,South Africa,"40,792","+3,267",848,+56,"21,311","+1,629","18,633",208,688,14,"820,675","13,851","59,250,820",Africa,"1,453","69,871",72
26,UAE,"37,018",+659,273,+3,"19,572",+419,"17,173",1,"3,746",28,"2,145,493","217,129","9,881,188",Asia,267,"36,195",5
27,Singapore,"36,922",+517,24,,"23,904",+322,"12,994",5,"6,315",4,"408,495","69,865","5,846,897",Asia,158,"243,621",14
28,Colombia,"35,120","+1,766","1,087",+42,"12,921",+633,"21,112",335,691,21,"374,592","7,368","50,841,482",South America,"1,448","46,772",136
29,Portugal,"33,592",+331,"1,455",+8,"20,323",+244,"11,814",58,"3,294",143,"847,181","83,067","10,198,769",Europe,304,"7,009",12
30,Switzerland,"30,913",+20,"1,921",,"28,600",,392,27,"3,574",222,"409,450","47,336","8,649,901",Europe,280,"4,503",21
31,Kuwait,"29,921",+562,236,+6,"17,223","+1,473","12,462",184,"7,014",55,"306,006","71,738","4,265,609",Asia,143,"18,075",14
32,Egypt,"29,767","+1,152","1,126",+38,"7,756",+406,"20,885",41,291,11,"135,000","1,321","102,178,508",Africa,"3,433","90,745",757
33,Indonesia,"28,818",+585,"1,721",+23,"8,892",+486,"18,205",,105,6,"367,640","1,345","273,302,908",Asia,"9,484","158,805",743
34,Ukraine,"25,411",+588,747,+12,"11,042",+602,"13,622",297,581,17,"392,316","8,967","43,751,560",Europe,"1,722","58,570",112
35,Ireland,"25,142",+31,"1,664",+5,"22,698",,780,36,"5,096",337,"348,416","70,622","4,933,560",Europe,196,"2,965",14
36,Poland,"25,048",+361,"1,117",+2,"12,227",+213,"11,704",160,662,30,"996,604","26,331","37,849,522",Europe,"1,511","33,885",38
37,Philippines,"20,382",+634,984,+10,"4,248",+95,"15,150",82,186,9,"389,190","3,555","109,467,656",Asia,"5,371","111,248",281
38,Argentina,"20,197",+929,608,+25,"5,993",+97,"13,596",274,447,13,"178,448","3,951","45,164,434",South America,"2,236","74,284",253
39,Romania,"19,907",+238,"1,305",+9,"13,919",+119,"4,683",153,"1,034",68,"472,850","24,568","19,246,341",Europe,967,"14,748",41
40,Dominican Republic,"18,319",+279,520,+4,"11,474",+250,"6,325",110,"1,690",48,"86,285","7,960","10,839,641",North America,592,"20,845",126
41,Afghanistan,"18,054",+787,300,+6,"1,585",+63,"16,169",19,465,8,"43,569","1,121","38,855,768",Asia,"2,152","129,519",892
42,Israel,"17,495",+118,291,,"15,013",+30,"2,191",27,"1,902",32,"606,596","65,952","9,197,590",Asia,526,"31,607",15
43,Japan,"17,018",+32,903,+3,"14,867",+96,"1,248",102,135,7,"303,633","2,400","126,503,264",Asia,"7,433","140,092",417
44,Austria,"16,805",+34,670,,"15,717",+45,418,22,"1,867",74,"471,466","52,370","9,002,608",Europe,536,"13,437",19
45,Panama,"14,609",,357,,"9,519",,"4,733",75,"3,390",83,"71,139","16,508","4,309,396",North America,295,"12,071",61
46,Oman,"14,316",+778,67,,"3,451",+606,"10,798",58,"2,809",13,"100,181","19,660","5,095,664",Asia,356,"76,055",51
47,Bahrain,"13,296",+481,21,+1,"7,728",+318,"5,547",9,"7,838",12,"345,337","203,586","1,696,267",Asia,128,"80,775",5
48,Kazakhstan,"12,067",+271,52,+4,"6,606",+366,"5,409",62,643,3,"867,286","46,232","18,759,403",Asia,"1,555","360,758",22
49,Denmark,"11,811",+40,582,+2,"10,620",+68,609,17,"2,040",101,"671,558","115,971","5,790,721",Europe,490,"9,950",9
50,Bolivia,"11,638",+647,400,+24,"1,507",+209,"9,731",3,998,34,"28,239","2,422","11,660,610",South America,"1,002","29,152",413
