#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"96,570,973","+46,744","1,442,578",+506,"78,323,149","+129,559","16,805,246","7,646",,,,,,North America,,,,,,
,Asia,"139,415,042","+481,127","1,402,012","+1,126","120,137,948","+124,924","17,875,082","27,013",,,,,,Asia,,,,,,
,South America,"56,127,672","+42,340","1,288,051",+442,"51,653,518","+61,179","3,186,103","11,565",,,,,,South America,,,,,,
,Europe,"178,770,590","+701,801","1,771,896","+1,686","157,204,422","+665,639","19,794,272","10,620",,,,,,Europe,,,,,,
,Oceania,"5,445,167","+76,497","8,892",+54,"4,742,270","+18,996","694,005",128,,,,,,Australia/Oceania,,,,,,
,Africa,"11,758,496","+2,595","252,835",+26,"10,978,074","+3,050","527,587","1,344",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"488,088,661","+1,351,104","6,166,279","+3,840","423,040,087","+1,003,347","58,882,295","58,316","62,617",791.1,,,,All,,,,,,
1,USA,"81,773,200","+28,437","1,007,216",+335,"65,199,363","+120,389","15,566,621","2,098","244,548","3,012","983,467,722","2,941,126","334,384,717",North America,4,332,0,85,1,"46,553"
2,India,"43,025,556","+1,116","521,211",+52,"42,489,004",,"15,341","8,944","30,653",371,"788,556,935","561,793","1,403,643,260",Asia,33,"2,693",2,0.8,0.04,11
3,Brazil,"29,947,895","+31,561","659,860",+290,"28,718,580","+39,020","569,455","8,318","139,168","3,066","63,776,166","296,368","215,192,135",South America,7,326,3,147,1,"2,646"
4,France,"25,614,843","+169,311","142,273",+139,"23,239,145","+72,250","2,233,425","1,486","390,916","2,171","254,106,036","3,877,990","65,525,188",Europe,3,461,0,"2,584",2,"34,085"
5,Germany,"21,228,065","+257,768","130,045",+303,"16,546,900","+227,200","4,551,120","2,494","251,963","1,544","104,701,826","1,242,740","84,250,757",Europe,4,648,1,"3,060",4,"54,019"
6,UK,"21,147,425","+35,968","165,379",+192,"19,037,114","+41,231","1,944,932",365,"308,688","2,414","505,005,618","7,371,550","68,507,383",Europe,3,414,0,525,3,"28,390"
7,Russia,"17,842,925","+19,277","368,722",+345,"16,838,787","+50,496","635,416","2,300","122,175","2,525","273,400,000","1,872,045","146,043,499",Europe,8,396,1,132,2,"4,351"
8,Turkey,"14,860,560","+14,336","98,033",+56,"14,531,930","+16,435","230,597",975,"172,958","1,141","153,777,151","1,789,767","85,920,210",Asia,6,876,1,167,0.7,"2,684"
9,Italy,"14,642,354","+73,195","159,383",+159,"13,205,927","+79,977","1,277,044",468,"242,797","2,643","200,908,095","3,331,427","60,306,911",Europe,4,378,0,"1,214",3,"21,176"
10,S. Korea,"13,095,631","+320,675","16,230",+375,N/A,N/A,N/A,"1,315","255,046",316,"15,804,065","307,795","51,346,068",Asia,4,"3,164",3,"6,245",7,"235,848"
11,Spain,"11,508,309",,"102,392",,"10,875,306",,"530,611",492,"245,976","2,189","471,036,328","10,067,819","46,786,334",Europe,4,457,0,,,"11,341"
12,Vietnam,"9,472,254",,"42,454",,"7,268,531",,"2,161,269","3,635","95,810",429,"84,217,005","851,842","98,864,540",Asia,10,"2,329",1,,,"21,861"
13,Argentina,"9,037,911","+2,784","128,019",+22,"8,860,078","+3,361","49,814",542,"196,826","2,788","35,400,982","770,955","45,918,365",South America,5,359,1,61,0.5,"1,085"
14,Netherlands,"7,859,274","+25,467","21,987",+26,"6,376,153","+36,453","1,461,134",148,"456,910","1,278","21,107,399","1,227,108","17,200,936",Europe,2,782,1,"1,481",2,"84,945"
15,Iran,"7,162,220","+2,487","140,204",+46,"6,873,642","+5,207","148,374","1,596","83,412","1,633","49,358,909","574,837","85,865,855",Asia,12,612,2,29,0.5,"1,728"
16,Japan,"6,504,873","+52,765","28,010",+97,"6,048,083","+39,830","428,780",627,"51,707",223,"43,265,925","343,921","125,801,829",Asia,19,"4,491",3,419,0.8,"3,408"
17,Colombia,"6,084,916",+365,"139,621",+14,"5,917,909",+323,"27,386",342,"117,406","2,694","33,922,578","654,525","51,827,789",South America,9,371,2,7,0.3,528
18,Indonesia,"6,012,818","+3,332","155,089",+89,"5,750,802","+7,871","106,927","2,771","21,585",557,"91,960,955","330,126","278,562,815",Asia,46,"1,796",3,12,0.3,384
19,Poland,"5,962,931","+4,997","115,173",+133,"5,323,067","+7,623","524,691",308,"157,856","3,049","35,646,332","943,664","37,774,384",Europe,6,328,1,132,4,"13,890"
20,Mexico,"5,657,077","+2,766","322,948",+103,"4,955,801","+2,483","378,328","4,798","43,087","2,460","15,557,210","118,492","131,292,859",North America,23,407,8,21,0.8,"2,882"
21,Ukraine,"4,966,800","+2,558","107,957",+39,N/A,N/A,N/A,177,"114,770","2,495","19,521,252","451,088","43,275,973",Europe,9,401,2,59,0.9,"18,505"
22,Australia,"4,514,213","+60,292","5,994",+32,"3,966,973",,"541,246",89,"173,521",230,"66,539,750","2,557,712","26,015,343",Australia/Oceania,6,"4,340",0,"2,318",1,"20,805"
23,Malaysia,"4,201,919","+18,560","34,983",+44,"3,960,082","+18,253","206,854",267,"126,991","1,057","56,243,263","1,699,786","33,088,432",Asia,8,946,1,561,1,"6,252"
24,Israel,"3,918,232","+13,927","10,485",,"3,782,095",,"125,652",260,"420,141","1,124","41,373,364","4,436,346","9,326,000",Asia,2,889,0,"1,493",,"13,473"
25,Austria,"3,831,048","+25,893","15,865",+53,"3,455,332","+39,463","359,851",224,"421,182","1,744","175,617,287","19,307,217","9,095,940",Europe,2,573,0,"2,847",6,"39,562"
26,Czechia,"3,815,526","+7,397","39,673",+13,"3,704,276","+3,619","71,577",87,"355,144","3,693","54,680,988","5,089,634","10,743,600",Europe,3,271,0,689,1,"6,662"
27,Belgium,"3,807,447",,"30,747",,"3,524,069","+5,559","252,631",163,"326,050","2,633","32,719,965","2,801,964","11,677,511",Europe,3,380,0,,,"21,634"
28,South Africa,"3,718,953","+1,886","100,032",+12,"3,603,821",+473,"15,100",546,"61,357","1,650","23,838,911","393,307","60,611,404",Africa,16,606,3,31,0.2,249
29,Philippines,"3,678,245",+327,"59,249",+124,"3,579,681","+1,294","39,315",289,"32,806",528,"28,914,641","257,886","112,121,912",Asia,30,"1,892",4,3,1,351
30,Thailand,"3,628,347","+27,560","25,133",+85,"3,356,447","+25,077","246,767","1,496","51,756",359,"17,270,775","246,355","70,105,170",Asia,19,"2,789",4,393,1,"3,520"
31,Peru,"3,546,696",,"212,207",,N/A,N/A,N/A,477,"105,019","6,284","28,675,909","849,104","33,771,979",South America,10,159,1,,,"47,786"
