#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"9,079,225","+59,636","315,235","+1,288","5,888,264","+48,617","2,875,726","17,570",,,,,,North America,,,
,Asia,"10,977,498","+109,905","199,856","+1,576","9,247,349","+110,812","1,530,293","20,706",,,,,,Asia,,,
,South America,"8,255,384","+49,080","260,403","+1,166","7,094,215","+38,457","900,766","17,337",,,,,,South America,,,
,Europe,"5,260,704","+64,546","224,624",+590,"2,594,893","+15,426","2,441,187","9,038",,,,,,Europe,,,
,Africa,"1,514,778","+8,763","36,399",+111,"1,253,326","+7,167","225,053","1,576",,,,,,Africa,,,
,Oceania,"31,534",+11,935,+3,"28,770",+37,"1,829",18,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"35,119,844","+291,941","1,037,467","+4,734","26,107,468","+220,516","7,974,909","66,249","4,506",133.1,,,,All,,,
1,USA,"7,600,352","+48,431","214,270",+748,"4,814,550","+37,726","2,571,532","14,164","22,927",646,"110,505,345","333,350","331,499,850",North America,44,"1,547",3
2,India,"6,547,413","+75,479","101,812",+937,"5,506,732","+81,655","938,869","8,944","4,733",74,"77,850,403","56,272","1,383,456,294",Asia,211,"13,588",18
3,Brazil,"4,906,833","+24,602","145,987",+556,"4,248,574","+15,981","512,272","8,318","23,043",686,"17,900,000","84,059","212,945,646",South America,43,"1,459",12
4,Russia,"1,204,502","+9,859","21,251",+174,"975,859","+5,563","207,392","2,300","8,253",146,"47,247,274","323,721","145,950,636",Europe,121,"6,868",3
5,Colombia,"848,147","+6,616","26,556",+159,"757,801","+3,848","63,790","2,220","16,624",520,"3,861,628","75,688","51,020,676",South America,60,"1,921",13
6,Peru,"824,985","+3,421","32,665",+56,"700,868","+5,223","91,452","1,311","24,933",987,"3,939,873","119,073","33,087,868",South America,40,"1,013",8
7,Spain,"810,807",,"32,086",,N/A,N/A,N/A,"1,566","17,340",686,"12,723,989","272,116","46,759,459",Europe,58,"1,457",4
8,Argentina,"790,818","+11,129","20,795",+196,"626,114","+11,599","143,909","3,820","17,457",459,"2,051,037","45,275","45,301,410",South America,57,"2,178",22
9,Mexico,"753,090","+4,775","78,492",+414,"541,518","+4,043","133,080","2,522","5,825",607,"1,983,157","15,340","129,276,993",North America,172,"1,647",65
10,South Africa,"679,716","+1,883","16,938",+29,"612,763","+1,719","50,015",539,"11,424",285,"4,251,513","71,456","59,498,013",Africa,88,"3,513",14
11,France,"606,625","+16,972","32,198",+49,"97,778",,"476,649","1,276","9,288",493,"11,174,392","171,096","65,310,735",Europe,108,"2,028",6
12,UK,"480,017","+7,070","42,317",+49,N/A,N/A,N/A,368,"7,061",623,"25,048,460","368,482","67,977,452",Europe,142,"1,606",3
13,Chile,"468,471","+1,881","12,919",+52,"440,881","+1,274","14,671",849,"24,453",674,"3,430,220","179,049","19,158,040",South America,41,"1,483",6
14,Iran,"468,119","+3,523","26,746",+179,"387,675","+2,411","53,698","4,127","5,555",317,"4,095,161","48,599","84,265,047",Asia,180,"3,151",21
15,Iraq,"375,931","+3,672","9,347",+49,"303,665","+3,861","62,919",538,"9,294",231,"2,330,386","57,616","40,446,933",Asia,108,"4,327",17
