#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"5,651,509","+62,460","221,872","+1,344","2,912,590","+23,919","2,517,047","26,067",,,,,,North America,,,
,South America,"4,238,647","+47,919","146,767","+1,226","2,851,219","+15,015","1,240,661","14,310",,,,,,South America,,,
,Asia,"4,449,929","+75,072","99,324","+1,228","3,296,391","+57,929","1,054,214","19,085",,,,,,Asia,,,
,Europe,"2,898,496","+12,929","203,794",+202,"1,748,455","+6,507","946,247","5,142",,,,,,Europe,,,
,Africa,"961,388","+12,658","20,350",+332,"615,344","+9,024","325,694","1,150",,,,,,Africa,,,
,Oceania,"19,709",+663,233,+7,"12,074",+218,"7,402",46,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"18,220,399","+211,701","692,355","+4,339","11,436,724","+112,612","6,091,320","65,804","2,338",88.8,,,,All,,,
1,USA,"4,813,061","+48,452","158,337",+439,"2,377,861","+14,958","2,276,863","18,623","14,533",478,"59,893,695","180,854","331,171,664",North America,69,"2,092",6
2,Brazil,"2,733,677","+24,801","94,130",+514,"1,884,051",,"755,496","8,318","12,853",443,"13,096,132","61,574","212,690,082",South America,78,"2,260",16
3,India,"1,804,702","+52,783","38,161",+758,"1,187,228","+40,349","579,313","8,944","1,307",28,"19,821,831","14,352","1,381,159,795",Asia,765,"36,193",70
4,Russia,"850,870","+5,427","14,128",+70,"650,173","+3,649","186,569","2,300","5,830",97,"28,793,260","197,295","145,940,072",Europe,172,"10,330",5
5,South Africa,"511,485","+8,195","8,366",+213,"347,227","+4,766","155,892",539,"8,615",141,"3,036,779","51,149","59,371,352",Africa,116,"7,097",20
6,Mexico,"434,193","+9,556","47,472",+784,"284,847","+6,229","101,874","3,994","3,365",368,"999,697","7,747","129,047,665",North America,297,"2,718",129
7,Peru,"428,850","+6,667","19,614",+206,"294,187","+3,352","115,049","1,410","12,992",594,"2,404,046","72,828","33,010,043",South America,77,"1,683",14
8,Chile,"359,731","+2,073","9,608",+75,"332,411","+1,904","17,712","1,437","18,804",502,"1,673,289","87,468","19,130,274",South America,53,"1,991",11
9,Spain,"335,602",,"28,445",,N/A,N/A,N/A,617,"7,178",608,"6,678,414","142,834","46,756,402",Europe,139,"1,644",7
10,Colombia,"317,651","+11,470","10,650",+320,"167,239","+6,531","139,762","1,493","6,237",209,"1,647,396","32,347","50,928,858",South America,160,"4,782",31
11,Iran,"309,437","+2,685","17,190",+208,"268,102","+2,272","24,145","4,089","3,680",204,"2,508,418","29,833","84,082,937",Asia,272,"4,891",34
12,UK,"304,695",+743,"46,201",+8,N/A,N/A,N/A,86,"4,486",680,"16,499,272","242,932","67,917,167",Europe,223,"1,470",4
13,Pakistan,"279,698",+552,"5,976",+6,"248,577",+550,"25,145","1,064","1,264",27,"2,010,170","9,086","221,237,160",Asia,791,"37,021",110
14,Saudi Arabia,"278,835","+1,357","2,917",+30,"240,081","+2,533","35,837","2,011","7,999",84,"3,432,354","98,465","34,858,507",Asia,125,"11,950",10
15,Italy,"248,070",+238,"35,154",+8,"200,460",+231,"12,456",42,"4,103",582,"6,916,765","114,414","60,453,777",Europe,244,"1,720",9
16,Bangladesh,"240,746",+886,"3,154",+22,"136,839",+586,"100,753",,"1,461",19,"1,189,295","7,215","164,829,004",Asia,685,"52,260",139
17,Turkey,"232,856",+987,"5,728",+18,"216,494",+978,"10,634",582,"2,758",68,"4,885,916","57,879","84,415,940",Asia,363,"14,737",17
18,Germany,"211,462",+385,"9,226",,"193,600",,"8,636",261,"2,523",110,"8,006,135","95,530","83,807,610",Europe,396,"9,084",10
19,Argentina,"196,543",,"3,612",+16,"89,026","+2,527","103,905","1,128","4,345",80,"736,007","16,272","45,231,224",South America,230,"12,522",61
20,France,"187,919",,"30,265",,"81,500",,"76,154",371,"2,878",464,"2,982,302","45,680","65,286,338",Europe,347,"2,157",22
21,Iraq,"129,151","+2,447","4,868",+63,"91,886","+2,611","32,397",498,"3,205",121,"1,029,159","25,541","40,293,665",Asia,312,"8,277",39
22,Canada,"116,884",+285,"8,945",+4,"101,574",+138,"6,365","2,249","3,095",237,"4,143,459","109,701","37,770,506",North America,323,"4,223",9
23,Indonesia,"111,455","+1,519","5,236",+43,"68,975","+1,056","37,244",,407,19,"1,537,413","5,616","273,768,876",Asia,"2,456","52,286",178
24,Qatar,"111,107",+196,177,+3,"107,779",+201,"3,151",76,"39,571",63,"500,536","178,266","2,807,805",Asia,25,"15,863",6
25,Philippines,"103,185","+5,032","2,059",+20,"65,557",+300,"35,569",351,941,19,"1,536,626","14,007","109,702,792",Asia,"1,063","53,280",71
