#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"2,211,539","+35,848","133,263","+2,120","876,238","+10,781","1,202,038","19,445",,,,,,North America,,,
,South America,"1,071,682","+41,592","47,437","+1,362","507,440","+23,078","516,805","11,720",,,,,,South America,,,
,Europe,"2,062,121","+16,963","177,959",+859,"1,055,808","+13,718","828,354","7,314",,,,,,Europe,,,
,Asia,"1,292,123","+32,122","33,675",+617,"784,187","+18,699","474,261","14,574",,,,,,Asia,,,
,Africa,"179,309","+7,126","4,942",+159,"80,322","+4,492","94,045",443,,,,,,Africa,,,
,Oceania,"8,861",+11,124,,"8,268",+35,469,2,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"6,826,356","+133,662","397,415","+5,117","3,312,914","+70,803","3,116,027","53,502",876,51.0,,,,All,,,
1,USA,"1,953,231","+29,180","111,374","+1,201","719,513","+7,261","1,122,344","17,058","5,903",337,"20,171,434","60,966","330,864,650",North America,169,"2,971",16
2,Brazil,"645,438","+29,568","35,033",+994,"288,652","+13,655","321,753","8,318","3,038",165,"986,365","4,643","212,451,006",South America,329,"6,064",215
3,Russia,"449,834","+8,726","5,528",+144,"212,680","+8,057","231,626","2,300","3,083",38,"12,053,663","82,599","145,930,189",Europe,324,"26,398",12
4,Spain,"288,058",+318,"27,134",+1,N/A,N/A,N/A,617,"6,161",580,"4,063,843","86,921","46,753,542",Europe,162,"1,723",12
5,UK,"283,311","+1,650","40,261",+357,N/A,N/A,N/A,604,"4,175",593,"5,214,277","76,838","67,860,771",Europe,240,"1,686",13
6,India,"236,184","+9,471","6,649",+286,"113,231","+4,781","116,304","8,944",171,5,"4,386,379","3,181","1,379,011,457",Asia,"5,839","207,401",314
7,Italy,"234,531",+518,"33,774",+85,"163,781","+1,886","36,976",316,"3,879",559,"4,114,572","68,046","60,467,811",Europe,258,"1,790",15
