#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"9,769,130","+68,891","329,715","+1,491","6,463,022","+52,047","2,976,393","18,473",,,,,,North America,,,
,Asia,"12,124,278","+104,388","217,667","+1,541","10,477,456","+114,271","1,429,155","20,786",,,,,,Asia,,,
,South America,"8,788,486","+50,643","274,630","+1,327","7,708,343","+63,542","805,513","17,599",,,,,,South America,,,
,Europe,"6,395,548","+139,674","234,326","+1,331","3,095,288","+26,712","3,065,934","11,429",,,,,,Europe,,,
,Africa,"1,612,719","+11,538","38,895",+262,"1,330,231","+6,877","243,593","1,774",,,,,,Africa,,,
,Oceania,"33,423",+357,951,+7,"29,931",+354,"2,541",10,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,"38,724,305","+375,491","1,096,199","+5,959","29,104,930","+263,803","8,523,176","70,075","4,968",140.6,,,,All,,,
1,USA,"8,148,081","+57,731","221,818",+945,"5,269,641","+43,214","2,656,622","15,143","24,575",669,"121,368,954","366,056","331,558,077",North America,41,"1,495",3
2,India,"7,305,070","+67,988","111,311",+694,"6,380,456","+81,751","813,303","8,944","5,279",80,"90,090,122","65,100","1,383,863,737",Asia,189,"12,432",15
3,Brazil,"5,141,498","+26,675","151,779",+716,"4,568,813","+41,838","420,906","8,318","24,140",713,"17,900,000","84,041","212,990,988",South America,41,"1,403",12
4,Russia,"1,340,409","+14,231","23,205",+239,"1,039,705","+7,920","277,499","2,300","9,184",159,"51,800,000","354,910","145,952,510",Europe,109,"6,290",3
5,Spain,"937,311","+11,970","33,413",+209,N/A,N/A,N/A,"1,652","20,045",715,"14,590,713","312,034","46,760,002",Europe,50,"1,399",3
