#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"117,531,001","+12,023","1,549,850",+67,"112,946,220","+48,164","3,034,931","7,800",,,,,,North America,,,,,,
,Asia,"192,767,343","+77,548","1,485,947",+198,"186,632,642","+106,246","4,648,754","9,481",,,,,,Asia,,,,,,
,Europe,"233,196,181","+35,135","1,936,594",+340,"225,615,407","+277,157","5,644,180","9,889",,,,,,Europe,,,,,,
,South America,"64,351,355","+9,032","1,332,103",+38,"62,686,749","+15,753","332,503","10,160",,,,,,South America,,,,,,
,Oceania,"12,546,943","+1,054","21,434",,"12,313,894",+1,"211,615",93,,,,,,Australia/Oceania,,,,,,
,Africa,"12,665,373","+1,201","257,768",+1,"11,999,756",+133,"407,849",899,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"633,058,917","+135,993","6,583,711",+644,"612,195,374","+447,454","14,279,832","38,322","81,216",844.6,,,,All,,,,,,
1,USA,"99,120,003","+11,785","1,093,134",+65,"96,592,034","+45,295","1,434,835","2,617","295,712","3,261","1,126,895,587","3,361,948","335,191,289",North America,3,307,0,35,0.2,"4,281"
2,India,"44,644,520",+444,"528,977",,"44,091,906",,"23,637",698,"31,633",375,"899,627,428","637,441","1,411,310,603",Asia,32,"2,668",2,0.3,,17
3,France,"36,606,728","+6,907","156,509",+122,"35,416,748","+89,135","1,033,471",869,"557,973","2,386","271,490,188","4,138,151","65,606,642",Europe,2,419,0,105,2,"15,753"
4,Germany,"35,172,693",,"152,482",,"33,396,300","+98,600","1,623,911","1,406","416,729","1,807","122,332,384","1,449,404","84,401,880",Europe,2,554,1,,,"19,240"
5,Brazil,"34,834,815","+4,063","687,713",+33,"34,006,978","+8,036","140,124","8,318","161,238","3,183","63,776,166","295,198","216,045,389",South America,6,314,3,19,0.2,649
6,S. Korea,"25,311,636","+14,302","29,000",+10,"24,882,507","+28,587","400,129",226,"492,723",565,"15,804,065","307,646","51,370,941",Asia,2,"1,771",3,278,0.2,"7,789"
7,UK,"23,855,522",,"192,682",,"23,468,282","+7,711","194,558",146,"347,198","2,804","522,526,476","7,604,958","68,708,659",Europe,3,357,0,,,"2,832"
8,Italy,"23,359,680","+11,605","178,633",+39,"22,672,607","+22,923","508,440",226,"387,669","2,965","251,599,245","4,175,448","60,256,827",Europe,3,337,0,193,0.6,"8,438"
9,Japan,"22,008,129","+16,852","46,309",+35,"20,474,003","+2,786","1,487,817",115,"175,247",369,"76,864,216","612,055","125,583,815",Asia,6,"2,712",2,134,0.3,"11,847"
10,Russia,"21,380,264","+7,329","389,626",+89,"20,727,435","+8,329","263,203","2,300","146,361","2,667","273,400,000","1,871,593","146,078,770",Europe,7,375,1,50,0.6,"1,802"
11,Turkey,"16,919,638",,"101,203",,"16,818,435",,0,,"195,754","1,171","162,743,369","1,882,880","86,433,198",Asia,5,854,1,,,
12,Spain,"13,488,015",,"114,858",,"13,276,258",,"96,899",339,"288,227","2,454","471,036,328","10,065,623","46,796,541",Europe,3,407,0,,,"2,071"
13,Vietnam,"11,497,533",+546,"43,161",+2,"10,601,089",+124,"853,283",47,"115,717",434,"85,826,548","863,799","99,359,370",Asia,9,"2,302",1,5,0.02,"8,588"
14,Australia,"10,343,747",+920,"15,569",,"10,216,900",,"111,278",38,"395,062",595,"78,835,048","3,010,969","26,182,620",Australia/Oceania,3,"1,682",0,35,,"4,250"
15,Argentina,"9,717,546",,"129,979",,"9,581,385",+840,"6,182",259,"210,552","2,816","35,716,069","773,867","46,152,695",South America,5,355,1,,,134
16,Netherlands,"8,494,705",,"22,770",,"8,392,689","+1,927","79,246",50,"493,238","1,322","21,107,399","1,225,584","17,222,316",Europe,2,756,1,,,"4,601"
17,Iran,"7,556,632",+535,"144,548",+4,"7,330,668",+211,"81,416",148,"87,386","1,672","54,095,556","625,571","86,473,869",Asia,11,598,2,6,0.05,942
18,Taiwan,"7,476,478","+26,357","12,385",+62,"6,618,264","+49,454","845,829",,"312,612",518,"27,403,211","1,145,801","23,916,196",Asia,3,"1,931",1,"1,102",3,"35,366"
