#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"36,444,087","+90,062","828,204","+1,539","28,191,083","+92,451","7,424,800","15,893",,,,,,North America,,,
,South America,"21,952,217","+146,361","577,608","+4,668","19,673,902","+144,705","1,700,707","21,590",,,,,,South America,,,
,Asia,"30,056,613","+265,036","439,983","+2,031","27,058,118","+146,473","2,558,512","27,020",,,,,,Asia,,,
,Europe,"40,820,041","+132,181","936,655","+4,348","28,947,719","+130,377","10,935,667","32,934",,,,,,Europe,,,
,Africa,"4,336,515","+11,536","114,877",+267,"3,885,920","+10,036","335,718","3,240",,,,,,Africa,,,
,Oceania,"58,826",+253,"1,150",+1,"34,628",+6,"23,048",6,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"133,669,020","+645,429","2,898,492","+12,854","107,792,076","+524,048","22,978,452","100,683","17,148",371.8,,,,All,,,
1,USA,"31,634,949","+72,889","571,094",+834,"24,203,543","+81,322","6,860,312","9,021","95,146","1,718","413,332,092","1,243,143","332,489,703",North America,11,582,1
2,Brazil,"13,197,031","+90,973","341,097","+3,733","11,664,158","+105,374","1,191,776","8,318","61,750","1,596","28,600,000","133,822","213,716,460",South America,16,627,7
3,India,"12,926,061","+126,315","166,892",+684,"11,848,905","+59,146","910,264","8,944","9,297",120,"251,439,598","180,842","1,390,382,831",Asia,108,"8,331",6
4,France,"4,841,308",,"97,722",+433,"301,299",,"4,442,287","5,626","74,044","1,495","67,791,157","1,036,811","65,384,318",Europe,14,669,1
5,Russia,"4,606,162","+8,294","101,480",+374,"4,229,480","+9,445","275,202","2,300","31,553",695,"122,300,000","837,772","145,982,499",Europe,32,"1,439",1
6,UK,"4,367,291","+2,763","126,927",+45,"3,932,777","+10,514","307,587",469,"64,075","1,862","132,141,580","1,938,717","68,159,282",Europe,16,537,1
7,Italy,"3,700,393","+13,708","112,374",+627,"3,040,182","+20,927","547,837","3,683","61,271","1,861","51,755,739","856,975","60,393,531",Europe,16,537,1
8,Turkey,"3,633,925","+54,740","32,943",+276,"3,194,978","+35,503","406,004","2,604","42,735",387,"40,385,250","474,936","85,033,013",Asia,23,"2,581",2
9,Spain,"3,326,736","+8,788","76,037",+126,"3,085,059","+4,593","165,640","2,009","71,132","1,626","43,458,915","929,231","46,768,680",Europe,14,615,1
10,Germany,"2,927,572","+14,936","78,174",+312,"2,614,500","+17,400","234,898","4,439","34,856",931,"50,399,177","600,066","83,989,395",Europe,29,"1,074",2
11,Colombia,"2,479,617","+11,381","64,767",+243,"2,345,471","+9,115","69,379","2,603","48,338","1,263","13,042,268","254,247","51,297,612",South America,21,792,4
