#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"125,656,624","+14,607","1,621,843",+127,"121,204,923","+45,173","2,829,858","7,123",,,,,,North America,,,,,,
,Asia,"215,217,657","+20,958","1,540,639",+63,"199,800,686","+20,969","13,876,332","15,561",,,,,,Asia,,,,,,
,Europe,"247,738,874","+16,139","2,029,747",+76,"243,384,633","+45,619","2,324,494","6,454",,,,,,Europe,,,,,,
,South America,"68,325,907","+2,288","1,352,514",,"66,400,387","+2,166","573,006","10,164",,,,,,South America,,,,,,
,Oceania,"13,979,255",,"26,606",,"13,822,838",,"129,811",63,,,,,,Australia/Oceania,,,,,,
,Africa,"12,810,151",+35,"258,662",,"12,080,408",+36,"471,081",548,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"683,729,189","+54,027","6,830,026",+266,"656,694,581","+113,963","20,204,582","39,913","87,716",876.2,,,,All,,,,,,
1,USA,"106,199,829","+7,168","1,154,773",+86,"103,927,326","+37,937","1,117,730","1,957","317,199","3,449","1,173,523,190","3,505,092","334,805,269",North America,3,290,0,21,0.3,"3,338"
2,India,"44,709,676",,"530,848",,"44,166,925",,"11,903",N/A,"31,785",377,"921,161,295","654,870","1,406,631,776",Asia,31,"2,650",2,,,8
3,France,"39,782,589",,"165,609",,"39,473,503",,"143,477",869,"606,585","2,525","271,490,188","4,139,547","65,584,518",Europe,2,396,0,,,"2,188"
4,Germany,"38,347,963",,"170,727",,"38,071,800","+7,600","105,436",N/A,"457,157","2,035","122,332,384","1,458,359","83,883,596",Europe,2,491,1,,,"1,257"
5,Brazil,"37,258,663",,"700,239",,"36,249,161",,"309,263",N/A,"173,012","3,252","63,776,166","296,146","215,353,593",South America,6,308,3,,,"1,436"
6,Japan,"33,448,651","+7,207","73,865",+40,"21,717,911",+872,"11,656,875",68,"266,343",588,"98,083,016","781,010","125,584,838",Asia,4,"1,700",1,57,0.3,"92,821"
7,S. Korea,"30,809,762","+11,039","34,255",+10,"30,600,486","+9,328","175,021",143,"600,230",667,"15,804,065","307,892","51,329,899",Asia,2,"1,498",3,215,0.2,"3,410"
8,Italy,"25,673,442",,"188,933",,"25,345,910",,"138,599",105,"426,025","3,135","269,569,208","4,473,230","60,262,770",Europe,2,319,0,,,"2,300"
9,UK,"24,448,729",,"209,396",,"24,194,909","+3,611","44,424",N/A,"356,927","3,057","522,526,476","7,628,357","68,497,907",Europe,3,327,0,,,649
10,Russia,"22,625,524","+10,750","397,211",+32,"21,982,530","+12,467","245,783",N/A,"155,176","2,724","273,400,000","1,875,095","145,805,947",Europe,6,367,1,74,0.2,"1,686"
11,Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1,,,"1,819"
12,Spain,"13,790,580",,"120,170",,"13,638,948",,"31,462",231,"295,181","2,572","471,036,328","10,082,298","46,719,142",Europe,3,389,0,,,673
13,Vietnam,"11,527,285",+30,"43,186",,"10,614,956",+5,"869,143",3,"116,492",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1,0.3,,"8,783"
14,Australia,"11,301,219",,"19,760",,"11,259,555",,"21,904",35,"433,515",758,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2,"1,319",0,,,840
