#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"119,931,529","+8,563","1,569,161",+4,"115,098,617","+10,546","3,263,751","8,959",,,,,,North America,,,,,,
,Asia,"201,619,903","+212,024","1,502,409",+355,"191,532,512","+114,245","8,584,982","9,559",,,,,,Asia,,,,,,
,Europe,"240,410,809","+60,048","1,968,320",+69,"234,220,733","+67,454","4,221,756","7,767",,,,,,Europe,,,,,,
,South America,"65,721,128","+42,775","1,337,579",+54,"63,398,697","+1,713","984,852","10,206",,,,,,South America,,,,,,
,Oceania,"13,239,322","+2,686","22,617",,"12,789,348",,"427,357",152,,,,,,Australia/Oceania,,,,,,
,Africa,"12,722,352",+295,"258,238",,"12,023,606",+236,"440,508",844,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"653,645,764","+326,391","6,658,339",+482,"629,064,219","+194,194","17,923,206","37,487","83,857",854.2,,,,All,,,,,,
1,USA,"101,271,252","+7,617","1,109,728",+3,"98,536,134","+7,904","1,625,390","3,776","302,478","3,315","1,144,482,043","3,418,351","334,805,269",North America,3,302,0,23,0.01,"4,855"
2,India,"44,676,074",+161,"530,658",,"44,140,251",,"5,165",698,"31,761",377,"907,809,042","645,378","1,406,631,776",Asia,31,"2,651",2,0.1,,4
3,France,"38,504,843","+46,422","159,611",,"37,218,563","+29,335","1,126,669",869,"587,103","2,434","271,490,188","4,139,547","65,584,518",Europe,2,411,0,708,,"17,179"
4,Germany,"36,758,926",,"158,966",,"36,060,100","+6,900","539,860","1,406","438,214","1,895","122,332,384","1,458,359","83,883,596",Europe,2,528,1,,,"6,436"
5,Brazil,"35,615,590","+12,369","690,946",+40,"34,354,889",,"569,755","8,318","165,382","3,208","63,776,166","296,146","215,353,593",South America,6,312,3,57,0.2,"2,646"
6,S. Korea,"27,728,482","+54,319","31,069",+40,"26,694,024","+70,270","1,003,389",440,"540,201",605,"15,804,065","307,892","51,329,899",Asia,2,"1,652",3,"1,058",0.8,"19,548"
7,Japan,"26,069,823","+119,174","51,702",+190,"20,838,779","+10,056","5,179,342",386,"207,587",412,"83,692,489","666,422","125,584,838",Asia,5,"2,429",2,949,2,"41,242"
8,Italy,"24,709,404",,"182,419",,"24,003,910",,"523,075",335,"410,028","3,027","259,639,054","4,308,449","60,262,770",Europe,2,330,0,,,"8,680"
9,UK,"24,053,576",,"197,723",,"23,773,489","+3,032","82,364",146,"351,158","2,887","522,526,476","7,628,357","68,497,907",Europe,3,346,0,,,"1,202"
10,Russia,"21,665,152","+7,096","392,611",+51,"21,061,584","+5,718","210,957","2,300","148,589","2,693","273,400,000","1,875,095","145,805,947",Europe,7,371,1,49,0.3,"1,447"
11,Turkey,"17,005,537",,"101,400",,N/A,N/A,N/A,,"198,751","1,185","162,743,369","1,902,052","85,561,976",Asia,5,844,1,,,"1,385"
12,Spain,"13,632,635",,"116,422",,"13,422,605",,"93,608",339,"291,800","2,492","471,036,328","10,082,298","46,719,142",Europe,3,401,0,,,"2,004"
13,Vietnam,"11,520,639",+194,"43,178",,"10,609,621",+48,"867,840",47,"116,425",436,"85,826,548","867,342","98,953,541",Asia,9,"2,292",1,2,,"8,770"
14,Australia,"10,859,627","+2,686","16,462",,"10,546,102",,"297,063",97,"416,576",631,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2,"1,584",0,103,,"11,395"
15,Argentina,"9,766,975","+27,119","130,041",+7,"9,591,684",,"45,250",248,"212,278","2,826","35,716,069","776,264","46,010,234",South America,5,354,1,589,0.2,983
16,Netherlands,"8,550,311",,"22,936",,"8,504,617","+1,086","22,758",33,"496,780","1,333","25,984,435","1,509,718","17,211,447",Europe,2,750,1,,,"1,322"
17,Taiwan,"8,470,187","+14,084","14,679",+38,"8,160,252","+11,881","295,256",,"354,570",614,"28,762,721","1,204,036","23,888,595",Asia,3,"1,627",1,590,2,"12,360"
18,Iran,"7,560,162",+57,"144,658",,"7,335,501",+33,"80,003",66,"87,886","1,682","54,420,785","632,632","86,022,837",Asia,11,595,2,0.7,,930
19,Mexico,"7,156,730",,"330,667",,"6,412,560",,"413,503","4,798","54,398","2,513","18,849,619","143,275","131,562,772",North America,18,398,7,,,"3,143"
20,Indonesia,"6,698,790","+1,589","160,224",+26,"6,498,757","+3,731","39,809","2,771","23,998",574,"113,086,080","405,131","279,134,505",Asia,42,"1,742",2,6,0.09,143
21,Poland,"6,357,489",+123,"118,382",,"5,335,940",,"903,167","1,530","168,456","3,137","37,854,763","1,003,047","37,739,785",Europe,6,319,1,3,,"23,931"
22,Colombia,"6,323,357",,"141,943",,"6,145,467",,"35,947",342,"122,753","2,755","36,951,507","717,327","51,512,762",South America,8,363,1,,,698
23,Austria,"5,613,343","+4,714","21,265",,"5,542,876","+4,065","49,202",47,"619,116","2,345","203,290,090","22,421,594","9,066,710",Europe,2,426,0,520,,"5,427"
24,Portugal,"5,549,479",,"25,584",,"5,506,475",+543,"17,420",61,"547,255","2,523","45,641,725","4,500,903","10,140,570",Europe,2,396,0,,,"1,718"
25,Greece,"5,448,700",,"34,482",,"5,376,495","+6,287","37,723",115,"528,147","3,342","100,913,205","9,781,599","10,316,637",Europe,2,299,0,,,"3,657"
26,Ukraine,"5,346,094",,"110,640",,"5,222,757",+965,"12,697",,"123,775","2,562","32,603,805","754,855","43,192,122",Europe,8,390,1,,,294
27,Malaysia,"5,010,634",+867,"36,763",+10,"4,955,150","+1,313","18,721",73,"151,009","1,108","66,752,893","2,011,776","33,181,072",Asia,7,903,0,26,0.3,564
28,Chile,"4,958,816","+3,280","62,715",+7,"4,883,016",,"13,085",126,"257,598","3,258","47,302,223","2,457,233","19,250,195",South America,4,307,0,170,0.4,680
29,DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679",Asia,5,"351,225",,,,
30,Israel,"4,737,613","+1,065","11,906",,"4,714,481","+3,589","11,226",54,"508,001","1,277","41,373,364","4,436,346","9,326,000",Asia,2,783,0,114,,"1,204"
31,Thailand,"4,711,528",,"33,285",,"4,649,509",,"28,734","1,496","67,232",475,"17,270,775","246,450","70,078,203",Asia,15,"2,105",4,,,410
32,Belgium,"4,648,042",,"33,100",,"4,589,623",+929,"25,319",48,"398,349","2,837","36,163,288","3,099,282","11,668,278",Europe,3,353,0,,,"2,170"
33,Czechia,"4,567,383",+179,"41,953",,"4,516,309",+925,"9,121",51,"425,396","3,907","56,673,923","5,278,482","10,736,784",Europe,2,256,0,17,,850
34,Canada,"4,423,053",,"48,044",,"4,324,128","+2,449","50,881",99,"115,218","1,252","66,343,123","1,728,207","38,388,419",North America,9,799,1,,,"1,325"
