#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"34,090,419","+50,844","777,317","+1,543","23,974,768","+68,103","9,338,334","19,862",,,,,,North America,,,
,Asia,"25,549,517","+78,139","404,164",+725,"23,968,064","+75,222","1,177,289","22,241",,,,,,Asia,,,
,South America,"18,622,472","+95,152","481,278","+1,273","16,764,065","+77,240","1,377,129","18,849",,,,,,South America,,,
,Europe,"35,122,103","+128,936","835,001","+1,733","24,637,453","+56,844","9,649,649","26,285",,,,,,Europe,,,
,Africa,"3,992,867","+7,806","105,890",+220,"3,554,724","+6,532","332,253","2,498",,,,,,Africa,,,
,Oceania,"51,645",+72,"1,093",,"34,325",+2,"16,227",3,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"117,429,744","+360,949","2,604,758","+5,494","92,934,105","+283,943","21,890,881","89,738","15,065",334.2,,,,All,,,
1,USA,"29,693,869","+39,586","537,826",+704,"20,331,446","+57,199","8,824,597","13,321","89,353","1,618","369,054,443","1,110,538","332,320,317",North America,11,618,1
2,India,"11,229,271","+18,691","157,890",+99,"10,880,880","+14,344","190,501","8,944","8,083",114,"221,430,507","159,395","1,389,197,541",Asia,124,"8,799",6
3,Brazil,"11,019,344","+80,024","265,500","+1,054","9,757,178","+52,827","996,666","8,318","51,592","1,243","28,600,000","133,905","213,584,556",South America,19,804,7
4,Russia,"4,322,776","+10,595","89,094",+368,"3,911,924","+11,576","321,758","2,300","29,613",610,"112,900,000","773,409","145,977,047",Europe,34,"1,638",1
5,UK,"4,218,520","+5,177","124,501",+82,"3,199,565",,"894,454","1,542","61,920","1,827","94,197,029","1,382,644","68,128,167",Europe,16,547,1
6,France,"3,904,233","+21,825","88,574",+130,"265,295",+386,"3,550,364","3,743","59,724","1,355","54,979,855","841,034","65,371,726",Europe,17,738,1
7,Spain,"3,149,012",,"71,138",,"2,744,664",,"333,210","2,571","67,334","1,521","39,313,189","840,616","46,767,102",Europe,15,657,1
8,Italy,"3,067,486","+20,765","99,785",+207,"2,494,839","+13,467","472,862","2,605","50,785","1,652","42,342,845","701,026","60,401,273",Europe,20,605,1
9,Turkey,"2,780,417","+11,187","29,030",+65,"2,623,924","+7,785","127,463","1,261","32,729",342,"34,122,851","401,664","84,953,710",Asia,31,"2,926",2
10,Germany,"2,508,655","+6,533","72,532",+62,"2,304,300","+4,900","131,823","2,848","29,877",864,"45,114,160","537,291","83,966,033",Europe,33,"1,158",2
11,Colombia,"2,276,656","+3,411","60,503",+91,"2,177,199","+4,781","38,954","1,982","44,422","1,181","11,717,598","228,635","51,250,222",South America,23,847,4
12,Argentina,"2,149,636","+2,922","52,880",+10,"1,945,816","+5,499","150,940","3,467","47,269","1,163","7,720,598","169,770","45,476,874",South America,21,860,6
13,Mexico,"2,125,866","+6,561","190,357",+779,"1,666,658","+5,872","268,851","4,798","16,372","1,466","5,608,961","43,196","129,850,313",North America,61,682,23
14,Poland,"1,794,914","+13,574","45,285",+126,"1,482,568","+10,960","267,061","1,769","47,461","1,197","10,242,519","270,834","37,818,384",Europe,21,835,4
15,Iran,"1,689,692","+8,010","60,687",+93,"1,442,198","+6,841","186,807","3,795","19,944",716,"11,274,630","133,081","84,720,323",Asia,50,"1,396",8
16,South Africa,"1,521,068",+862,"50,678",+31,"1,440,874","+1,359","29,516",546,"25,430",847,"9,255,492","154,736","59,814,665",Africa,39,"1,180",6
17,Ukraine,"1,401,228","+7,167","27,022",+103,"1,196,520","+2,147","177,686",177,"32,172",620,"7,062,386","162,151","43,554,470",Europe,31,"1,612",6
18,Indonesia,"1,379,662","+5,826","37,266",+112,"1,194,656","+5,146","147,740",,"5,008",135,"11,168,525","40,542","275,482,689",Asia,200,"7,392",25
19,Peru,"1,364,964",,"47,681",,"1,269,365",,"47,918","2,191","41,012","1,433","7,868,298","236,410","33,282,432",South America,24,698,4
20,Czechia,"1,321,331","+9,066","21,717",+93,"1,131,209",+215,"168,405","1,722","123,230","2,025","8,703,283","811,685","10,722,493",Europe,8,494,1
21,Netherlands,"1,120,075","+4,526","15,833",+30,N/A,N/A,N/A,542,"65,270",923,"6,970,400","406,185","17,160,653",Europe,15,"1,084",2
22,Canada,"886,274","+2,188","22,239",+26,"834,067","+2,171","29,968",572,"23,344",586,"25,066,354","660,223","37,966,492",North America,43,"1,707",2
23,Chile,"855,785","+5,302","21,077",+69,"805,717","+4,180","28,991","1,777","44,508","1,096","9,721,537","505,607","19,227,454",South America,22,912,2
24,Romania,"828,283","+3,288","20,900",+45,"754,335",,"53,048","1,093","43,252","1,091","7,128,270","372,232","19,150,095",Europe,23,916,3
25,Portugal,"810,094",+682,"16,540",+28,"731,567",+966,"61,987",354,"79,605","1,625","8,345,773","820,107","10,176,447",Europe,13,615,1
26,Israel,"801,575","+1,848","5,891",+35,"758,766","+5,460","36,918",712,"87,151",640,"12,374,804","1,345,440","9,197,590",Asia,11,"1,561",1
27,Belgium,"785,809","+2,799","22,240",+25,"53,344",+163,"710,225",433,"67,603","1,913","9,737,252","837,693","11,623,888",Europe,15,523,1
28,Iraq,"726,548","+3,359","13,572",+24,"660,541","+3,509","52,435",438,"17,794",332,"7,123,762","174,473","40,830,103",Asia,56,"3,008",6
