#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"34,971,987","+78,116","800,859","+1,925","26,386,478","+89,463","7,784,650","15,630",,,,,,North America,,,
,South America,"19,822,973","+116,026","513,369","+3,199","17,698,348","+64,605","1,611,256","19,563",,,,,,South America,,,
,Asia,"26,720,135","+121,271","414,618",+945,"24,898,860","+83,159","1,406,657","23,402",,,,,,Asia,,,
,Europe,"37,178,078","+172,248","872,771","+2,931","26,321,769","+124,410","9,983,538","28,194",,,,,,Europe,,,
,Africa,"4,118,621","+11,971","109,689",+542,"3,682,645","+8,221","326,287","2,597",,,,,,Africa,,,
,Oceania,"53,355",+239,"1,114",+5,"34,440",+54,"17,801",6,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"122,865,870","+499,871","2,712,435","+9,547","99,023,246","+369,912","21,130,189","89,392","15,763",348.0,,,,All,,,
1,USA,"30,422,928","+63,122","553,917","+1,141","22,606,574","+82,672","7,262,437","9,125","91,530","1,666","387,273,535","1,165,139","332,383,837",North America,11,600,1
2,Brazil,"11,877,009","+89,409","290,525","+2,730","10,383,460","+44,028","1,203,024","8,318","55,595","1,360","28,600,000","133,874","213,634,020",South America,18,735,7
3,India,"11,554,895","+40,950","159,594",+189,"11,105,149","+23,641","290,152","8,944","8,315",115,"231,370,546","166,497","1,389,642,025",Asia,120,"8,707",6
4,Russia,"4,437,938","+9,699","94,267",+443,"4,049,373","+12,337","294,298","2,300","30,401",646,"116,700,000","799,430","145,979,091",Europe,33,"1,549",1
5,UK,"4,285,684","+4,802","126,026",+101,"3,621,493","+28,357","538,165",879,"62,895","1,850","112,493,147","1,650,916","68,139,835",Europe,16,541,1
6,France,"4,181,607",,"91,679",,"278,263",,"3,811,665","4,246","63,962","1,402","58,498,845","894,800","65,376,448",Europe,16,713,1
7,Italy,"3,332,418","+25,735","104,241",+386,"2,671,638","+16,292","556,539","3,364","55,174","1,726","46,259,337","765,904","60,398,370",Europe,18,579,1
8,Spain,"3,212,332",,"72,910",,"2,945,446",,"193,976","1,997","68,687","1,559","41,114,319","879,118","46,767,694",Europe,15,641,1
9,Turkey,"2,971,633","+21,030","29,864",+87,"2,788,757","+18,119","153,012","1,547","34,967",351,"35,975,339","423,322","84,983,449",Asia,29,"2,846",2
10,Germany,"2,645,186","+16,557","75,073",+195,"2,401,700","+18,100","168,413","2,848","31,500",894,"47,578,793","566,584","83,974,794",Europe,32,"1,119",2
11,Colombia,"2,324,426","+5,133","61,771",+135,"2,221,642","+4,697","41,013","1,982","45,339","1,205","12,186,850","237,709","51,267,993",South America,22,830,4
12,Argentina,"2,234,913","+8,160","54,476",+90,"2,016,729","+6,852","163,708","3,534","49,129","1,198","8,251,376","181,387","45,490,458",South America,20,835,6
13,Mexico,"2,182,188","+6,726","196,606",+698,"1,724,794","+4,364","260,788","4,798","16,800","1,514","5,839,528","44,956","129,894,699",North America,60,661,22
14,Poland,"2,010,244","+25,998","48,807",+419,"1,620,272","+16,440","341,165","2,245","53,157","1,291","11,032,529","291,734","37,817,030",Europe,19,775,3
15,Iran,"1,786,265","+7,620","61,649",+68,"1,528,694","+7,317","195,922","3,879","21,075",727,"12,039,329","142,048","84,755,570",Asia,47,"1,375",7
16,South Africa,"1,535,423","+1,462","52,035",+311,"1,461,196","+1,302","22,192",546,"25,659",870,"9,584,923","160,178","59,839,180",Africa,39,"1,150",6
17,Ukraine,"1,519,926","+15,850","29,515",+262,"1,248,782","+4,592","241,629",177,"34,904",678,"7,573,737","173,925","43,545,901",Europe,29,"1,475",6
18,Indonesia,"1,450,132","+6,279","39,339",+197,"1,278,965","+6,007","131,828",,"5,262",143,"11,965,660","43,420","275,577,463",Asia,190,"7,005",23
19,Czechia,"1,449,696","+10,576","24,331",+101,"1,216,950",+297,"208,415","1,992","135,193","2,269","10,510,686","980,187","10,723,142",Europe,7,441,1
20,Peru,"1,443,521",,"49,706",,"1,355,792",,"38,023","2,226","43,352","1,493","8,529,823","256,170","33,297,495",South America,23,670,4
21,Netherlands,"1,186,987","+7,375","16,244",+46,N/A,N/A,N/A,579,"69,164",947,"6,970,400","406,156","17,161,892",Europe,14,"1,057",2
22,Canada,"927,064","+4,216","22,617",+27,"871,048",+70,"33,399",587,"24,411",596,"26,250,445","691,214","37,977,330",North America,41,"1,679",1
23,Chile,"918,053","+6,584","22,087",+99,"859,097","+4,270","36,869","2,193","47,734","1,148","10,416,402","541,595","19,232,828",South America,21,871,2
24,Romania,"886,752","+5,593","22,020",+143,"798,985","+4,035","65,747","1,286","46,315","1,150","6,930,273","361,971","19,145,910",Europe,22,869,3
25,Israel,"826,609","+1,047","6,073",+4,"800,728","+2,416","19,808",557,"89,872",660,"13,114,555","1,425,869","9,197,590",Asia,11,"1,515",1
26,Belgium,"822,801","+4,659","22,624",+24,"55,125",+192,"745,052",534,"70,775","1,946","10,325,566","888,180","11,625,538",Europe,14,514,1
27,Portugal,"816,623",+568,"16,754",+11,"766,170","+1,571","33,699",182,"80,254","1,647","8,720,659","857,027","10,175,477",Europe,12,607,1
28,Iraq,"784,716","+5,258","13,937",+41,"706,904","+4,237","63,875",464,"19,205",341,"7,582,401","185,571","40,859,768",Asia,52,"2,932",5
29,Sweden,"744,272",,"13,262",+35,N/A,N/A,N/A,272,"73,370","1,307","6,627,544","653,342","10,144,069",Europe,14,765,2
30,Philippines,"648,066","+7,103","12,900",+13,"561,902",+390,"73,264",785,"5,859",117,"9,543,023","86,272","110,615,442",Asia,171,"8,575",12
31,Pakistan,"619,259","+3,449","13,757",+40,"578,314",+813,"27,188","2,064","2,765",61,"9,691,087","43,278","223,925,230",Asia,362,"16,277",23
32,Switzerland,"580,609","+1,748","10,203",+20,"534,217",,"36,189",145,"66,739","1,173","5,604,467","644,219","8,699,631",Europe,15,853,2
33,Bangladesh,"566,838","+1,899","8,642",+18,"518,841","+1,618","39,355",,"3,418",52,"4,368,111","26,337","165,854,811",Asia,293,"19,192",38
34,Hungary,"549,839","+10,759","17,841",+213,"364,808","+3,913","167,190","1,174","57,020","1,850","4,202,286","435,794","9,642,836",Europe,18,540,2
35,Serbia,"542,209","+5,305","4,869",+29,"457,888","+3,439","79,452",228,"62,235",559,"3,235,608","371,387","8,712,226",Europe,16,"1,789",3
36,Jordan,"521,461","+7,354","5,701",+74,"420,452","+3,481","95,308",729,"50,750",555,"5,403,594","525,893","10,275,082",Asia,20,"1,802",2
37,Austria,"508,096","+3,515","9,024",+42,"468,275","+2,291","30,797",397,"56,187",998,"6,238,755","689,901","9,042,968",Europe,18,"1,002",1
38,Morocco,"491,019",+444,"8,755",+7,"478,386",+507,"3,878",260,"13,192",235,"5,848,474","157,128","37,221,042",Africa,76,"4,251",6
39,Japan,"452,702","+1,516","8,758",+41,"430,927","+1,029","13,017",330,"3,587",69,"9,194,387","72,856","126,199,941",Asia,279,"14,410",14
40,UAE,"436,625","+2,160","1,428",+4,"418,496","+2,391","16,701",,"43,771",143,"34,913,667","3,500,048","9,975,198",Asia,23,"6,985",0
41,Lebanon,"434,322","+3,588","5,664",+55,"340,399","+2,424","88,259",949,"63,837",832,"3,368,815","495,152","6,803,604",Asia,16,"1,201",2
42,Saudi Arabia,"384,271",+391,"6,596",+5,"373,864",+263,"3,811",574,"10,917",187,"14,547,879","413,316","35,197,967",Asia,92,"5,336",2
43,Panama,"349,505",,"6,025",,"338,181",,"5,299",111,"80,109","1,381","2,047,706","469,347","4,362,882",North America,12,724,2
44,Slovakia,"346,149","+1,679","8,894",+80,"255,300",,"81,955",718,"63,380","1,628","2,242,544","410,607","5,461,528",Europe,16,614,2
45,Malaysia,"330,042","+1,576","1,225",+2,"314,457","+1,996","14,360",151,"10,105",38,"7,085,391","216,943","32,660,162",Asia,99,"26,661",5
46,Ecuador,"309,643","+2,214","16,412",+79,"263,164",,"30,067",519,"17,364",920,"1,093,771","61,334","17,832,884",South America,58,"1,087",16
47,Belarus,"307,938","+1,414","2,139",+9,"298,816","+1,314","6,983",,"32,596",226,"5,178,695","548,178","9,447,106",Europe,31,"4,417",2
48,Bulgaria,"299,939","+4,162","11,932",+115,"233,596","+1,555","54,411",689,"43,400","1,727","1,934,005","279,843","6,911,025",Europe,23,579,4
49,Georgia,"276,796",+360,"3,683",+9,"269,626",+242,"3,487",,"69,482",925,"3,110,856","780,896","3,983,701",Asia,14,"1,082",1
50,Nepal,"275,750",+125,"3,016",+1,"271,733",+123,"1,001",,"9,345",102,"2,230,708","75,598","29,507,632",Asia,107,"9,784",13
51,Bolivia,"262,941",+885,"12,028",+13,"209,842","+2,199","41,071",71,"22,310","1,021","831,727","70,569","11,785,928",South America,45,980,14
52,Croatia,"255,619","+1,112","5,743",+17,"243,450",+785,"6,426",80,"62,542","1,405","1,461,537","357,592","4,087,165",Europe,16,712,3
