#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"7,307,207","+42,471","270,172","+1,098","4,197,229","+21,016","2,839,806","20,375",,,,,,North America,,,
,South America,"6,243,076","+42,982","201,122","+1,163","4,832,313","+60,853","1,209,641","15,201",,,,,,South America,,,
,Asia,"6,992,409","+103,533","141,167","+1,533","5,599,525","+101,240","1,251,717","18,826",,,,,,Asia,,,
,Europe,"3,555,196","+21,979","207,397",+199,"2,065,742","+6,995","1,282,057","5,657",,,,,,Europe,,,
,Africa,"1,250,375","+8,463","29,633",+161,"979,996","+7,088","240,746","1,278",,,,,,Africa,,,
,Oceania,"28,391",+131,640,+11,"23,166",+262,"4,585",44,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"25,377,375","+219,559","850,146","+4,165","17,698,622","+197,454","6,828,607","61,385","3,256",109.1,,,,All,,,
1,USA,"6,172,901","+33,531","187,221",+366,"3,423,369","+14,570","2,562,311","16,009","18,631",565,"81,795,039","246,876","331,319,877",North America,54,"1,770",4
2,Brazil,"3,862,311","+15,346","120,896",+398,"3,031,559","+24,747","709,856","8,318","18,149",568,"14,352,484","67,444","212,805,498",South America,55,"1,760",15
3,India,"3,619,169","+79,457","64,617",+960,"2,772,928","+60,408","781,624","8,944","2,618",47,"41,461,636","29,997","1,382,196,924",Asia,382,"21,391",33
4,Russia,"990,326","+4,980","17,093",+68,"806,982","+2,599","166,251","2,300","6,786",117,"36,426,850","249,593","145,944,843",Europe,147,"8,538",4
5,Peru,"647,166","+7,731","28,788",+181,"455,457","+8,782","162,921","1,514","19,584",871,"3,191,850","96,590","33,045,190",South America,51,"1,148",10
6,South Africa,"625,056","+2,505","14,028",+47,"538,604","+1,910","72,424",539,"10,518",236,"3,674,872","61,837","59,428,553",Africa,95,"4,236",16
7,Colombia,"607,938","+8,024","19,364",+300,"450,621","+10,047","137,953","1,493","11,927",380,"2,715,591","53,278","50,970,324",South America,84,"2,632",19
8,Mexico,"591,712","+5,974","63,819",+673,"409,127","+4,460","118,766","3,334","4,582",494,"1,334,331","10,332","129,151,233",North America,218,"2,024",97
9,Spain,"455,621",,"29,011",,N/A,N/A,N/A,751,"9,744",620,"8,517,446","182,161","46,757,783",Europe,103,"1,612",5
10,Chile,"409,974","+1,965","11,244",+63,"382,584","+1,401","16,146",960,"21,417",587,"2,400,522","125,401","19,142,814",South America,47,"1,702",8
