#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"124,134,269","+10,034","1,606,488",+105,"119,277,600","+37,579","3,250,181","8,085",,,,,,North America,,,,,,
,Asia,"213,828,111","+52,826","1,534,328",+285,"198,347,682","+58,109","13,946,101","15,601",,,,,,Asia,,,,,,
,Europe,"245,632,319","+28,593","2,012,800",+102,"241,185,340","+50,177","2,434,179","6,441",,,,,,Europe,,,,,,
,South America,"67,885,954","+1,915","1,349,076",+30,"66,095,539","+2,174","441,339","10,215",,,,,,South America,,,,,,
,Oceania,"13,942,250",,"25,748",,"13,797,790",,"118,712",72,,,,,,Australia/Oceania,,,,,,
,Africa,"12,787,443",+764,"258,562",,"12,068,146",+16,"460,735",547,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"678,211,067","+94,132","6,787,017",+522,"650,772,803","+148,055","20,651,247","40,961","87,008",870.7,,,,All,,,,,,
1,USA,"104,897,492","+10,031","1,141,505",+105,"102,200,471","+35,507","1,555,516","2,919","313,309","3,409","1,162,755,045","3,472,929","334,805,269",North America,3,293,0,30,0.3,"4,646"
2,India,"44,684,502",,"530,757",,"44,151,910",,"1,835",N/A,"31,767",377,"916,943,349","651,872","1,406,631,776",Asia,31,"2,650",2,,,1
3,France,"39,578,468","+4,021","164,684",+27,"39,343,497","+4,646","70,287",869,"603,473","2,511","271,490,188","4,139,547","65,584,518",Europe,2,398,0,61,0.4,"1,072"
4,Germany,"37,970,357",,"167,124",,"37,569,400","+11,000","233,833",N/A,"452,655","1,992","122,332,384","1,458,359","83,883,596",Europe,2,502,1,,,"2,788"
5,Brazil,"36,960,888",,"697,894",,"36,097,919",,"165,075",N/A,"171,629","3,241","63,776,166","296,146","215,353,593",South America,6,309,3,,,767
6,Japan,"33,040,963","+21,347","71,308",+172,"21,650,851","+4,437","11,318,804",254,"263,097",568,"94,061,751","748,990","125,584,838",Asia,4,"1,761",1,170,1,"90,129"
7,S. Korea,"30,397,220","+12,519","33,804",+22,"30,115,819","+18,847","247,597",217,"592,193",659,"15,804,065","307,892","51,329,899",Asia,2,"1,518",3,244,0.4,"4,824"
8,Italy,"25,519,067",,"187,551",,"25,135,458",,"196,058",163,"423,463","3,112","266,620,812","4,424,304","60,262,770",Europe,2,321,0,,,"3,253"
9,UK,"24,315,983",,"205,540",,"24,058,818","+2,019","51,625",N/A,"354,989","3,001","522,526,476","7,628,357","68,497,907",Europe,3,333,0,,,754
10,Russia,"22,121,725","+14,740","395,689",+37,"21,472,809","+11,140","253,227",N/A,"151,720","2,714","273,400,000","1,875,095","145,805,947",Europe,7,368,1,101,0.3,"1,737"
11,Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1,,,"1,819"
12,Spain,"13,748,918",,"118,976",,"13,578,453",,"51,489",231,"294,289","2,547","471,036,328","10,082,298","46,719,142",Europe,3,393,0,,,"1,102"
13,Vietnam,"11,526,786",+13,"43,186",,"10,614,716",+4,"868,884",5,"116,487",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1,0.1,,"8,781"
14,Australia,"11,330,342",,"19,070",,"11,294,919",,"16,353",44,"434,632",732,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2,"1,367",0,,,627
15,Argentina,"10,042,136",,"130,448",,"9,903,526",+633,"8,162",363,"218,259","2,835","35,716,069","776,264","46,010,234",South America,5,353,1,,,177
