#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"109,490,250","+54,686","1,501,326",+117,"102,376,896","+164,712","5,612,028","9,747",,,,,,North America,,,,,,
,Asia,"167,161,363","+295,469","1,445,717",+242,"159,798,879","+182,855","5,916,767","11,873",,,,,,Asia,,,,,,
,South America,"61,803,328","+38,917","1,313,656",+247,"58,788,053","+110,951","1,701,619","10,516",,,,,,South America,,,,,,
,Europe,"213,698,207","+77,861","1,871,307",+376,"202,556,915","+446,184","9,269,985","7,933",,,,,,Europe,,,,,,
,Oceania,"11,049,571","+43,952","15,877",+49,"10,525,496","+42,543","508,198",200,,,,,,Australia/Oceania,,,,,,
,Africa,"12,493,720","+2,686","256,686",+17,"11,663,603","+2,598","573,431",994,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"575,697,160","+513,571","6,404,584","+1,048","545,710,548","+949,843","23,582,028","41,263","73,857",821.6,,,,All,,,,,,
1,USA,"92,317,069","+46,484","1,052,382",+94,"87,537,842","+105,658","3,726,845","4,433",,,"1,065,746,062",,,North America,,,,,,
2,India,"43,918,402","+12,781","526,074",,"43,228,670",,"163,658",698,"31,193",374,"872,759,815","619,884","1,407,939,935",Asia,32,"2,676",2,9,,116
3,Brazil,"33,621,965","+30,609","677,213",+192,"32,036,761","+82,667","907,991","8,318","155,895","3,140","63,776,166","295,711","215,670,287",South America,6,318,3,142,0.9,"4,210"
4,France,"33,543,457","+11,195","151,560",+130,"31,507,297","+206,474","1,884,600",869,"511,561","2,311","271,490,188","4,140,411","65,570,834",Europe,2,433,0,171,2,"28,741"
5,Germany,"30,331,131",,"143,177",,"28,372,700","+116,900","1,815,254","1,440","359,649","1,698","122,332,384","1,450,545","84,335,444",Europe,3,589,1,,,"21,524"
6,UK,"23,212,565",,"182,727",,"22,516,990","+25,082","512,848",146,"338,276","2,663","522,526,476","7,614,765","68,620,175",Europe,3,376,0,,,"7,474"
7,Italy,"20,684,182","+23,699","170,979",+104,"19,098,821","+39,496","1,414,382",426,"343,142","2,836","235,341,178","3,904,208","60,278,845",Europe,3,353,0,393,2,"23,464"
8,S. Korea,"19,247,496","+35,883","24,890",+17,"18,426,989","+18,485","795,617",144,"374,756",485,"15,804,065","307,712","51,360,007",Asia,3,"2,063",3,699,0.3,"15,491"
9,Russia,"18,538,826","+6,571","382,189",+34,"17,942,908","+4,234","213,729","2,300","126,923","2,617","273,400,000","1,871,792","146,063,264",Europe,8,382,1,45,0.2,"1,463"
10,Turkey,"15,524,071",,"99,184",,"15,221,506",,"203,381",975,"180,078","1,151","162,743,369","1,887,806","86,207,681",Asia,6,869,1,,,"2,359"
11,Spain,"13,204,863",,"110,187",,"12,490,889",,"603,787",339,"282,203","2,355","471,036,328","10,066,588","46,792,054",Europe,4,425,0,,,"12,904"
12,Japan,"11,346,584","+172,673","31,885",+33,"10,038,410","+81,301","1,276,289",249,"90,282",254,"60,736,524","483,265","125,679,657",Asia,11,"3,942",2,"1,374",0.3,"10,155"
13,Vietnam,"10,768,844",+896,"43,092",,"9,866,968","+5,692","858,784",29,"108,621",435,"85,826,548","865,695","99,141,836",Asia,9,"2,301",1,9,,"8,662"
14,Argentina,"9,507,562",,"129,278",,"9,261,244","+3,879","117,040",456,"206,463","2,807","35,716,069","775,599","46,049,680",South America,5,356,1,,,"2,542"
