#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"40,724,529","+17,554","920,726",+311,"34,213,323","+19,033","5,590,480","10,851",,,,,,North America,,,,,,
,Asia,"56,430,575","+146,162","801,389","+2,312","53,737,021","+124,029","1,892,165","26,656",,,,,,Asia,,,,,,
,South America,"33,341,851","+68,108","1,017,291","+1,865","30,344,503","+97,069","1,980,057","29,142",,,,,,South America,,,,,,
,Europe,"48,257,002","+60,061","1,106,375",+740,"45,579,857","+28,150","1,570,770","6,467",,,,,,Europe,,,,,,
,Africa,"5,715,318","+31,456","145,950",+625,"4,948,405","+24,459","620,963","4,645",,,,,,Africa,,,,,,
,Oceania,"76,380",+550,"1,289",+3,"69,207",+112,"5,884",29,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"184,546,376","+323,891","3,993,035","+5,856","168,893,022","+292,852","11,660,319","77,790","23,676",512.3,,,,All,,,,,,
1,USA,"34,592,351","+4,143","621,293",+38,"29,096,818","+9,397","4,874,240","3,811","103,895","1,866","507,747,935","1,524,972","332,955,517",North America,10,536,1,12,0.1,"14,639"
2,India,"30,584,872","+40,387","402,758",+743,"29,692,986","+42,817","489,128","8,944","21,946",289,"418,254,953","300,116","1,393,642,378",Asia,46,"3,460",3,29,0.5,351
3,Brazil,"18,769,808","+27,783","524,475",+776,"17,082,876","+49,068","1,162,457","8,318","87,677","2,450","54,003,112","252,258","214,079,196",South America,11,408,4,130,4,"5,430"
4,France,"5,786,203","+2,549","111,161",+9,"5,630,202",+672,"44,840","1,104","88,448","1,699","94,321,875","1,441,813","65,418,945",Europe,11,589,1,39,0.1,685
5,Russia,"5,610,941","+25,142","137,925",+663,"5,068,901","+15,484","404,115","2,300","38,432",945,"151,800,000","1,039,744","145,997,494",Europe,26,"1,059",1,172,5,"2,768"
6,Turkey,"5,444,786","+4,418","49,924",+50,"5,314,930","+4,161","79,932",684,"63,868",586,"61,671,470","723,410","85,251,095",Asia,16,"1,708",1,52,0.6,938
7,UK,"4,903,434","+24,248","128,222",+15,"4,334,656","+2,475","440,556",300,"71,851","1,879","214,786,845","3,147,298","68,244,848",Europe,14,532,0,355,0.2,"6,456"
8,Argentina,"4,535,473","+9,000","95,904",+310,"4,156,006","+19,182","283,563","5,671","99,434","2,103","17,029,887","373,358","45,612,717",South America,10,476,3,197,7,"6,217"
9,Colombia,"4,350,495","+26,265","108,896",+582,"4,047,147","+25,893","194,452","8,155","84,594","2,117","20,384,649","396,373","51,427,935",South America,12,472,3,511,11,"3,781"
10,Italy,"4,263,317",+808,"127,649",+12,"4,091,004","+1,706","44,664",197,"70,617","2,114","72,340,685","1,198,244","60,372,239",Europe,14,473,1,13,0.2,740
