#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"125,880,741","+3,614","1,624,621",+66,"121,544,247","+17,870","2,711,873","6,902",,,,,,North America,,,,,,
,Asia,"215,768,544","+30,272","1,542,237",+67,"200,083,970","+17,538","14,142,337","15,514",,,,,,Asia,,,,,,
,Europe,"248,155,815","+9,440","2,033,013",+44,"243,912,651","+39,322","2,210,151","6,402",,,,,,Europe,,,,,,
,South America,"68,405,876",+587,"1,352,990",,"66,423,575",,"629,311","10,173",,,,,,South America,,,,,,
,Oceania,"14,055,940",+1,"26,824",,"13,878,708",+4,"150,408",73,,,,,,Australia/Oceania,,,,,,
,Africa,"12,814,076",+153,"258,672",,"12,081,588",+40,"473,816",548,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"685,081,713","+44,067","6,838,372",+177,"657,925,445","+74,758","20,317,896","39,612","87,890",877.3,,,,All,,,,,,
1,USA,"106,385,356","+3,423","1,157,194",+58,"104,220,414","+14,005","1,007,748","1,736","317,753","3,456","1,175,419,209","3,510,755","334,805,269",North America,3,289,0,10,0.2,"3,010"
2,India,"44,768,172",,"531,000",,"44,200,079",,"37,093",N/A,"31,827",377,"922,856,486","656,075","1,406,631,776",Asia,31,"2,649",2,,,26
3,France,"39,853,256","+1,884","165,857",,"39,560,173","+9,762","127,226",869,"607,663","2,529","271,490,188","4,139,547","65,584,518",Europe,2,395,0,29,,"1,940"
4,Germany,"38,368,891",,"171,411",,"38,133,000","+7,100","64,480",N/A,"457,406","2,043","122,332,384","1,458,359","83,883,596",Europe,2,489,1,,,769
5,Brazil,"37,319,254",,"700,556",,"36,249,161",,"369,537",N/A,"173,293","3,253","63,776,166","296,146","215,353,593",South America,6,307,3,,,"1,716"
6,Japan,"33,537,375","+9,940","74,132",+22,"21,725,273",,"11,737,970",62,"267,050",590,"98,786,335","786,610","125,584,838",Asia,4,"1,694",1,79,0.2,"93,466"
7,S. Korea,"30,930,504","+12,444","34,342",+10,"30,715,408","+10,275","180,754",128,"602,583",669,"15,804,065","307,892","51,329,899",Asia,2,"1,495",3,242,0.2,"3,521"
8,Italy,"25,715,384",,"189,262",,"25,393,597",,"132,525",85,"426,721","3,141","270,400,793","4,487,029","60,262,770",Europe,2,318,0,,,"2,199"
