#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"15,444,247","+122,554","401,487","+2,237","9,502,700","+50,924","5,540,060","28,964",,,,,,North America,,,
,Asia,"16,235,864","+108,844","285,106","+1,748","14,512,638","+84,932","1,438,120","26,649",,,,,,Asia,,,
,South America,"10,926,097","+61,536","321,720","+1,288","9,805,142","+36,230","799,235","16,993",,,,,,South America,,,
,Europe,"16,495,389","+223,201","376,470","+5,248","6,719,972","+171,092","9,398,947","29,697",,,,,,Europe,,,
,Africa,"2,134,245","+13,889","51,033",+297,"1,800,739","+9,384","282,473","2,584",,,,,,Africa,,,
,Oceania,"44,531",+112,"1,013",+2,"33,022",+22,"10,496",22,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,"61,281,094","+530,136","1,436,844","+10,820","42,374,872","+352,584","17,469,378","104,913","7,862",184.3,,,,All,,,
1,USA,"13,245,589","+104,976","269,520","+1,271","7,846,331","+40,059","5,129,738","24,396","39,922",812,"187,142,623","564,047","331,785,690",North America,25,"1,231",2
2,India,"9,308,751","+42,054","135,734",+473,"8,716,566","+38,580","456,451","8,944","6,719",98,"135,931,545","98,113","1,385,456,470",Asia,149,"10,207",10
3,Brazil,"6,204,570","+37,672","171,497",+698,"5,528,599","+15,752","504,474","8,318","29,106",805,"21,900,000","102,736","213,168,234",South America,34,"1,243",10
4,Russia,"2,187,990","+25,487","38,062",+524,"1,685,492","+25,073","464,436","2,300","14,990",261,"74,270,930","508,845","145,959,837",Europe,67,"3,835",2
5,France,"2,183,660","+13,563","50,957",+339,"158,236","+1,684","1,974,467","4,018","33,424",780,"20,224,617","309,567","65,331,983",Europe,30,"1,282",3
6,Spain,"1,637,844","+7,991","44,374",+337,N/A,N/A,N/A,"2,815","35,025",949,"21,917,246","468,697","46,762,122",Europe,29,"1,054",2
7,UK,"1,574,562","+17,555","57,031",+498,N/A,N/A,N/A,"1,480","23,145",838,"42,217,206","620,568","68,029,959",Europe,43,"1,193",2
8,Italy,"1,509,875","+29,003","52,850",+822,"661,180","+24,031","795,845","3,846","24,987",875,"21,188,898","350,660","60,425,711",Europe,40,"1,143",3
9,Argentina,"1,399,431","+9,043","37,941",+227,"1,226,662","+9,378","134,828","3,960","30,850",836,"3,775,098","83,221","45,362,539",South America,32,"1,196",12
10,Colombia,"1,280,487","+9,496","36,019",+159,"1,181,753","+6,794","62,715","2,376","25,058",705,"6,245,488","122,219","51,100,647",South America,40,"1,419",8
11,Mexico,"1,070,487","+10,335","103,597",+858,"798,037","+6,521","168,853","3,335","8,268",800,"2,771,888","21,408","129,476,730",North America,121,"1,250",47
12,Germany,"1,005,307","+21,576","15,767",+386,"676,100","+19,600","313,440","3,826","11,983",188,"27,859,242","332,083","83,892,297",Europe,83,"5,321",3
13,Peru,"956,347","+1,888","35,785",+58,"887,019","+2,272","33,543",966,"28,844","1,079","4,999,956","150,803","33,155,652",South America,35,927,7
14,Poland,"941,112","+16,687","15,568",+580,"494,869","+25,342","430,675","2,109","24,878",412,"6,098,759","161,216","37,829,779",Europe,40,"2,430",6
15,Iran,"908,346","+13,961","46,689",+482,"633,275","+7,669","228,382","5,849","10,759",553,"5,955,724","70,546","84,423,659",Asia,93,"1,808",14
16,South Africa,"778,571","+3,069","21,289",+88,"716,444",,"40,838",546,"13,061",357,"5,383,078","90,307","59,608,330",Africa,77,"2,800",11
17,Ukraine,"677,189","+15,331","11,717",+225,"317,395","+9,617","348,077",177,"15,522",269,"4,279,025","98,083","43,626,593",Europe,64,"3,723",10
18,Belgium,"564,967","+3,164","16,077",+139,"36,569",,"512,321","1,071","48,662","1,385","5,720,922","492,758","11,610,001",Europe,21,722,2
19,Chile,"545,662","+1,570","15,235",+97,"521,247","+1,067","9,180",694,"28,446",794,"5,174,795","269,770","19,182,223",South America,35,"1,259",4
20,Iraq,"544,670","+2,483","12,125",+39,"474,376","+2,322","58,169",336,"13,422",299,"3,378,165","83,246","40,580,424",Asia,75,"3,347",12
21,Indonesia,"516,753","+4,917","16,352",+127,"433,649","+3,842","66,752",,"1,881",60,"5,517,392","20,086","274,685,016",Asia,532,"16,798",50
22,Czechia,"509,665","+2,196","7,751",+118,"425,542","+7,885","76,372",839,"47,557",723,"3,000,834","280,006","10,717,027",Europe,21,"1,383",4
23,Turkey,"503,738","+7,657","13,014",+174,"388,771","+3,291","101,953","4,711","5,947",154,"17,901,868","211,348","84,703,412",Asia,168,"6,509",5
24,Netherlands,"503,123","+4,470","9,184",+75,N/A,N/A,N/A,543,"29,336",536,"3,893,908","227,047","17,150,221",Europe,34,"1,867",4
25,Bangladesh,"456,438","+2,292","6,524",+37,"371,453","+2,274","78,461",,"2,760",39,"2,713,202","16,409","165,348,626",Asia,362,"25,345",61
26,Romania,"449,349","+9,005","10,712",+171,"323,514","+9,629","115,123","1,226","23,422",558,"4,011,887","209,112","19,185,316",Europe,43,"1,791",5
27,Philippines,"424,297","+1,392","8,242",+27,"387,266",+328,"28,789","1,449","3,851",75,"5,626,568","51,074","110,165,095",Asia,260,"13,366",20
28,Pakistan,"386,198","+3,306","7,843",+40,"334,392","+1,418","43,963","1,968","1,735",35,"5,343,702","24,006","222,598,802",Asia,576,"28,382",42
29,Saudi Arabia,"356,389",+322,"5,840",+15,"345,215",+428,"5,334",699,"10,174",167,"9,453,444","269,864","35,030,460",Asia,98,"5,998",4
30,Canada,"350,422","+2,956","11,763",+53,"279,539","+2,307","59,120",449,"9,252",311,"11,090,768","292,823","37,875,273",North America,108,"3,220",3
