#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"31,692,240","+92,086","687,682","+1,927","20,714,271","+160,026","10,290,287","29,593",,,,,,North America,,,
,Asia,"23,641,352","+62,633","380,445",+884,"22,164,177","+71,696","1,096,730","22,608",,,,,,Asia,,,
,South America,"16,466,275","+33,539","429,802","+1,061","14,759,536","+63,365","1,276,937","19,882",,,,,,South America,,,
,Europe,"31,423,903","+97,732","740,324","+3,258","18,053,940","+112,294","12,629,639","28,839",,,,,,Europe,,,
,Africa,"3,700,409","+12,088","95,636",+433,"3,219,572","+14,155","385,201","2,495",,,,,,Africa,,,
,Oceania,"50,401",+16,"1,078",,"34,128",+3,"15,195",8,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"106,975,301","+298,094","2,334,982","+7,563","78,946,330","+421,539","25,693,989","103,425","13,724",299.6,,,,All,,,
1,USA,"27,694,333","+80,735","476,297","+1,381","17,499,038","+143,868","9,718,998","21,831","83,372","1,434","325,261,244","979,179","332,177,397",North America,12,697,1
2,India,"10,847,790","+8,947","155,195",+81,"10,546,905","+13,829","145,690","8,944","7,814",112,"201,900,614","145,441","1,388,197,453",Asia,128,"8,945",7
3,Brazil,"9,548,079","+23,439","232,170",+609,"8,447,645","+50,458","868,264","8,318","44,727","1,088","28,600,000","133,975","213,473,262",South America,22,919,7
4,Russia,"3,983,197","+15,916","77,068",+407,"3,472,091","+15,881","434,038","2,300","27,287",528,"104,700,000","717,259","145,972,446",Europe,37,"1,894",1
5,UK,"3,959,784","+14,104","112,798",+333,"1,950,886","+35,257","1,896,100","3,505","58,145","1,656","78,206,286","1,148,371","68,101,913",Europe,17,604,1
6,France,"3,341,365","+4,317","79,423",+458,"233,993","+1,016","3,027,949","3,363","51,122","1,215","46,751,422","715,279","65,361,102",Europe,20,823,1
7,Spain,"2,989,085","+19,305","62,295",+303,N/A,N/A,N/A,"4,732","63,916","1,332","35,782,465","765,142","46,765,771",Europe,16,751,1
8,Italy,"2,644,707","+7,970","91,580",+307,"2,133,523","+15,082","419,604","2,143","43,781","1,516","34,506,996","571,234","60,407,806",Europe,23,660,2
9,Turkey,"2,539,559","+8,103","26,900",+103,"2,449,273","+8,567","63,386","1,310","29,917",317,"30,755,784","362,315","84,886,799",Asia,33,"3,156",3
10,Germany,"2,296,230","+4,720","62,597",+469,"2,041,300","+12,100","192,333","3,957","27,354",746,"40,705,522","484,899","83,946,321",Europe,37,"1,341",2
11,Colombia,"2,161,462","+4,246","56,290",+297,"2,034,228","+6,895","70,944","3,482","42,208","1,099","10,553,968","206,091","51,210,236",South America,24,910,5
12,Argentina,"1,980,347",,"49,171",,"1,778,965",,"152,211","3,550","43,576","1,082","6,508,214","143,207","45,446,309",South America,23,924,7
13,Mexico,"1,932,145","+6,065","166,200",+414,"1,490,077","+7,939","275,868","5,692","14,891","1,281","4,893,829","37,717","129,750,444",North America,67,781,27
14,Poland,"1,552,686","+2,431","39,132",+45,"1,312,856","+5,695","200,698","1,326","41,053","1,035","8,932,555","236,177","37,821,430",Europe,24,967,4
15,South Africa,"1,477,511","+1,376","46,473",+183,"1,363,947","+3,743","67,091",546,"24,724",778,"8,511,410","142,428","59,759,506",Africa,40,"1,286",7
16,Iran,"1,473,756","+7,321","58,536",+67,"1,260,045","+6,491","155,175","3,778","17,412",692,"9,722,969","114,873","84,641,017",Asia,57,"1,446",9
17,Ukraine,"1,246,990","+2,141","23,644",+47,"1,075,743","+2,697","147,603",177,"28,618",543,"6,350,442","145,740","43,573,750",Europe,35,"1,843",7
