#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"123,972,719","+1,959","1,604,610",+2,"119,066,977","+26,931","3,301,132","8,296",,,,,,North America,,,,,,
,Asia,"213,607,893","+44,954","1,533,133",+246,"198,097,983","+51,275","13,976,777","15,661",,,,,,Asia,,,,,,
,Europe,"245,453,408","+18,975","2,011,710",+37,"241,007,989","+16,838","2,433,709","6,440",,,,,,Europe,,,,,,
,South America,"67,843,210","+1,603","1,348,666",+23,"66,027,866","+3,256","466,678","10,217",,,,,,South America,,,,,,
,Oceania,"13,933,569",,"25,715",,"13,788,635",,"119,219",72,,,,,,Australia/Oceania,,,,,,
,Africa,"12,782,646",+7,"258,538",,"12,066,382",+21,"457,726",547,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"677,594,166","+67,498","6,782,387",+308,"650,056,538","+98,321","20,755,241","41,233","86,929",870.1,,,,All,,,,,,
1,USA,"104,766,252","+1,956","1,140,017",+2,"102,015,767","+24,568","1,610,468","3,130","312,917","3,405","1,161,907,898","3,470,399","334,805,269",North America,3,294,0,6,0.01,"4,810"
2,India,"44,684,118",,"530,750",,"44,151,525",,"1,843",N/A,"31,767",377,"916,815,514","651,781","1,406,631,776",Asia,31,"2,650",2,,,1
3,France,"39,564,783","+2,469","164,537",,"39,321,039","+1,027","79,207",869,"603,264","2,509","271,490,188","4,139,547","65,584,518",Europe,2,399,0,38,,"1,208"
4,Germany,"37,907,312",,"166,763",,"37,514,100","+2,700","226,449",N/A,"451,904","1,988","122,332,384","1,458,359","83,883,596",Europe,2,503,1,,,"2,700"
5,Brazil,"36,932,532",,"697,674",,"36,042,782",,"192,076",N/A,"171,497","3,240","63,776,166","296,146","215,353,593",South America,6,309,3,,,892
6,Japan,"32,949,351","+13,740","70,695",+137,"21,638,906","+3,369","11,239,750",291,"262,367",563,"93,564,976","745,034","125,584,838",Asia,4,"1,776",1,109,1,"89,499"
7,S. Korea,"30,350,199","+12,051","33,736",+23,"30,006,843","+19,522","309,620",268,"591,277",657,"15,804,065","307,892","51,329,899",Asia,2,"1,522",3,235,0.4,"6,032"
8,Italy,"25,519,067",,"187,551",,"25,135,458",,"196,058",163,"423,463","3,112","266,620,812","4,424,304","60,262,770",Europe,2,321,0,,,"3,253"
9,UK,"24,315,983",,"205,540",,"24,049,951",,"60,492",N/A,"354,989","3,001","522,526,476","7,628,357","68,497,907",Europe,3,333,0,,,883
10,Russia,"22,072,717","+12,347","395,551",+31,"21,432,694","+6,805","244,472",N/A,"151,384","2,713","273,400,000","1,875,095","145,805,947",Europe,7,369,1,85,0.2,"1,677"
11,Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1,,,"1,819"
12,Spain,"13,748,918",,"118,976",,"13,578,453",,"51,489",231,"294,289","2,547","471,036,328","10,082,298","46,719,142",Europe,3,393,0,,,"1,102"
13,Vietnam,"11,526,692",+41,"43,186",,"10,614,671",+11,"868,835",3,"116,486",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1,0.4,,"8,780"
14,Australia,"11,330,342",,"19,070",,"11,294,919",,"16,353",44,"434,632",732,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2,"1,367",0,,,627
15,Argentina,"10,040,329",,"130,437",,"9,899,811","+1,231","10,081",363,"218,219","2,835","35,716,069","776,264","46,010,234",South America,5,353,1,,,219
16,Taiwan,"9,809,098","+17,199","17,103",+57,"9,336,578","+10,586","455,417",,"410,618",716,"30,528,935","1,277,971","23,888,595",Asia,2,"1,397",1,720,2,"19,064"
17,Netherlands,"8,586,372",,"22,992",,"8,554,144",+349,"9,236",53,"498,876","1,336","25,984,435","1,509,718","17,211,447",Europe,2,749,1,,,537
18,Iran,"7,565,552",+161,"144,781",+2,"7,338,245",+122,"82,526",233,"87,948","1,683","55,034,937","639,771","86,022,837",Asia,11,594,2,2,0.02,959
19,Mexico,"7,400,848",,"332,580",,"6,640,822",,"427,446",N/A,"56,253","2,528","19,414,006","147,565","131,562,772",North America,18,396,7,,,"3,249"
20,Indonesia,"6,732,799",+181,"160,864",+4,"6,567,843",+188,"4,092",N/A,"24,120",576,"114,158,919","408,975","279,134,505",Asia,41,"1,735",2,0.6,0.01,15
21,Poland,"6,389,741",+169,"118,779",,"5,335,940",,"935,022",696,"169,310","3,147","38,174,538","1,011,520","37,739,785",Europe,6,318,1,4,,"24,775"
22,Colombia,"6,358,068",,"142,576",,"6,181,914",,"33,578",342,"123,427","2,768","36,951,507","717,327","51,512,762",South America,8,361,1,,,652
23,Greece,"5,831,467",,"35,957",,"5,672,479",,"123,031",115,"565,249","3,485","102,228,365","9,909,078","10,316,637",Europe,2,287,0,,,"11,925"
24,Austria,"5,829,303","+3,286","21,788",,"5,765,269","+2,644","42,246",40,"642,935","2,403","211,273,524","23,302,116","9,066,710",Europe,2,416,0,362,,"4,659"
25,Portugal,"5,565,479",,"26,059",,"5,535,689",+155,"3,731",61,"548,833","2,570","45,931,864","4,529,515","10,140,570",Europe,2,389,0,,,368
26,Ukraine,"5,376,812",,"111,131",,"5,257,672",+443,"8,009",,"124,486","2,573","32,603,805","754,855","43,192,122",Europe,8,389,1,,,185
27,Chile,"5,138,732","+1,427","63,998",+13,"5,070,419","+2,002","4,315",99,"266,944","3,325","48,264,069","2,507,199","19,250,195",South America,4,301,0,74,0.7,224
28,Malaysia,"5,039,486",+160,"36,951",,"4,993,134",+358,"9,401",9,"151,878","1,114","67,866,199","2,045,329","33,181,072",Asia,7,898,0,5,,283
29,Israel,"4,791,172",+398,"12,236",+7,"4,774,582",+457,"4,354",57,"513,744","1,312","41,373,364","4,436,346","9,326,000",Asia,2,762,0,43,0.8,467
30,DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679",Asia,5,"351,225",,,,
