#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"40,322,416","+16,846","911,354",+454,"33,647,937","+25,064","5,763,125","11,454",,,,,,North America,,,,,,
,Asia,"54,349,690","+128,618","764,634","+2,412","51,672,152","+162,837","1,912,904","26,891",,,,,,Asia,,,,,,
,South America,"31,538,680","+137,521","968,162","+3,633","28,537,949","+111,885","2,032,569","31,669",,,,,,South America,,,,,,
,Europe,"47,426,783","+39,279","1,091,899",+740,"44,905,629","+41,578","1,429,255","8,886",,,,,,Europe,,,,,,
,Africa,"5,227,015","+25,005","137,472",+439,"4,631,041","+16,620","458,502","4,021",,,,,,Africa,,,,,,
,Oceania,"71,335",+231,"1,265",,"68,033",+101,"2,037",10,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"178,936,640","+347,500","3,874,801","+7,678","163,463,447","+358,085","11,598,392","82,931","22,956",497.1,,,,All,,,,,,
1,USA,"34,401,128","+7,198","617,079",+166,"28,694,844","+18,915","5,089,205","4,150","103,347","1,854","498,671,399","1,498,093","332,870,823",North America,10,539,1,22,0.5,"15,289"
2,India,"29,881,352","+58,588","386,740","+1,239","28,758,447","+87,568","736,165","8,944","21,450",278,"389,207,637","279,392","1,393,049,733",Asia,47,"3,602",4,42,0.9,528
3,Brazil,"17,883,750","+81,574","500,868","+2,247","16,183,849","+46,881","1,199,033","8,318","83,564","2,340","52,714,701","246,315","214,013,244",South America,12,427,4,381,10,"5,603"
4,France,"5,755,496","+2,624","110,724",+22,"5,555,411","+8,485","89,361","1,703","87,988","1,693","90,467,735","1,383,031","65,412,649",Europe,11,591,1,40,0.3,"1,366"
5,Turkey,"5,365,208","+5,480","49,122",+51,"5,228,419","+4,195","87,667",829,"62,963",576,"58,339,486","684,644","85,211,443",Asia,16,"1,735",1,64,0.6,"1,029"
6,Russia,"5,299,215","+17,906","128,911",+466,"4,861,343","+10,684","308,961","2,300","36,297",883,"144,800,000","991,816","145,994,767",Europe,28,"1,133",1,123,3,"2,116"
7,UK,"4,620,968","+10,321","127,970",+14,"4,299,835","+2,078","193,163",210,"67,727","1,876","200,024,844","2,931,656","68,229,291",Europe,15,533,0,151,0.2,"2,831"
8,Argentina,"4,258,394","+15,631","88,742",+495,"3,868,105","+23,776","301,547","7,386","93,397","1,946","15,791,124","346,338","45,594,605",South America,11,514,3,343,11,"6,614"
9,Italy,"4,252,095","+1,197","127,253",+28,"4,035,692","+4,087","89,150",394,"70,427","2,108","69,765,699","1,155,518","60,376,110",Europe,14,474,1,20,0.5,"1,477"
10,Colombia,"3,917,348","+28,734","99,335",+589,"3,644,287","+27,607","173,726","8,155","76,207","1,932","18,772,724","365,198","51,404,240",South America,13,517,3,559,11,"3,380"
11,Spain,"3,757,442",,"80,652",,"3,544,205",,"132,585",793,"80,335","1,724","51,240,666","1,095,536","46,772,231",Europe,12,580,1,,,"2,835"
12,Germany,"3,729,557",+974,"90,953",+41,"3,601,200","+3,100","37,404","1,210","44,377","1,082","63,091,197","750,711","84,041,960",Europe,23,924,1,12,0.5,445
13,Iran,"3,086,974","+6,448","82,854",+108,"2,736,013","+13,401","268,107","3,307","36,306",974,"22,194,745","261,035","85,025,798",Asia,28,"1,026",4,76,1,"3,153"
14,Poland,"2,878,634",+168,"74,823",+41,"2,650,194",+315,"153,617",237,"76,141","1,979","16,924,814","447,668","37,806,650",Europe,13,505,2,4,1,"4,063"
15,Mexico,"2,471,741","+4,098","230,959",+167,"1,966,702","+2,402","274,080","4,798","18,979","1,773","7,308,357","56,117","130,234,992",North America,53,564,18,31,1,"2,105"
