#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"14,128,054","+186,057","385,155","+2,558","8,792,598","+66,084","4,950,301","26,194",,,,,,North America,,,
,Asia,"15,467,431","+106,776","272,855","+1,720","13,884,464","+94,421","1,310,112","25,234",,,,,,Asia,,,
,South America,"10,561,025","+56,623","314,585","+1,081","9,538,393","+39,983","708,047","17,376",,,,,,South America,,,
,Europe,"14,957,613","+261,575","342,200","+4,855","5,722,784","+136,376","8,892,629","30,094",,,,,,Europe,,,
,Africa,"2,040,257","+13,564","48,783",+271,"1,720,172","+10,864","271,302","2,599",,,,,,Africa,,,
,Oceania,"43,304",+240,"1,003",,"32,951",+30,"9,350",24,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,"57,198,405","+624,835","1,364,596","+10,485","39,692,021","+347,758","16,141,788","101,525","7,338",175.1,,,,All,,,
1,USA,"12,052,527","+175,852","258,182","+1,913","7,224,406","+56,977","4,569,939","22,195","36,330",778,"174,782,585","526,852","331,748,637",North America,28,"1,285",2
2,India,"9,004,325","+46,182","132,202",+584,"8,427,016","+45,246","445,107","8,944","6,500",95,"128,508,389","92,773","1,385,197,188",Asia,154,"10,478",11
3,Brazil,"5,981,767","+34,364","168,061",+564,"5,407,498","+17,635","406,208","8,318","28,065",789,"21,900,000","102,750","213,139,380",South America,36,"1,268",10
4,France,"2,086,288","+21,150","47,127",+429,"147,569","+2,178","1,891,592","4,653","31,935",721,"19,339,461","296,031","65,329,229",Europe,31,"1,386",3
5,Russia,"2,015,608","+23,610","34,850",+463,"1,526,656","+25,573","454,102","2,300","13,809",239,"70,653,231","484,063","145,958,644",Europe,72,"4,188",2
6,Spain,"1,574,063","+16,233","42,291",+252,N/A,N/A,N/A,"3,125","33,661",904,"20,742,051","443,568","46,761,777",Europe,30,"1,106",2
7,UK,"1,453,256","+22,915","53,775",+501,N/A,N/A,N/A,"1,430","21,364",791,"39,858,046","585,948","68,023,153",Europe,47,"1,265",2
8,Argentina,"1,349,434","+10,097","36,532",+185,"1,167,514","+11,040","145,388","4,292","29,753",805,"3,585,077","79,045","45,354,615",South America,34,"1,242",13
9,Italy,"1,308,528","+36,176","47,870",+653,"498,987","+17,020","761,671","3,712","21,655",792,"19,724,527","326,417","60,427,404",Europe,46,"1,262",3
10,Colombia,"1,225,490","+7,487","34,761",+198,"1,132,393","+7,209","58,336","2,376","23,987",680,"5,903,975","115,560","51,090,280",South America,42,"1,470",9
11,Mexico,"1,015,071","+3,918","99,528",+502,"762,025","+4,074","153,518","2,852","7,841",769,"2,632,675","20,337","129,450,839",North America,128,"1,301",49
12,Peru,"943,917","+1,966","35,446",+44,"871,534","+2,369","36,937",973,"28,477","1,069","4,874,713","147,064","33,146,865",South America,35,935,7
13,Germany,"878,209","+23,676","13,788",+296,"562,700","+16,200","301,721","3,561","10,469",164,"26,456,866","315,386","83,887,186",Europe,96,"6,084",3
14,Iran,"815,117","+13,223","43,417",+476,"583,704","+6,721","187,996","5,722","9,657",514,"5,626,631","66,664","84,403,098",Asia,104,"1,944",15
15,Poland,"796,798","+23,975","12,088",+637,"361,886","+19,003","422,824","2,080","21,062",320,"5,802,239","153,374","37,830,568",Europe,47,"3,130",7
16,South Africa,"759,658","+2,514","20,671",+115,"702,544","+1,010","36,443",546,"12,747",347,"5,214,036","87,493","59,594,030",Africa,78,"2,883",11
17,Ukraine,"583,510","+13,357","10,369",+257,"266,479","+7,400","306,662",177,"13,374",238,"4,022,283","92,187","43,631,592",Europe,75,"4,208",11
18,Belgium,"545,787","+5,182","15,025",+186,"34,249",+562,"496,513","1,356","47,014","1,294","5,560,958","479,020","11,609,038",Europe,21,773,2
19,Chile,"536,012","+1,454","14,955",+58,"511,874","+1,108","9,183",715,"27,948",780,"4,938,248","257,481","19,179,088",South America,36,"1,282",4
20,Iraq,"529,226","+2,374","11,834",+39,"457,490","+2,314","59,902",361,"13,047",292,"3,202,083","78,941","40,563,120",Asia,77,"3,428",13
21,Indonesia,"483,518","+4,798","15,600",+97,"406,612","+4,265","61,306",,"1,761",57,"5,219,471","19,005","274,629,731",Asia,568,"17,604",53
22,Czechia,"479,020","+3,736","6,856",+116,"368,179",+605,"103,985","1,110","44,699",640,"2,852,621","266,186","10,716,648",Europe,22,"1,563",4
23,Netherlands,"467,257","+5,645","8,771",+73,N/A,N/A,N/A,575,"27,246",511,"3,893,908","227,057","17,149,498",Europe,37,"1,955",4
24,Bangladesh,"441,159","+2,364","6,305",+30,"356,722","+1,934","78,132",,"2,669",38,"2,606,952","15,769","165,317,270",Asia,375,"26,220",63
