country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests__1m_pop,continent
Total:,"1,697,260","+93,566","102,659","+6,975","376,106","1,218,495","49,830",217.7,13.2,,,All
