#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"36,649,641","+103,480","833,303","+1,565","28,355,866","+81,717","7,460,472","15,982",,,,,,North America,,,
,South America,"22,256,619","+146,511","587,650","+4,607","19,892,815","+101,710","1,776,154","21,821",,,,,,South America,,,
,Asia,"30,629,747","+292,826","444,268","+2,247","27,414,224","+165,386","2,771,255","27,495",,,,,,Asia,,,
,Europe,"41,311,921","+214,478","945,563","+4,343","29,240,289","+145,886","11,126,069","33,064",,,,,,Europe,,,
,Africa,"4,366,154","+12,605","115,490",+262,"3,906,872","+8,912","343,792","3,529",,,,,,Africa,,,
,Oceania,"59,089",+19,"1,151",,"34,663",+23,"23,275",5,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"135,273,892","+769,919","2,927,440","+13,024","108,845,435","+503,634","23,501,017","101,896","17,354",375.6,,,,All,,,
1,USA,"31,799,734","+82,330","574,807",+896,"24,342,069","+69,200","6,882,858","9,072","95,638","1,729","416,695,211","1,253,218","332,500,290",North America,10,578,1
2,Brazil,"13,375,414","+89,090","348,934","+3,647","11,791,885","+59,692","1,234,595","8,318","62,582","1,633","28,600,000","133,817","213,724,704",South America,16,613,7
3,India,"13,202,783","+144,829","168,467",+773,"11,987,940","+77,199","1,046,376","8,944","9,495",121,"254,041,584","182,704","1,390,456,911",Asia,105,"8,254",5
4,France,"4,980,501","+41,243","98,395",+301,"303,639",,"4,578,467","5,729","76,172","1,505","68,007,540","1,040,108","65,385,105",Europe,13,665,1
5,Russia,"4,623,984","+9,150","102,247",+402,"4,248,700","+9,662","273,037","2,300","31,675",700,"123,000,000","842,565","145,982,840",Europe,32,"1,428",1
6,UK,"4,365,461","+3,150","127,040",+60,"3,957,317","+11,963","281,104",421,"64,046","1,864","134,289,127","1,970,169","68,161,226",Europe,16,537,1
7,Turkey,"3,745,657","+55,791","33,454",+253,"3,268,678","+35,786","443,525","2,658","44,047",393,"40,994,845","482,077","85,037,969",Asia,23,"2,542",2
8,Italy,"3,736,526","+18,938","113,579",+718,"3,086,586","+26,175","536,361","3,603","61,870","1,881","52,480,874","868,989","60,393,047",Europe,16,532,1
9,Spain,"3,347,512","+10,875","76,328",+149,"3,095,922","+6,976","175,262","2,050","71,576","1,632","43,458,915","929,229","46,768,779",Europe,14,613,1
10,Germany,"2,974,110","+22,281","78,689",+216,"2,647,600","+16,200","247,821","4,439","35,410",937,"51,559,277","613,868","83,990,855",Europe,28,"1,067",2
11,Poland,"2,528,006","+28,487","57,427",+768,"2,107,776","+31,272","362,803","3,376","66,853","1,519","12,807,584","338,695","37,814,548",Europe,15,658,3
12,Colombia,"2,504,206","+12,125","65,283",+269,"2,365,566","+9,734","73,357","2,603","48,814","1,273","13,174,589","256,812","51,300,574",South America,20,786,4
13,Argentina,"2,497,881","+24,130","57,350",+228,"2,203,926","+14,943","236,605","3,718","54,880","1,260","9,451,754","207,661","45,515,363",South America,18,794,5
14,Mexico,"2,267,019","+5,140","206,146",+548,"1,802,033","+3,376","258,840","4,798","17,442","1,586","6,216,314","47,827","129,976,073",North America,57,631,21
15,Iran,"2,029,412","+22,478","64,039",+155,"1,693,005","+8,435","272,368","4,278","23,926",755,"13,494,296","159,093","84,820,190",Asia,42,"1,325",6
16,Ukraine,"1,823,674","+19,676","36,381",+419,"1,395,104","+11,221","392,189",177,"41,894",836,"8,568,004","196,829","43,530,191",Europe,24,"1,197",5
17,Peru,"1,628,519","+10,655","54,285",+307,"1,547,807","+10,722","26,427","2,313","48,868","1,629","9,876,422","296,366","33,325,110",South America,20,614,3
18,Czechia,"1,573,153","+5,245","27,617",+60,"1,437,295",+332,"108,241","1,311","146,690","2,575","14,038,491","1,309,032","10,724,333",Europe,7,388,1
19,Indonesia,"1,558,145","+5,265","42,348",+121,"1,405,659","+6,277","110,138",,"5,651",154,"13,280,778","48,162","275,751,213",Asia,177,"6,512",21
20,South Africa,"1,556,242","+1,267","53,226",+53,"1,481,637","+1,005","21,379",546,"25,988",889,"10,086,459","168,433","59,884,124",Africa,38,"1,125",6
21,Netherlands,"1,334,771","+7,635","16,731",+41,N/A,N/A,N/A,785,"77,765",975,"10,795,845","628,976","17,164,165",Europe,13,"1,026",2
22,Chile,"1,060,421","+9,151","24,108",+129,"991,676","+5,391","44,637","3,075","55,108","1,253","11,751,801","610,715","19,242,680",South America,18,798,2
