#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"114,024,436","+19,059","1,521,834",+91,"107,603,553","+31,877","4,899,049","9,487",,,,,,North America,,,,,,
,Asia,"182,809,520","+252,215","1,465,309",+500,"174,190,023","+391,439","7,154,188","12,837",,,,,,Asia,,,,,,
,Europe,"221,108,022","+68,760","1,900,709",+316,"214,675,122","+219,065","4,532,191","9,300",,,,,,Europe,,,,,,
,South America,"63,553,342","+17,679","1,324,837",+194,"61,499,230","+39,050","729,275","10,522",,,,,,South America,,,,,,
,Oceania,"12,111,221","+10,454","19,252",+18,"11,862,918","+2,751","229,051",157,,,,,,Australia/Oceania,,,,,,
,Africa,"12,602,905",+539,"257,357",+2,"11,938,481",+488,"407,067","1,031",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"606,210,167","+368,706","6,489,313","+1,121","581,770,033","+684,670","17,950,821","43,334","77,771",832.5,,,,All,,,,,,
1,USA,"96,049,382","+15,136","1,069,266",+75,"91,648,123","+19,552","3,331,993","4,106",,,"1,099,671,718",,,North America,,,,,,
2,India,"44,419,671","+3,948","527,799",,"43,802,993",,"88,879",698,"31,520",375,"885,042,801","628,030","1,409,236,346",Asia,32,"2,670",2,3,,63
3,France,"34,482,603","+3,806","153,967",+78,"33,963,999","+38,198","364,637",869,"525,773","2,348","271,490,188","4,139,541","65,584,606",Europe,2,426,0,58,1,"5,560"
4,Brazil,"34,397,205","+12,458","683,718",+170,"33,392,136","+31,364","321,351","8,318","159,383","3,168","63,776,166","295,514","215,814,557",South America,6,316,3,58,0.8,"1,489"
5,Germany,"32,041,348",,"147,104",,"31,131,000","+71,900","763,244","1,406","379,812","1,744","122,332,384","1,450,106","84,360,997",Europe,3,573,1,,,"9,047"
6,UK,"23,492,875",,"187,761",,"23,180,892","+9,719","124,222",146,"342,191","2,735","522,526,476","7,610,990","68,654,207",Europe,3,366,0,,,"1,809"
7,S. Korea,"23,026,960","+43,142","26,618",+49,"20,956,600","+137,126","2,043,742",597,"448,307",518,"15,804,065","307,686","51,364,213",Asia,2,"1,930",3,840,1.0,"39,789"
8,Italy,"21,814,856","+8,347","175,407",+60,"20,970,685","+19,417","668,764",229,"361,950","2,910","242,041,599","4,015,930","60,270,376",Europe,3,344,0,138,1.0,"11,096"
9,Russia,"19,445,581","+39,658","384,160",+77,"18,520,851","+24,890","540,570","2,300","133,126","2,630","273,400,000","1,871,715","146,069,228",Europe,8,380,1,272,0.5,"3,701"
10,Japan,"18,506,515","+153,225","39,005",+235,"16,455,989","+189,820","2,011,521",628,"147,295",310,"70,646,734","562,282","125,642,795",Asia,7,"3,221",2,"1,220",2,"16,010"
11,Turkey,"16,671,848",,"100,400",,N/A,N/A,N/A,975,"193,197","1,163","162,743,369","1,885,908","86,294,418",Asia,5,860,1,,,"2,888"
12,Spain,"13,332,976",,"112,454",,"13,092,617",,"127,905",339,"284,931","2,403","471,036,328","10,066,217","46,793,780",Europe,4,416,0,,,"2,733"
13,Vietnam,"11,405,711","+2,409","43,113",+1,"10,157,129","+7,007","1,205,469",91,"114,947",434,"85,826,548","864,965","99,225,503",Asia,9,"2,302",1,24,0.01,"12,149"
14,Australia,"10,005,856","+8,688","13,760",+11,"9,859,851",,"132,245",95,"382,818",526,"78,080,489","2,987,313","26,137,367",Australia/Oceania,3,"1,900",0,332,0.4,"5,060"
15,Argentina,"9,678,225",,"129,711",,"9,466,853","+6,032","81,661",456,"209,989","2,814","35,716,069","774,932","46,089,301",South America,5,355,1,,,"1,772"
16,Netherlands,"8,383,824",+780,"22,598",+1,"8,311,602","+6,119","49,624",43,"486,964","1,313","21,107,399","1,225,996","17,216,532",Europe,2,762,1,45,0.06,"2,882"
17,Iran,"7,525,628","+1,966","143,776",+48,"7,288,750","+4,673","93,102","1,117","87,194","1,666","53,730,223","622,531","86,309,382",Asia,11,600,2,23,0.6,"1,079"
18,Mexico,"7,014,510","+1,212","329,390",+2,"6,262,036","+5,011","423,084","4,798","53,200","2,498","18,143,262","137,604","131,851,383",North America,19,400,7,9,0.02,"3,209"
19,Indonesia,"6,349,175","+2,871","157,521",+21,"6,147,140","+4,702","44,514","2,771","22,695",563,"106,546,452","380,856","279,755,377",Asia,44,"1,776",3,10,0.08,159
20,Colombia,"6,299,595",,"141,519",,"6,122,457",,"35,619",342,"121,026","2,719","36,279,188","696,988","52,051,411",South America,8,368,1,,,684
21,Poland,"6,167,759",+556,"117,030",,"5,335,964",,"714,765","2,782","163,353","3,100","36,931,775","978,135","37,757,348",Europe,6,323,1,15,,"18,930"
22,Portugal,"5,413,173",+860,"24,839",+7,"5,316,972","+3,113","71,362",61,"534,229","2,451","43,527,258","4,295,725","10,132,692",Europe,2,408,0,85,0.7,"7,043"
23,Taiwan,"5,242,009","+20,448","9,866",+22,"4,768,024","+23,603","464,119",,"219,243",413,"24,175,516","1,011,121","23,909,620",Asia,5,"2,423",1,855,0.9,"19,411"
24,Ukraine,"5,044,941",,"108,803",,"4,917,693",,"18,445",177,"116,867","2,520","19,521,252","452,214","43,168,145",Europe,9,397,2,,,427
25,Austria,"4,898,260","+2,708","19,395",+1,"4,810,689","+3,882","68,176",66,"537,261","2,127","195,322,960","21,423,804","9,117,100",Europe,2,470,0,297,0.1,"7,478"
26,Malaysia,"4,778,140","+1,946","36,206",+8,"4,710,366","+3,271","31,568",75,"143,662","1,089","63,688,201","1,914,887","33,259,514",Asia,7,919,1,59,0.2,949
27,DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,413",3,,,"26,022,175",Asia,5,"351,651",,,,
28,Greece,"4,712,025",,"32,335",,"4,638,770","+8,184","40,920",115,"456,882","3,135","90,656,913","8,790,168","10,313,445",Europe,2,319,0,,,"3,968"
